id,p_start,exp_yr_count,job_title,department,grade,salary,medical_leaves
239,2019,5,Frontend Engineer II,IT Department,6,100426,15
240,2014,1,Associate Data Analyst,Analytics Department,4,70342,6
240,2015,2,Associate Data Analyst,Analytics Department,4,74372,13
240,2016,3,Associate Data Analyst,Analytics Department,4,76390,20
240,2017,4,Associate Data Analyst,Analytics Department,4,78410,18
240,2018,5,Associate Data Analyst,Analytics Department,4,80432,7
240,2019,6,Associate Data Analyst,Analytics Department,4,82456,8
241,2010,1,Data Analyst II,Analytics Department,6,120217,9
241,2011,2,Data Analyst II,Analytics Department,6,124239,5
241,2012,3,Data Analyst II,Analytics Department,6,126253,10
241,2013,4,Data Analyst II,Analytics Department,6,128269,4
241,2014,5,Data Analyst II,Analytics Department,6,130287,1
241,2015,6,Data Analyst II,Analytics Department,6,132307,16
241,2016,7,Data Scientist,Analytics Department,7,153984,11
241,2017,8,Data Scientist,Analytics Department,7,170120,4
241,2018,9,Data Scientist,Analytics Department,7,172146,13
241,2019,10,Data Scientist,Analytics Department,7,174174,14
242,2011,1,Sr Backend Engineer,IT Department,7,126950,5
242,2012,2,Sr Backend Engineer,IT Department,7,130974,10
242,2013,3,Sr Backend Engineer,IT Department,7,132989,10
242,2014,4,Sr Backend Engineer,IT Department,7,135006,1
242,2015,5,Sr Backend Engineer,IT Department,7,137025,6
242,2016,6,Sr Backend Engineer,IT Department,7,139046,14
242,2017,7,Team Lead,IT Department,8,174519,4
242,2018,8,Team Lead,IT Department,8,190663,9
242,2019,9,Team Lead,IT Department,8,192690,8
243,2009,1,Assistant Manager,Administration Department,7,132033,14
243,2010,2,Assistant Manager,Administration Department,7,136053,9
243,2011,3,Assistant Manager,Administration Department,7,138066,5
243,2012,4,Assistant Manager,Administration Department,7,140081,17
243,2013,5,Assistant Manager,Administration Department,7,142098,11
243,2014,6,Assistant Manager,Administration Department,7,144117,15
243,2015,7,Manager,Administration Department,9,162470,15
243,2016,8,Manager,Administration Department,9,178598,12
243,2017,9,Manager,Administration Department,9,180623,12
243,2018,10,Manager,Administration Department,9,182650,11
243,2019,11,Manager,Administration Department,9,184679,9
244,2015,1,Data Analyst II,Analytics Department,6,120277,8
244,2016,2,Data Analyst II,Analytics Department,6,124309,17
244,2017,3,Data Analyst II,Analytics Department,6,126328,5
244,2018,4,Data Analyst II,Analytics Department,6,128349,4
244,2019,5,Data Analyst II,Analytics Department,6,130372,15
245,2011,1,Data Analyst II,Analytics Department,6,120297,12
245,2012,2,Data Analyst II,Analytics Department,6,124321,3
245,2013,3,Data Analyst II,Analytics Department,6,126336,17
245,2014,4,Data Analyst II,Analytics Department,6,128353,17
245,2015,5,Data Analyst II,Analytics Department,6,130372,7
245,2016,6,Data Analyst II,Analytics Department,6,132393,2
245,2017,7,Data Scientist,Analytics Department,7,154064,17
245,2018,8,Data Scientist,Analytics Department,7,170208,18
245,2019,9,Data Scientist,Analytics Department,7,172235,18
246,2011,1,Data Analyst II,Analytics Department,6,120317,3
246,2012,2,Data Analyst II,Analytics Department,6,124341,16
246,2013,3,Data Analyst II,Analytics Department,6,126356,5
246,2014,4,Data Analyst II,Analytics Department,6,128373,1
246,2015,5,Data Analyst II,Analytics Department,6,130392,6
246,2016,6,Data Analyst II,Analytics Department,6,132413,5
246,2017,7,Data Scientist,Analytics Department,7,154084,16
246,2018,8,Data Scientist,Analytics Department,7,170228,8
246,2019,9,Data Scientist,Analytics Department,7,172255,14
247,2016,1,Sr Manager,Administration Department,10,210444,4
247,2017,2,Sr Manager,Administration Department,10,214478,16
247,2018,3,Sr Manager,Administration Department,10,216498,6
247,2019,4,Sr Manager,Administration Department,10,218520,1
248,2012,1,Data Analyst II,Analytics Department,6,120357,16
248,2013,2,Data Analyst II,Analytics Department,6,124383,3
248,2014,3,Data Analyst II,Analytics Department,6,126399,7
248,2015,4,Data Analyst II,Analytics Department,6,128417,1
248,2016,5,Data Analyst II,Analytics Department,6,130437,18
248,2017,6,Data Analyst II,Analytics Department,6,132459,10
248,2018,7,Data Scientist,Analytics Department,7,154124,5
248,2019,8,Data Scientist,Analytics Department,7,170276,6
249,2012,1,Data Analyst II,Analytics Department,6,120377,14
249,2013,2,Data Analyst II,Analytics Department,6,124403,6
249,2014,3,Data Analyst II,Analytics Department,6,126419,8
249,2015,4,Data Analyst II,Analytics Department,6,128437,14
249,2016,5,Data Analyst II,Analytics Department,6,130457,0
249,2017,6,Data Analyst II,Analytics Department,6,132479,8
249,2018,7,Data Scientist,Analytics Department,7,154144,17
249,2019,8,Data Scientist,Analytics Department,7,170296,13
250,2017,1,Sr Backend Engineer,IT Department,7,127150,6
250,2018,2,Sr Backend Engineer,IT Department,7,131186,13
250,2019,3,Sr Backend Engineer,IT Department,7,133207,4
251,2012,1,Data Analyst II,Analytics Department,6,120417,3
251,2013,2,Data Analyst II,Analytics Department,6,124443,6
251,2014,3,Data Analyst II,Analytics Department,6,126459,7
251,2015,4,Data Analyst II,Analytics Department,6,128477,2
251,2016,5,Data Analyst II,Analytics Department,6,130497,16
251,2017,6,Data Analyst II,Analytics Department,6,132519,14
251,2018,7,Data Scientist,Analytics Department,7,154184,19
251,2019,8,Data Scientist,Analytics Department,7,170336,11
252,2008,1,Associate Frontend Engineer,IT Department,4,49559,11
252,2009,2,Associate Frontend Engineer,IT Department,4,53577,4
252,2010,3,Associate Frontend Engineer,IT Department,4,55589,16
252,2011,4,Associate Frontend Engineer,IT Department,4,57603,20
252,2012,5,Associate Frontend Engineer,IT Department,4,59619,12
252,2013,6,Associate Frontend Engineer,IT Department,4,61637,20
252,2014,7,Frontend Engineer,IT Department,5,65212,15
252,2015,8,Frontend Engineer,IT Department,5,81332,0
252,2016,9,Frontend Engineer,IT Department,5,83356,0
252,2017,10,Frontend Engineer,IT Department,5,85382,15
252,2018,11,Frontend Engineer,IT Department,5,87410,3
252,2019,12,Frontend Engineer II,IT Department,6,90006,18
253,2011,1,Sr Manager,Administration Department,10,210564,18
253,2012,2,Sr Manager,Administration Department,10,214588,20
253,2013,3,Sr Manager,Administration Department,10,216603,14
253,2014,4,Sr Manager,Administration Department,10,218620,9
253,2015,5,Sr Manager,Administration Department,10,220639,17
253,2016,6,Sr Manager,Administration Department,10,222660,15
253,2017,7,Director,Administration Department,12,427658,9
253,2018,8,Director,Administration Department,12,443802,1
253,2019,9,Director,Administration Department,12,445829,4
254,2011,1,Associate Frontend Engineer,IT Department,4,49509,12
254,2012,2,Associate Frontend Engineer,IT Department,4,53533,2
254,2013,3,Associate Frontend Engineer,IT Department,4,55548,20
254,2014,4,Associate Frontend Engineer,IT Department,4,57565,9
254,2015,5,Associate Frontend Engineer,IT Department,4,59584,5
254,2016,6,Associate Frontend Engineer,IT Department,4,61605,17
254,2017,7,Frontend Engineer,IT Department,5,65162,19
254,2018,8,Frontend Engineer,IT Department,5,81306,5
254,2019,9,Frontend Engineer,IT Department,5,83333,15
255,2011,1,Associate Frontend Engineer,IT Department,4,49484,7
255,2012,2,Associate Frontend Engineer,IT Department,4,53508,16
255,2013,3,Associate Frontend Engineer,IT Department,4,55523,2
255,2014,4,Associate Frontend Engineer,IT Department,4,57540,19
255,2015,5,Associate Frontend Engineer,IT Department,4,59559,7
255,2016,6,Associate Frontend Engineer,IT Department,4,61580,3
255,2017,7,Frontend Engineer,IT Department,5,65137,16
255,2018,8,Frontend Engineer,IT Department,5,81281,10
255,2019,9,Frontend Engineer,IT Department,5,83308,12
256,2019,1,Assistant Manager,Administration Department,7,132293,5
257,2016,1,Frontend Engineer II,IT Department,6,89881,5
257,2017,2,Frontend Engineer II,IT Department,6,93915,9
257,2018,3,Frontend Engineer II,IT Department,6,95935,20
257,2019,4,Frontend Engineer II,IT Department,6,97957,13
258,2009,1,Data Analyst,Analytics Department,5,93304,9
258,2010,2,Data Analyst,Analytics Department,5,97324,1
258,2011,3,Data Analyst,Analytics Department,5,99337,18
258,2012,4,Data Analyst,Analytics Department,5,101352,13
258,2013,5,Data Analyst,Analytics Department,5,103369,12
258,2014,6,Data Analyst,Analytics Department,5,105388,11
258,2015,7,Data Analyst II,Analytics Department,6,120557,7
258,2016,8,Data Analyst II,Analytics Department,6,136685,18
258,2017,9,Data Analyst II,Analytics Department,6,138710,17
258,2018,10,Data Analyst II,Analytics Department,6,140737,11
258,2019,11,Data Analyst II,Analytics Department,6,142766,4
259,2014,1,Backend Engineer,IT Department,5,77728,18
259,2015,2,Backend Engineer,IT Department,5,81758,0
259,2016,3,Backend Engineer,IT Department,5,83776,3
259,2017,4,Backend Engineer,IT Department,5,85796,10
259,2018,5,Backend Engineer,IT Department,5,87818,15
259,2019,6,Backend Engineer,IT Department,5,89842,4
260,2010,1,Backend Engineer,IT Department,5,77753,9
260,2011,2,Backend Engineer,IT Department,5,81775,7
260,2012,3,Backend Engineer,IT Department,5,83789,0
260,2013,4,Backend Engineer,IT Department,5,85805,8
260,2014,5,Backend Engineer,IT Department,5,87823,4
260,2015,6,Backend Engineer,IT Department,5,89843,19
260,2016,7,Backend Engineer II,IT Department,6,97535,18
260,2017,8,Backend Engineer II,IT Department,6,113671,15
260,2018,9,Backend Engineer II,IT Department,6,115697,13
260,2019,10,Backend Engineer II,IT Department,6,117725,13
261,2011,1,Sr Backend Engineer,IT Department,7,127425,18
261,2012,2,Sr Backend Engineer,IT Department,7,131449,6
261,2013,3,Sr Backend Engineer,IT Department,7,133464,13
261,2014,4,Sr Backend Engineer,IT Department,7,135481,9
261,2015,5,Sr Backend Engineer,IT Department,7,137500,2
261,2016,6,Sr Backend Engineer,IT Department,7,139521,12
261,2017,7,Team Lead,IT Department,8,174899,1
261,2018,8,Team Lead,IT Department,8,191043,14
261,2019,9,Team Lead,IT Department,8,193070,16
262,2012,1,Sr Backend Engineer,IT Department,7,127450,4
262,2013,2,Sr Backend Engineer,IT Department,7,131476,20
262,2014,3,Sr Backend Engineer,IT Department,7,133492,2
262,2015,4,Sr Backend Engineer,IT Department,7,135510,3
262,2016,5,Sr Backend Engineer,IT Department,7,137530,14
262,2017,6,Sr Backend Engineer,IT Department,7,139552,10
262,2018,7,Team Lead,IT Department,8,174919,6
262,2019,8,Team Lead,IT Department,8,191071,18
263,2012,1,Data Analyst II,Analytics Department,6,120657,0
263,2013,2,Data Analyst II,Analytics Department,6,124683,12
263,2014,3,Data Analyst II,Analytics Department,6,126699,14
263,2015,4,Data Analyst II,Analytics Department,6,128717,14
263,2016,5,Data Analyst II,Analytics Department,6,130737,3
263,2017,6,Data Analyst II,Analytics Department,6,132759,5
263,2018,7,Data Scientist,Analytics Department,7,154424,12
263,2019,8,Data Scientist,Analytics Department,7,170576,16
264,2012,1,Data Analyst II,Analytics Department,6,120677,6
264,2013,2,Data Analyst II,Analytics Department,6,124703,13
264,2014,3,Data Analyst II,Analytics Department,6,126719,4
264,2015,4,Data Analyst II,Analytics Department,6,128737,4
264,2016,5,Data Analyst II,Analytics Department,6,130757,6
264,2017,6,Data Analyst II,Analytics Department,6,132779,7
264,2018,7,Data Scientist,Analytics Department,7,154444,10
264,2019,8,Data Scientist,Analytics Department,7,170596,9
265,2013,1,Associate Frontend Engineer,IT Department,4,49234,11
265,2014,2,Associate Frontend Engineer,IT Department,4,53262,13
265,2015,3,Associate Frontend Engineer,IT Department,4,55279,9
265,2016,4,Associate Frontend Engineer,IT Department,4,57298,11
265,2017,5,Associate Frontend Engineer,IT Department,4,59319,9
265,2018,6,Associate Frontend Engineer,IT Department,4,61342,18
265,2019,7,Frontend Engineer,IT Department,5,64887,17
266,2014,1,Backend Engineer,IT Department,5,77903,2
266,2015,2,Backend Engineer,IT Department,5,81933,20
266,2016,3,Backend Engineer,IT Department,5,83951,10
266,2017,4,Backend Engineer,IT Department,5,85971,16
266,2018,5,Backend Engineer,IT Department,5,87993,18
266,2019,6,Backend Engineer,IT Department,5,90017,11
267,2011,1,Backend Engineer,IT Department,5,77928,12
267,2012,2,Backend Engineer,IT Department,5,81952,16
267,2013,3,Backend Engineer,IT Department,5,83967,3
267,2014,4,Backend Engineer,IT Department,5,85984,11
267,2015,5,Backend Engineer,IT Department,5,88003,11
267,2016,6,Backend Engineer,IT Department,5,90024,11
267,2017,7,Backend Engineer II,IT Department,6,97710,15
267,2018,8,Backend Engineer II,IT Department,6,113854,2
267,2019,9,Backend Engineer II,IT Department,6,115881,19
268,2011,1,Associate Data Analyst,Analytics Department,4,70887,13
268,2012,2,Associate Data Analyst,Analytics Department,4,74911,14
268,2013,3,Associate Data Analyst,Analytics Department,4,76926,19
268,2014,4,Associate Data Analyst,Analytics Department,4,78943,18
268,2015,5,Associate Data Analyst,Analytics Department,4,80962,17
268,2016,6,Associate Data Analyst,Analytics Department,4,82983,16
268,2017,7,Data Analyst,Analytics Department,5,93504,3
268,2018,8,Data Analyst,Analytics Department,5,109648,2
268,2019,9,Data Analyst,Analytics Department,5,111675,3
269,2017,1,Frontend Engineer II,IT Department,6,89581,5
269,2018,2,Frontend Engineer II,IT Department,6,93617,17
269,2019,3,Frontend Engineer II,IT Department,6,95638,11
270,2013,1,Associate Data Analyst,Analytics Department,4,70937,8
270,2014,2,Associate Data Analyst,Analytics Department,4,74965,4
270,2015,3,Associate Data Analyst,Analytics Department,4,76982,20
270,2016,4,Associate Data Analyst,Analytics Department,4,79001,17
270,2017,5,Associate Data Analyst,Analytics Department,4,81022,10
270,2018,6,Associate Data Analyst,Analytics Department,4,83045,19
270,2019,7,Data Analyst,Analytics Department,5,93544,1
271,2011,1,Sr Backend Engineer,IT Department,7,127675,7
271,2012,2,Sr Backend Engineer,IT Department,7,131699,16
271,2013,3,Sr Backend Engineer,IT Department,7,133714,14
271,2014,4,Sr Backend Engineer,IT Department,7,135731,18
271,2015,5,Sr Backend Engineer,IT Department,7,137750,4
271,2016,6,Sr Backend Engineer,IT Department,7,139771,9
271,2017,7,Team Lead,IT Department,8,175099,4
271,2018,8,Team Lead,IT Department,8,191243,2
271,2019,9,Team Lead,IT Department,8,193270,3
272,2011,1,Data Analyst II,Analytics Department,6,120837,8
272,2012,2,Data Analyst II,Analytics Department,6,124861,1
272,2013,3,Data Analyst II,Analytics Department,6,126876,5
272,2014,4,Data Analyst II,Analytics Department,6,128893,4
272,2015,5,Data Analyst II,Analytics Department,6,130912,20
272,2016,6,Data Analyst II,Analytics Department,6,132933,7
272,2017,7,Data Scientist,Analytics Department,7,154604,9
272,2018,8,Data Scientist,Analytics Department,7,170748,6
272,2019,9,Data Scientist,Analytics Department,7,172775,8
273,2016,1,Associate Data Analyst,Analytics Department,4,71012,5
273,2017,2,Associate Data Analyst,Analytics Department,4,75046,18
273,2018,3,Associate Data Analyst,Analytics Department,4,77066,0
273,2019,4,Associate Data Analyst,Analytics Department,4,79088,15
274,2011,1,Associate Data Analyst,Analytics Department,4,71007,12
274,2012,2,Associate Data Analyst,Analytics Department,4,75031,16
274,2013,3,Associate Data Analyst,Analytics Department,4,77046,13
274,2014,4,Associate Data Analyst,Analytics Department,4,79063,12
274,2015,5,Associate Data Analyst,Analytics Department,4,81082,9
274,2016,6,Associate Data Analyst,Analytics Department,4,83103,20
274,2017,7,Data Analyst,Analytics Department,5,93624,9
274,2018,8,Data Analyst,Analytics Department,5,109768,11
274,2019,9,Data Analyst,Analytics Department,5,111795,9
275,2010,1,Assistant Manager,Administration Department,7,132673,18
275,2011,2,Assistant Manager,Administration Department,7,136695,14
275,2012,3,Assistant Manager,Administration Department,7,138709,8
275,2013,4,Assistant Manager,Administration Department,7,140725,13
275,2014,5,Assistant Manager,Administration Department,7,142743,3
275,2015,6,Assistant Manager,Administration Department,7,144763,1
275,2016,7,Manager,Administration Department,9,163110,13
275,2017,8,Manager,Administration Department,9,179246,13
275,2018,9,Manager,Administration Department,9,181272,20
275,2019,10,Manager,Administration Department,9,183300,15
276,2016,1,Sr Backend Engineer,IT Department,7,127800,13
276,2017,2,Sr Backend Engineer,IT Department,7,131834,20
276,2018,3,Sr Backend Engineer,IT Department,7,133854,18
276,2019,4,Sr Backend Engineer,IT Department,7,135876,12
277,2009,1,Associate Data Analyst,Analytics Department,4,71057,2
277,2010,2,Associate Data Analyst,Analytics Department,4,75077,16
277,2011,3,Associate Data Analyst,Analytics Department,4,77090,5
277,2012,4,Associate Data Analyst,Analytics Department,4,79105,17
277,2013,5,Associate Data Analyst,Analytics Department,4,81122,14
277,2014,6,Associate Data Analyst,Analytics Department,4,83141,13
277,2015,7,Data Analyst,Analytics Department,5,93684,16
277,2016,8,Data Analyst,Analytics Department,5,109812,17
277,2017,9,Data Analyst,Analytics Department,5,111837,17
277,2018,10,Data Analyst,Analytics Department,5,113864,17
277,2019,11,Data Analyst,Analytics Department,5,115893,5
278,2012,1,Data Analyst II,Analytics Department,6,120957,10
278,2013,2,Data Analyst II,Analytics Department,6,124983,11
278,2014,3,Data Analyst II,Analytics Department,6,126999,19
278,2015,4,Data Analyst II,Analytics Department,6,129017,4
278,2016,5,Data Analyst II,Analytics Department,6,131037,7
278,2017,6,Data Analyst II,Analytics Department,6,133059,10
278,2018,7,Data Scientist,Analytics Department,7,154724,9
278,2019,8,Data Scientist,Analytics Department,7,170876,12
279,2011,1,Backend Engineer,IT Department,5,78228,18
279,2012,2,Backend Engineer,IT Department,5,82252,8
279,2013,3,Backend Engineer,IT Department,5,84267,10
279,2014,4,Backend Engineer,IT Department,5,86284,11
279,2015,5,Backend Engineer,IT Department,5,88303,0
279,2016,6,Backend Engineer,IT Department,5,90324,15
279,2017,7,Backend Engineer II,IT Department,6,98010,18
279,2018,8,Backend Engineer II,IT Department,6,114154,17
279,2019,9,Backend Engineer II,IT Department,6,116181,7
280,2014,1,Associate Frontend Engineer,IT Department,4,48859,11
280,2015,2,Associate Frontend Engineer,IT Department,4,52889,13
280,2016,3,Associate Frontend Engineer,IT Department,4,54907,6
280,2017,4,Associate Frontend Engineer,IT Department,4,56927,20
280,2018,5,Associate Frontend Engineer,IT Department,4,58949,10
280,2019,6,Associate Frontend Engineer,IT Department,4,60973,15
281,2006,1,Backend Engineer,IT Department,5,78278,16
281,2007,2,Backend Engineer,IT Department,5,82292,20
281,2008,3,Backend Engineer,IT Department,5,84302,13
281,2009,4,Backend Engineer,IT Department,5,86314,4
281,2010,5,Backend Engineer,IT Department,5,88328,13
281,2011,6,Backend Engineer,IT Department,5,90344,17
281,2012,7,Backend Engineer II,IT Department,6,98060,9
281,2013,8,Backend Engineer II,IT Department,6,114164,4
281,2014,9,Backend Engineer II,IT Department,6,116186,7
281,2015,10,Backend Engineer II,IT Department,6,118210,0
281,2016,11,Backend Engineer II,IT Department,6,120236,0
281,2017,12,Sr Backend Engineer,IT Department,7,127925,14
281,2018,13,Sr Backend Engineer,IT Department,7,154159,14
281,2019,14,Sr Backend Engineer,IT Department,7,156191,5
282,2007,1,Associate Frontend Engineer,IT Department,4,48809,2
282,2008,2,Associate Frontend Engineer,IT Department,4,52825,9
282,2009,3,Associate Frontend Engineer,IT Department,4,54836,9
282,2010,4,Associate Frontend Engineer,IT Department,4,56849,17
282,2011,5,Associate Frontend Engineer,IT Department,4,58864,20
282,2012,6,Associate Frontend Engineer,IT Department,4,60881,16
282,2013,7,Frontend Engineer,IT Department,5,64462,1
282,2014,8,Frontend Engineer,IT Department,5,80574,4
282,2015,9,Frontend Engineer,IT Department,5,82597,19
282,2016,10,Frontend Engineer,IT Department,5,84622,12
282,2017,11,Frontend Engineer,IT Department,5,86649,0
282,2018,12,Frontend Engineer II,IT Department,6,89256,17
282,2019,13,Frontend Engineer II,IT Department,6,115503,1
283,2010,1,Associate Frontend Engineer,IT Department,4,48784,12
283,2011,2,Associate Frontend Engineer,IT Department,4,52806,6
283,2012,3,Associate Frontend Engineer,IT Department,4,54820,17
283,2013,4,Associate Frontend Engineer,IT Department,4,56836,11
283,2014,5,Associate Frontend Engineer,IT Department,4,58854,18
283,2015,6,Associate Frontend Engineer,IT Department,4,60874,11
283,2016,7,Frontend Engineer,IT Department,5,64437,10
283,2017,8,Frontend Engineer,IT Department,5,80573,14
283,2018,9,Frontend Engineer,IT Department,5,82599,11
283,2019,10,Frontend Engineer,IT Department,5,84627,20
284,2016,1,Sr Backend Engineer,IT Department,7,128000,2
284,2017,2,Sr Backend Engineer,IT Department,7,132034,4
284,2018,3,Sr Backend Engineer,IT Department,7,134054,17
284,2019,4,Sr Backend Engineer,IT Department,7,136076,6
285,2015,1,Backend Engineer,IT Department,5,78378,1
285,2016,2,Backend Engineer,IT Department,5,82410,0
285,2017,3,Backend Engineer,IT Department,5,84429,8
285,2018,4,Backend Engineer,IT Department,5,86450,15
285,2019,5,Backend Engineer,IT Department,5,88473,11
286,2016,1,Data Analyst II,Analytics Department,6,121117,9
286,2017,2,Data Analyst II,Analytics Department,6,125151,1
286,2018,3,Data Analyst II,Analytics Department,6,127171,9
286,2019,4,Data Analyst II,Analytics Department,6,129193,4
287,2008,1,Associate Frontend Engineer,IT Department,4,48684,9
287,2009,2,Associate Frontend Engineer,IT Department,4,52702,3
287,2010,3,Associate Frontend Engineer,IT Department,4,54714,4
287,2011,4,Associate Frontend Engineer,IT Department,4,56728,5
287,2012,5,Associate Frontend Engineer,IT Department,4,58744,6
287,2013,6,Associate Frontend Engineer,IT Department,4,60762,18
287,2014,7,Frontend Engineer,IT Department,5,64337,19
287,2015,8,Frontend Engineer,IT Department,5,80457,14
287,2016,9,Frontend Engineer,IT Department,5,82481,12
287,2017,10,Frontend Engineer,IT Department,5,84507,17
287,2018,11,Frontend Engineer,IT Department,5,86535,3
287,2019,12,Frontend Engineer II,IT Department,6,89131,13
288,2012,1,Backend Engineer,IT Department,5,78453,8
288,2013,2,Backend Engineer,IT Department,5,82479,19
288,2014,3,Backend Engineer,IT Department,5,84495,15
288,2015,4,Backend Engineer,IT Department,5,86513,19
288,2016,5,Backend Engineer,IT Department,5,88533,3
288,2017,6,Backend Engineer,IT Department,5,90555,17
288,2018,7,Backend Engineer II,IT Department,6,98235,20
288,2019,8,Backend Engineer II,IT Department,6,114387,13
289,2014,1,Associate Data Analyst,Analytics Department,4,71322,6
289,2015,2,Associate Data Analyst,Analytics Department,4,75352,19
289,2016,3,Associate Data Analyst,Analytics Department,4,77370,17
289,2017,4,Associate Data Analyst,Analytics Department,4,79390,14
289,2018,5,Associate Data Analyst,Analytics Department,4,81412,15
289,2019,6,Associate Data Analyst,Analytics Department,4,83436,4
290,2012,1,Associate Frontend Engineer,IT Department,4,48609,16
290,2013,2,Associate Frontend Engineer,IT Department,4,52635,13
290,2014,3,Associate Frontend Engineer,IT Department,4,54651,19
290,2015,4,Associate Frontend Engineer,IT Department,4,56669,20
290,2016,5,Associate Frontend Engineer,IT Department,4,58689,3
290,2017,6,Associate Frontend Engineer,IT Department,4,60711,5
290,2018,7,Frontend Engineer,IT Department,5,64262,13
290,2019,8,Frontend Engineer,IT Department,5,80414,0
291,2008,1,Assistant Manager,Administration Department,7,132993,15
291,2009,2,Assistant Manager,Administration Department,7,137011,16
291,2010,3,Assistant Manager,Administration Department,7,139023,16
291,2011,4,Assistant Manager,Administration Department,7,141037,2
291,2012,5,Assistant Manager,Administration Department,7,143053,15
291,2013,6,Assistant Manager,Administration Department,7,145071,14
291,2014,7,Manager,Administration Department,9,163430,19
291,2015,8,Manager,Administration Department,9,179550,10
291,2016,9,Manager,Administration Department,9,181574,20
291,2017,10,Manager,Administration Department,9,183600,8
291,2018,11,Manager,Administration Department,9,185628,5
291,2019,12,Sr Manager,Administration Department,10,211324,11
292,2011,1,Sr Backend Engineer,IT Department,7,128200,10
292,2012,2,Sr Backend Engineer,IT Department,7,132224,5
292,2013,3,Sr Backend Engineer,IT Department,7,134239,16
292,2014,4,Sr Backend Engineer,IT Department,7,136256,20
292,2015,5,Sr Backend Engineer,IT Department,7,138275,8
292,2016,6,Sr Backend Engineer,IT Department,7,140296,0
292,2017,7,Team Lead,IT Department,8,175519,17
292,2018,8,Team Lead,IT Department,8,191663,14
292,2019,9,Team Lead,IT Department,8,193690,18
293,2011,1,Backend Engineer,IT Department,5,78578,3
293,2012,2,Backend Engineer,IT Department,5,82602,3
293,2013,3,Backend Engineer,IT Department,5,84617,12
293,2014,4,Backend Engineer,IT Department,5,86634,17
293,2015,5,Backend Engineer,IT Department,5,88653,2
293,2016,6,Backend Engineer,IT Department,5,90674,18
293,2017,7,Backend Engineer II,IT Department,6,98360,17
293,2018,8,Backend Engineer II,IT Department,6,114504,12
293,2019,9,Backend Engineer II,IT Department,6,116531,7
294,2009,1,Data Analyst,Analytics Department,5,94024,14
294,2010,2,Data Analyst,Analytics Department,5,98044,4
294,2011,3,Data Analyst,Analytics Department,5,100057,4
294,2012,4,Data Analyst,Analytics Department,5,102072,13
294,2013,5,Data Analyst,Analytics Department,5,104089,12
294,2014,6,Data Analyst,Analytics Department,5,106108,11
294,2015,7,Data Analyst II,Analytics Department,6,121277,13
294,2016,8,Data Analyst II,Analytics Department,6,137405,20
294,2017,9,Data Analyst II,Analytics Department,6,139430,5
294,2018,10,Data Analyst II,Analytics Department,6,141457,17
294,2019,11,Data Analyst II,Analytics Department,6,143486,16
295,2012,1,Sr Backend Engineer,IT Department,7,128275,17
295,2013,2,Sr Backend Engineer,IT Department,7,132301,6
295,2014,3,Sr Backend Engineer,IT Department,7,134317,11
295,2015,4,Sr Backend Engineer,IT Department,7,136335,2
295,2016,5,Sr Backend Engineer,IT Department,7,138355,15
295,2017,6,Sr Backend Engineer,IT Department,7,140377,1
295,2018,7,Team Lead,IT Department,8,175579,9
295,2019,8,Team Lead,IT Department,8,191731,1
296,2013,1,Associate Data Analyst,Analytics Department,4,71457,18
296,2014,2,Associate Data Analyst,Analytics Department,4,75485,13
296,2015,3,Associate Data Analyst,Analytics Department,4,77502,9
296,2016,4,Associate Data Analyst,Analytics Department,4,79521,20
296,2017,5,Associate Data Analyst,Analytics Department,4,81542,0
296,2018,6,Associate Data Analyst,Analytics Department,4,83565,8
296,2019,7,Data Analyst,Analytics Department,5,94064,6
297,2015,1,Frontend Engineer II,IT Department,6,88881,14
297,2016,2,Frontend Engineer II,IT Department,6,92913,18
297,2017,3,Frontend Engineer II,IT Department,6,94932,13
297,2018,4,Frontend Engineer II,IT Department,6,96953,17
297,2019,5,Frontend Engineer II,IT Department,6,98976,0
298,2009,1,Associate Data Analyst,Analytics Department,4,71477,1
298,2010,2,Associate Data Analyst,Analytics Department,4,75497,1
298,2011,3,Associate Data Analyst,Analytics Department,4,77510,3
298,2012,4,Associate Data Analyst,Analytics Department,4,79525,10
298,2013,5,Associate Data Analyst,Analytics Department,4,81542,14
298,2014,6,Associate Data Analyst,Analytics Department,4,83561,12
298,2015,7,Data Analyst,Analytics Department,5,94104,6
298,2016,8,Data Analyst,Analytics Department,5,110232,13
298,2017,9,Data Analyst,Analytics Department,5,112257,9
298,2018,10,Data Analyst,Analytics Department,5,114284,13
298,2019,11,Data Analyst,Analytics Department,5,116313,15
299,2014,1,Associate Data Analyst,Analytics Department,4,71522,1
299,2015,2,Associate Data Analyst,Analytics Department,4,75552,18
299,2016,3,Associate Data Analyst,Analytics Department,4,77570,9
299,2017,4,Associate Data Analyst,Analytics Department,4,79590,2
299,2018,5,Associate Data Analyst,Analytics Department,4,81612,3
299,2019,6,Associate Data Analyst,Analytics Department,4,83636,9
300,2017,1,Data Analyst II,Analytics Department,6,121397,2
300,2018,2,Data Analyst II,Analytics Department,6,125433,12
300,2019,3,Data Analyst II,Analytics Department,6,127454,3
301,2010,1,Associate Data Analyst,Analytics Department,4,71542,0
301,2011,2,Associate Data Analyst,Analytics Department,4,75564,18
301,2012,3,Associate Data Analyst,Analytics Department,4,77578,11
301,2013,4,Associate Data Analyst,Analytics Department,4,79594,16
301,2014,5,Associate Data Analyst,Analytics Department,4,81612,15
