id,job_title,department,p_start,start_month,p_end,end_month,grade,start_salary
227,Associate Backend Engineer,IT Department,2013,9,2019,10,4,68447
227,Backend Engineer,IT Department,2019,10,-99,-99,5,76928
228,Frontend Engineer II,IT Department,2010,3,2016,1,6,90606
228,Sr Frontend Engineer,IT Department,2016,1,-99,-99,7,114482
229,Associate Manager,Administration Department,2007,4,2013,5,7,104476
229,Assistant Manager,Administration Department,2013,5,2018,9,8,119474
229,Manager,Administration Department,2018,9,-99,-99,9,163166
230,Backend Engineer II,IT Department,2010,11,2016,7,6,96785
230,Sr Backend Engineer,IT Department,2016,7,-99,-99,7,126650
231,Associate Data Analyst,Analytics Department,2007,10,2013,3,4,70127
231,Data Analyst,Analytics Department,2013,3,2018,12,5,92764
231,Data Analyst II,Analytics Department,2018,12,-99,-99,6,120017
232,Associate Backend Engineer,IT Department,2011,3,2017,6,4,68566
232,Backend Engineer,IT Department,2017,6,-99,-99,5,77053
233,Associate Data Analyst,Analytics Department,2009,3,2015,6,4,70177
233,Data Analyst,Analytics Department,2015,6,-99,-99,5,92804
234,Frontend Engineer II,IT Department,2017,7,-99,-99,6,90456
235,Backend Engineer II,IT Department,2016,10,-99,-99,6,96910
236,Associate Backend Engineer,IT Department,2007,6,2013,8,4,68654
236,Backend Engineer,IT Department,2013,8,2018,4,5,77153
236,Backend Engineer II,IT Department,2018,4,-99,-99,6,96935
237,Backend Engineer II,IT Department,2016,5,-99,-99,6,96960
238,Data Analyst II,Analytics Department,2011,11,2017,12,6,120157
238,Data Scientist,Analytics Department,2017,12,-99,-99,7,153924
239,Frontend Engineer II,IT Department,2015,1,-99,-99,6,90331
240,Associate Data Analyst,Analytics Department,2014,3,-99,-99,4,70342
241,Data Analyst II,Analytics Department,2010,4,2016,12,6,120217
241,Data Scientist,Analytics Department,2016,12,-99,-99,7,153984
242,Backend Engineer II,IT Department,2011,1,2017,10,6,97085
242,Sr Backend Engineer,IT Department,2017,10,-99,-99,7,126950
243,Associate Manager,Administration Department,2009,6,2015,5,7,104978
243,Assistant Manager,Administration Department,2015,5,-99,-99,8,119754
244,Data Analyst II,Analytics Department,2015,11,-99,-99,6,120277
245,Data Analyst II,Analytics Department,2011,3,2017,12,6,120297
245,Data Scientist,Analytics Department,2017,12,-99,-99,7,154064
246,Data Analyst II,Analytics Department,2011,7,2017,9,6,120317
246,Data Scientist,Analytics Department,2017,9,-99,-99,7,154084
247,Manager,Administration Department,2016,8,-99,-99,9,163526
248,Data Analyst II,Analytics Department,2012,3,2018,3,6,120357
248,Data Scientist,Analytics Department,2018,3,-99,-99,7,154124
249,Data Analyst II,Analytics Department,2012,6,2018,7,6,120377
249,Data Scientist,Analytics Department,2018,7,-99,-99,7,154144
250,Backend Engineer II,IT Department,2017,9,-99,-99,6,97285
251,Data Analyst II,Analytics Department,2012,9,2018,3,6,120417
251,Data Scientist,Analytics Department,2018,3,-99,-99,7,154184
252,Associate Frontend Engineer,IT Department,2008,10,2014,1,4,55583
252,Frontend Engineer,IT Department,2014,1,2019,4,5,65212
252,Frontend Engineer II,IT Department,2019,4,-99,-99,6,90006
253,Manager,Administration Department,2011,12,2017,7,9,163646
253,Sr Manager,Administration Department,2017,7,-99,-99,10,212975
254,Associate Frontend Engineer,IT Department,2011,8,2017,8,4,55542
254,Frontend Engineer,IT Department,2017,8,-99,-99,5,65162
255,Associate Frontend Engineer,IT Department,2011,9,2017,2,4,55517
255,Frontend Engineer,IT Department,2017,2,-99,-99,5,65137
256,Associate Manager,Administration Department,2019,7,-99,-99,7,105493
257,Frontend Engineer II,IT Department,2016,7,-99,-99,6,89881
258,Data Analyst,Analytics Department,2009,3,2015,6,5,93304
258,Data Analyst II,Analytics Department,2015,6,-99,-99,6,120557
259,Associate Backend Engineer,IT Department,2014,12,-99,-99,4,69250
260,Associate Backend Engineer,IT Department,2010,4,2016,1,4,69263
260,Backend Engineer,IT Department,2016,1,-99,-99,5,77753
261,Backend Engineer II,IT Department,2011,8,2017,6,6,97560
261,Sr Backend Engineer,IT Department,2017,6,-99,-99,7,127425
262,Backend Engineer II,IT Department,2012,1,2018,4,6,97585
262,Sr Backend Engineer,IT Department,2018,4,-99,-99,7,127450
263,Data Analyst II,Analytics Department,2012,9,2018,1,6,120657
263,Data Scientist,Analytics Department,2018,1,-99,-99,7,154424
264,Data Analyst II,Analytics Department,2012,6,2018,4,6,120677
264,Data Scientist,Analytics Department,2018,4,-99,-99,7,154444
265,Associate Frontend Engineer,IT Department,2013,12,2019,7,4,55273
265,Frontend Engineer,IT Department,2019,7,-99,-99,5,64887
266,Associate Backend Engineer,IT Department,2014,12,-99,-99,4,69425
267,Associate Backend Engineer,IT Department,2011,2,2017,2,4,69441
267,Backend Engineer,IT Department,2017,2,-99,-99,5,77928
268,Associate Data Analyst,Analytics Department,2011,6,2017,6,4,70887
268,Data Analyst,Analytics Department,2017,6,-99,-99,5,93504
269,Frontend Engineer II,IT Department,2017,10,-99,-99,6,89581
270,Associate Data Analyst,Analytics Department,2013,7,2019,10,4,70937
270,Data Analyst,Analytics Department,2019,10,-99,-99,5,93544
271,Backend Engineer II,IT Department,2011,7,2017,1,6,97810
271,Sr Backend Engineer,IT Department,2017,1,-99,-99,7,127675
272,Data Analyst II,Analytics Department,2011,5,2017,9,6,120837
272,Data Scientist,Analytics Department,2017,9,-99,-99,7,154604
273,Associate Data Analyst,Analytics Department,2016,5,-99,-99,4,71012
274,Associate Data Analyst,Analytics Department,2011,12,2017,11,4,71007
274,Data Analyst,Analytics Department,2017,11,-99,-99,5,93624
275,Associate Manager,Administration Department,2010,9,2016,6,7,106104
275,Assistant Manager,Administration Department,2016,6,-99,-99,8,120394
276,Backend Engineer II,IT Department,2016,8,-99,-99,6,97935
277,Associate Data Analyst,Analytics Department,2009,7,2015,10,4,71057
277,Data Analyst,Analytics Department,2015,10,-99,-99,5,93684
278,Data Analyst II,Analytics Department,2012,7,2018,8,6,120957
278,Data Scientist,Analytics Department,2018,8,-99,-99,7,154724
279,Associate Backend Engineer,IT Department,2011,11,2017,9,4,69741
279,Backend Engineer,IT Department,2017,9,-99,-99,5,78228
280,Associate Frontend Engineer,IT Department,2014,4,-99,-99,4,54901
281,Associate Backend Engineer,IT Department,2006,8,2012,10,4,69776
281,Backend Engineer,IT Department,2012,10,2017,5,5,78278
281,Backend Engineer II,IT Department,2017,5,-99,-99,6,98060
282,Associate Frontend Engineer,IT Department,2007,12,2013,11,4,54830
282,Frontend Engineer,IT Department,2013,11,2018,3,5,64462
282,Frontend Engineer II,IT Department,2018,3,-99,-99,6,89256
283,Associate Frontend Engineer,IT Department,2010,4,2016,7,4,54814
283,Frontend Engineer,IT Department,2016,7,-99,-99,5,64437
284,Backend Engineer II,IT Department,2016,6,-99,-99,6,98135
285,Associate Backend Engineer,IT Department,2015,1,-99,-99,4,69903
286,Data Analyst II,Analytics Department,2016,5,-99,-99,6,121117
287,Associate Frontend Engineer,IT Department,2008,9,2014,10,4,54708
287,Frontend Engineer,IT Department,2014,10,2019,5,5,64337
287,Frontend Engineer II,IT Department,2019,5,-99,-99,6,89131
288,Associate Backend Engineer,IT Department,2012,8,2018,10,4,69969
288,Backend Engineer,IT Department,2018,10,-99,-99,5,78453
289,Associate Data Analyst,Analytics Department,2014,6,-99,-99,4,71322
290,Associate Frontend Engineer,IT Department,2012,5,2018,1,4,54645
290,Frontend Engineer,IT Department,2018,1,-99,-99,5,64262
291,Associate Manager,Administration Department,2008,5,2014,12,7,106652
291,Assistant Manager,Administration Department,2014,12,2019,11,8,120714
291,Manager,Administration Department,2019,11,-99,-99,9,164406
292,Backend Engineer II,IT Department,2011,11,2017,4,6,98335
292,Sr Backend Engineer,IT Department,2017,4,-99,-99,7,128200
293,Associate Backend Engineer,IT Department,2011,8,2017,12,4,70091
293,Backend Engineer,IT Department,2017,12,-99,-99,5,78578
294,Data Analyst,Analytics Department,2009,12,2015,8,5,94024
294,Data Analyst II,Analytics Department,2015,8,-99,-99,6,121277
295,Backend Engineer II,IT Department,2012,4,2018,10,6,98410
295,Sr Backend Engineer,IT Department,2018,10,-99,-99,7,128275
296,Associate Data Analyst,Analytics Department,2013,5,2019,2,4,71457
296,Data Analyst,Analytics Department,2019,2,-99,-99,5,94064
297,Frontend Engineer II,IT Department,2015,2,-99,-99,6,88881
298,Associate Data Analyst,Analytics Department,2009,7,2015,12,4,71477
298,Data Analyst,Analytics Department,2015,12,-99,-99,5,94104
299,Associate Data Analyst,Analytics Department,2014,12,-99,-99,4,71522
300,Data Analyst II,Analytics Department,2017,4,-99,-99,6,121397
301,Associate Data Analyst,Analytics Department,2010,12,2016,4,4,71542
301,Data Analyst,Analytics Department,2016,4,-99,-99,5,94164
302,Associate Backend Engineer,IT Department,2015,3,-99,-99,4,70328
303,Manager,Administration Department,2014,12,-99,-99,9,164646
304,Associate Data Analyst,Analytics Department,2009,11,2015,9,4,71597
304,Data Analyst,Analytics Department,2015,9,-99,-99,5,94224
305,Data Analyst,Analytics Department,2009,12,2015,1,5,94244
305,Data Analyst II,Analytics Department,2015,1,-99,-99,6,121497
306,Frontend Engineer II,IT Department,2015,9,-99,-99,6,88656
307,Associate Data Analyst,Analytics Department,2009,4,2015,5,4,71657
307,Data Analyst,Analytics Department,2015,5,-99,-99,5,94284
308,Frontend Engineer II,IT Department,2017,1,-99,-99,6,88606
309,Backend Engineer II,IT Department,2010,12,2016,3,6,98760
309,Sr Backend Engineer,IT Department,2016,3,-99,-99,7,128625
310,Associate Backend Engineer,IT Department,2009,12,2015,9,4,70510
310,Backend Engineer,IT Department,2015,9,-99,-99,5,79003
311,Associate Manager,Administration Department,2014,11,-99,-99,7,107388
312,Associate Data Analyst,Analytics Department,2009,6,2015,12,4,71757
312,Data Analyst,Analytics Department,2015,12,-99,-99,5,94384
313,Data Analyst,Analytics Department,2009,9,2015,2,5,94404
313,Data Analyst II,Analytics Department,2015,2,-99,-99,6,121657
314,Data Analyst II,Analytics Department,2011,6,2017,10,6,121677
314,Data Scientist,Analytics Department,2017,10,-99,-99,7,155444
315,Associate Frontend Engineer,IT Department,2010,7,2016,6,4,54014
315,Frontend Engineer,IT Department,2016,6,-99,-99,5,63637
316,Backend Engineer II,IT Department,2011,7,2017,9,6,98935
316,Sr Backend Engineer,IT Department,2017,9,-99,-99,7,128800
317,Associate Data Analyst,Analytics Department,2011,6,2017,6,4,71867
317,Data Analyst,Analytics Department,2017,6,-99,-99,5,94484
318,Data Analyst II,Analytics Department,2010,5,2016,4,6,121757
318,Data Scientist,Analytics Department,2016,4,-99,-99,7,155524
319,Backend Engineer II,IT Department,2011,3,2017,9,6,99010
319,Sr Backend Engineer,IT Department,2017,9,-99,-99,7,128875
320,Associate Backend Engineer,IT Department,2009,1,2015,10,4,70760
320,Backend Engineer,IT Department,2015,10,-99,-99,5,79253
321,Data Analyst II,Analytics Department,2016,8,-99,-99,6,121817
322,Backend Engineer II,IT Department,2011,8,2017,12,6,99085
322,Sr Backend Engineer,IT Department,2017,12,-99,-99,7,128950
323,Associate Backend Engineer,IT Department,2012,5,2018,8,4,70844
323,Backend Engineer,IT Department,2018,8,-99,-99,5,79328
324,Associate Backend Engineer,IT Department,2015,8,-99,-99,4,70878
325,Associate Data Analyst,Analytics Department,2009,5,2015,3,4,72017
325,Data Analyst,Analytics Department,2015,3,-99,-99,5,94644
326,Backend Engineer II,IT Department,2010,2,2016,10,6,99185
326,Sr Backend Engineer,IT Department,2016,10,-99,-99,7,129050
327,Associate Data Analyst,Analytics Department,2005,9,2011,7,4,72037
327,Data Analyst,Analytics Department,2011,7,2016,3,5,94684
327,Data Analyst II,Analytics Department,2016,3,-99,-99,6,121937
328,Backend Engineer II,IT Department,2010,8,2016,3,6,99235
328,Sr Backend Engineer,IT Department,2016,3,-99,-99,7,129100
329,Associate Data Analyst,Analytics Department,2009,11,2015,12,4,72097
329,Data Analyst,Analytics Department,2015,12,-99,-99,5,94724
330,Associate Data Analyst,Analytics Department,2014,4,-99,-99,4,72142
331,Associate Data Analyst,Analytics Department,2007,9,2013,9,4,72127
331,Data Analyst,Analytics Department,2013,9,2018,10,5,94764
331,Data Analyst II,Analytics Department,2018,10,-99,-99,6,122017
332,Associate Backend Engineer,IT Department,2014,12,-99,-99,4,71075
333,Frontend Engineer II,IT Department,2017,9,-99,-99,6,87981
334,Data Analyst II,Analytics Department,2015,9,-99,-99,6,122077
335,Backend Engineer II,IT Department,2011,5,2017,5,6,99410
335,Sr Backend Engineer,IT Department,2017,5,-99,-99,7,129275
336,Associate Frontend Engineer,IT Department,2012,5,2018,4,4,53495
336,Frontend Engineer,IT Department,2018,4,-99,-99,5,63112
337,Data Analyst II,Analytics Department,2012,5,2018,9,6,122137
337,Data Scientist,Analytics Department,2018,9,-99,-99,7,155904
338,Associate Data Analyst,Analytics Department,2015,5,-99,-99,4,72307
339,Associate Backend Engineer,IT Department,2006,2,2012,6,4,71226
339,Backend Engineer,IT Department,2012,6,2017,12,5,79728
339,Backend Engineer II,IT Department,2017,12,-99,-99,6,99510
340,Frontend Engineer,IT Department,2009,4,2015,8,5,63012
340,Frontend Engineer II,IT Department,2015,8,-99,-99,6,87806
341,Manager,Administration Department,2012,10,2018,11,9,165406
341,Sr Manager,Administration Department,2018,11,-99,-99,10,214735
342,Backend Engineer II,IT Department,2014,6,-99,-99,6,99585
343,Associate Frontend Engineer,IT Department,2012,2,2018,2,4,53320
343,Frontend Engineer,IT Department,2018,2,-99,-99,5,62937
344,Frontend Engineer II,IT Department,2011,12,2017,1,6,87706
344,Sr Frontend Engineer,IT Department,2017,1,-99,-99,7,111582
345,Backend Engineer II,IT Department,2017,4,-99,-99,6,99660
346,Associate Backend Engineer,IT Department,2011,9,2017,1,4,71416
346,Backend Engineer,IT Department,2017,1,-99,-99,5,79903
347,Associate Data Analyst,Analytics Department,2009,11,2015,8,4,72457
347,Data Analyst,Analytics Department,2015,8,-99,-99,5,95084
348,Data Analyst II,Analytics Department,2015,7,-99,-99,6,122357
349,Data Analyst II,Analytics Department,2017,2,-99,-99,6,122377
350,Associate Backend Engineer,IT Department,2009,2,2015,1,4,71510
350,Backend Engineer,IT Department,2015,1,-99,-99,5,80003
351,Associate Backend Engineer,IT Department,2008,1,2014,2,4,71532
351,Backend Engineer,IT Department,2014,2,2019,7,5,80028
351,Backend Engineer II,IT Department,2019,7,-99,-99,6,99810
352,Backend Engineer II,IT Department,2016,4,-99,-99,6,99835
353,Backend Engineer II,IT Department,2011,10,2017,12,6,99860
353,Sr Backend Engineer,IT Department,2017,12,-99,-99,7,129725
354,Associate Frontend Engineer,IT Department,2014,12,-99,-99,4,53051
355,Data Analyst II,Analytics Department,2010,3,2016,5,6,122497
355,Data Scientist,Analytics Department,2016,5,-99,-99,7,156264
356,Data Analyst II,Analytics Department,2017,4,-99,-99,6,122517
357,Backend Engineer,IT Department,2009,7,2015,7,5,80178
357,Backend Engineer II,IT Department,2015,7,-99,-99,6,99960
358,Associate Data Analyst,Analytics Department,2007,5,2013,2,4,72667
358,Data Analyst,Analytics Department,2013,2,2018,8,5,95304
358,Data Analyst II,Analytics Department,2018,8,-99,-99,6,122557
359,Associate Backend Engineer,IT Department,2007,1,2013,2,4,71729
359,Backend Engineer,IT Department,2013,2,2018,8,5,80228
359,Backend Engineer II,IT Department,2018,8,-99,-99,6,100010
360,Backend Engineer,IT Department,2008,4,2014,7,5,80253
360,Backend Engineer II,IT Department,2014,7,2019,11,6,100035
360,Sr Backend Engineer,IT Department,2019,11,-99,-99,7,129900
361,Frontend Engineer II,IT Department,2015,12,-99,-99,6,87281
362,Associate Data Analyst,Analytics Department,2012,11,2018,7,4,72772
362,Data Analyst,Analytics Department,2018,7,-99,-99,5,95384
363,Associate Data Analyst,Analytics Department,2006,9,2012,4,4,72762
363,Data Analyst,Analytics Department,2012,4,2017,4,5,95404
363,Data Analyst II,Analytics Department,2017,4,-99,-99,6,122657
364,Associate Backend Engineer,IT Department,2013,9,2019,2,4,71872
364,Backend Engineer,IT Department,2019,2,-99,-99,5,80353
365,Backend Engineer II,IT Department,2016,11,-99,-99,6,100160
366,Data Analyst II,Analytics Department,2017,8,-99,-99,6,122717
367,Associate Frontend Engineer,IT Department,2017,5,-99,-99,4,52735
368,Backend Engineer II,IT Department,2016,8,-99,-99,6,100235
369,Backend Engineer II,IT Department,2017,12,-99,-99,6,100260
370,Associate Data Analyst,Analytics Department,2009,9,2015,4,4,72917
370,Data Analyst,Analytics Department,2015,4,-99,-99,5,95544
371,Associate Data Analyst,Analytics Department,2014,3,-99,-99,4,72962
372,Backend Engineer II,IT Department,2015,7,-99,-99,6,100335
373,Backend Engineer II,IT Department,2017,4,-99,-99,6,100360
374,Data Analyst II,Analytics Department,2017,4,-99,-99,6,122877
375,Data Analyst II,Analytics Department,2017,4,-99,-99,6,122897
376,Associate Backend Engineer,IT Department,2011,1,2017,11,4,72166
376,Backend Engineer,IT Department,2017,11,-99,-99,5,80653
377,Data Analyst II,Analytics Department,2012,10,2018,1,6,122937
377,Data Scientist,Analytics Department,2018,1,-99,-99,7,156704
378,Associate Data Analyst,Analytics Department,2011,9,2017,6,4,73087
378,Data Analyst,Analytics Department,2017,6,-99,-99,5,95704
379,Associate Data Analyst,Analytics Department,2009,5,2015,4,4,73097
379,Data Analyst,Analytics Department,2015,4,-99,-99,5,95724
380,Backend Engineer II,IT Department,2012,5,2018,1,6,100535
380,Sr Backend Engineer,IT Department,2018,1,-99,-99,7,130400
381,Associate Frontend Engineer,IT Department,2013,1,2019,1,4,52373
381,Frontend Engineer,IT Department,2019,1,-99,-99,5,61987
382,Associate Frontend Engineer,IT Department,2015,12,-99,-99,4,52354
383,Associate Data Analyst,Analytics Department,2010,2,2016,9,4,73182
383,Data Analyst,Analytics Department,2016,9,-99,-99,5,95804
384,Backend Engineer II,IT Department,2011,9,2017,6,6,100635
384,Sr Backend Engineer,IT Department,2017,6,-99,-99,7,130500
385,Data Analyst II,Analytics Department,2015,10,-99,-99,6,123097
386,Associate Data Analyst,Analytics Department,2005,2,2011,2,4,73217
386,Data Analyst,Analytics Department,2011,2,2016,7,5,95864
386,Data Analyst II,Analytics Department,2016,7,-99,-99,6,123117
387,Associate Data Analyst,Analytics Department,2011,2,2017,2,4,73267
387,Data Analyst,Analytics Department,2017,2,-99,-99,5,95884
388,Data Analyst II,Analytics Department,2017,9,-99,-99,6,123157
389,Data Analyst II,Analytics Department,2011,8,2017,6,6,123177
389,Data Scientist,Analytics Department,2017,6,-99,-99,7,156944
390,Associate Data Analyst,Analytics Department,2014,8,-99,-99,4,73342
391,Backend Engineer II,IT Department,2010,7,2016,2,6,100810
391,Sr Backend Engineer,IT Department,2016,2,-99,-99,7,130675
392,Associate Frontend Engineer,IT Department,2015,8,-99,-99,4,52104
393,Associate Data Analyst,Analytics Department,2009,2,2015,7,4,73377
393,Data Analyst,Analytics Department,2015,7,-99,-99,5,96004
394,Backend Engineer II,IT Department,2012,8,2018,12,6,100885
394,Sr Backend Engineer,IT Department,2018,12,-99,-99,7,130750
395,Associate Frontend Engineer,IT Department,2008,12,2014,1,4,52008
395,Frontend Engineer,IT Department,2014,1,2019,4,5,61637
395,Frontend Engineer II,IT Department,2019,4,-99,-99,6,86431
396,Manager,Administration Department,2011,4,2017,2,9,166506
396,Sr Manager,Administration Department,2017,2,-99,-99,10,215835
397,Data Analyst II,Analytics Department,2011,3,2017,8,6,123337
397,Data Scientist,Analytics Department,2017,8,-99,-99,7,157104
398,Data Analyst II,Analytics Department,2017,9,-99,-99,6,123357
399,Associate Data Analyst,Analytics Department,2005,9,2011,5,4,73477
399,Data Analyst,Analytics Department,2011,5,2016,3,5,96124
399,Data Analyst II,Analytics Department,2016,3,-99,-99,6,123377
400,Backend Engineer II,IT Department,2012,3,2018,12,6,101035
400,Sr Backend Engineer,IT Department,2018,12,-99,-99,7,130900
401,Frontend Engineer II,IT Department,2017,9,-99,-99,6,86281
402,Associate Backend Engineer,IT Department,2008,10,2014,6,4,72807
402,Backend Engineer,IT Department,2014,6,2019,11,5,81303
402,Backend Engineer II,IT Department,2019,11,-99,-99,6,101085
403,Data Analyst II,Analytics Department,2011,12,2017,5,6,123457
403,Data Scientist,Analytics Department,2017,5,-99,-99,7,157224
404,Backend Engineer II,IT Department,2011,12,2017,7,6,101135
404,Sr Backend Engineer,IT Department,2017,7,-99,-99,7,131000
405,Data Analyst II,Analytics Department,2017,9,-99,-99,6,123497
406,Data Analyst II,Analytics Department,2012,9,2018,7,6,123517
406,Data Scientist,Analytics Department,2018,7,-99,-99,7,157284
407,Backend Engineer II,IT Department,2011,7,2017,4,6,101210
407,Sr Backend Engineer,IT Department,2017,4,-99,-99,7,131075
408,Data Analyst II,Analytics Department,2011,3,2017,1,6,123557
408,Data Scientist,Analytics Department,2017,1,-99,-99,7,157324
409,Backend Engineer II,IT Department,2010,5,2016,12,6,101260
409,Sr Backend Engineer,IT Department,2016,12,-99,-99,7,131125
410,Backend Engineer II,IT Department,2010,12,2016,10,6,101285
410,Sr Backend Engineer,IT Department,2016,10,-99,-99,7,131150
411,Associate Backend Engineer,IT Department,2011,4,2017,7,4,73041
411,Backend Engineer,IT Department,2017,7,-99,-99,5,81528
412,Associate Backend Engineer,IT Department,2010,11,2016,2,4,73063
412,Backend Engineer,IT Department,2016,2,-99,-99,5,81553
413,Backend Engineer II,IT Department,2017,3,-99,-99,6,101360
414,Backend Engineer II,IT Department,2011,10,2017,12,6,101385
414,Sr Backend Engineer,IT Department,2017,12,-99,-99,7,131250
415,Backend Engineer II,IT Department,2017,3,-99,-99,6,101410
416,Data Analyst II,Analytics Department,2016,3,-99,-99,6,123717
417,Associate Frontend Engineer,IT Department,2007,12,2013,12,4,51455
417,Frontend Engineer,IT Department,2013,12,2018,8,5,61087
417,Frontend Engineer II,IT Department,2018,8,-99,-99,6,85881
418,Associate Backend Engineer,IT Department,2006,4,2012,12,4,73201
418,Backend Engineer,IT Department,2012,12,2017,3,5,81703
418,Backend Engineer II,IT Department,2017,3,-99,-99,6,101485
419,Data Analyst II,Analytics Department,2011,3,2017,3,6,123777
419,Data Scientist,Analytics Department,2017,3,-99,-99,7,157544
420,Associate Frontend Engineer,IT Department,2006,8,2012,11,4,51377
420,Frontend Engineer,IT Department,2012,11,2017,4,5,61012
420,Frontend Engineer II,IT Department,2017,4,-99,-99,6,85806
421,Backend Engineer II,IT Department,2012,7,2018,3,6,101560
421,Sr Backend Engineer,IT Department,2018,3,-99,-99,7,131425
422,Backend Engineer II,IT Department,2010,6,2016,2,6,101585
422,Sr Backend Engineer,IT Department,2016,2,-99,-99,7,131450
423,Associate Backend Engineer,IT Department,2007,10,2013,6,4,73329
423,Backend Engineer,IT Department,2013,6,2018,6,5,81828
423,Backend Engineer II,IT Department,2018,6,-99,-99,6,101610
424,Associate Backend Engineer,IT Department,2009,5,2015,10,4,73360
424,Backend Engineer,IT Department,2015,10,-99,-99,5,81853
425,Associate Data Analyst,Analytics Department,2007,3,2013,8,4,74007
425,Data Analyst,Analytics Department,2013,8,2018,9,5,96644
425,Data Analyst II,Analytics Department,2018,9,-99,-99,6,123897
426,Associate Backend Engineer,IT Department,2011,12,2017,4,4,73416
426,Backend Engineer,IT Department,2017,4,-99,-99,5,81903
427,Associate Data Analyst,Analytics Department,2009,4,2015,11,4,74057
427,Data Analyst,Analytics Department,2015,11,-99,-99,5,96684
428,Associate Backend Engineer,IT Department,2013,7,2019,3,4,73472
428,Backend Engineer,IT Department,2019,3,-99,-99,5,81953
429,Associate Backend Engineer,IT Department,2007,6,2013,10,4,73479
429,Backend Engineer,IT Department,2013,10,2018,12,5,81978
429,Backend Engineer II,IT Department,2018,12,-99,-99,6,101760
430,Data Analyst II,Analytics Department,2016,4,-99,-99,6,123997
431,Backend Engineer II,IT Department,2014,11,-99,-99,6,101810
432,Associate Backend Engineer,IT Department,2008,9,2014,8,4,73557
432,Backend Engineer,IT Department,2014,8,2019,6,5,82053
432,Backend Engineer II,IT Department,2019,6,-99,-99,6,101835
433,Data Analyst,Analytics Department,2009,1,2015,2,5,96804
433,Data Analyst II,Analytics Department,2015,2,-99,-99,6,124057
434,Data Analyst II,Analytics Department,2012,9,2018,3,6,124077
434,Data Scientist,Analytics Department,2018,3,-99,-99,7,157844
435,Backend Engineer II,IT Department,2013,10,2019,5,6,101910
435,Sr Backend Engineer,IT Department,2019,5,-99,-99,7,131775
436,Associate Backend Engineer,IT Department,2018,7,-99,-99,4,73687
437,Associate Manager,Administration Department,2010,5,2016,3,7,111774
437,Assistant Manager,Administration Department,2016,3,-99,-99,8,123634
438,Associate Data Analyst,Analytics Department,2015,4,-99,-99,4,74307
439,Backend Engineer II,IT Department,2011,5,2017,4,6,102010
439,Sr Backend Engineer,IT Department,2017,4,-99,-99,7,131875
440,Associate Backend Engineer,IT Department,2017,5,-99,-99,4,73784
441,Associate Backend Engineer,IT Department,2011,10,2017,12,4,73791
441,Backend Engineer,IT Department,2017,12,-99,-99,5,82278
442,Associate Frontend Engineer,IT Department,2010,7,2016,6,4,50839
442,Frontend Engineer,IT Department,2016,6,-99,-99,5,60462
443,Associate Manager,Administration Department,2010,2,2016,11,7,111984
443,Assistant Manager,Administration Department,2016,11,-99,-99,8,123754
444,Associate Data Analyst,Analytics Department,2009,1,2015,9,4,74397
444,Data Analyst,Analytics Department,2015,9,-99,-99,5,97024
445,Associate Frontend Engineer,IT Department,2008,3,2014,5,4,50758
445,Frontend Engineer,IT Department,2014,5,2019,2,5,60387
445,Frontend Engineer II,IT Department,2019,2,-99,-99,6,85181
446,Associate Data Analyst,Analytics Department,2008,10,2014,12,4,74432
446,Data Analyst,Analytics Department,2014,12,2019,2,5,97064
446,Data Analyst II,Analytics Department,2019,2,-99,-99,6,124317
447,Associate Frontend Engineer,IT Department,2007,1,2013,11,4,50705
447,Frontend Engineer,IT Department,2013,11,2018,1,5,60337
447,Frontend Engineer II,IT Department,2018,1,-99,-99,6,85131
448,Backend Engineer II,IT Department,2016,2,-99,-99,6,102235
449,Associate Backend Engineer,IT Department,2009,10,2015,4,4,73985
449,Backend Engineer,IT Department,2015,4,-99,-99,5,82478
450,Associate Backend Engineer,IT Department,2007,2,2013,6,4,74004
450,Backend Engineer,IT Department,2013,6,2018,9,5,82503
450,Backend Engineer II,IT Department,2018,9,-99,-99,6,102285
451,Backend Engineer II,IT Department,2011,2,2017,2,6,102310
451,Sr Backend Engineer,IT Department,2017,2,-99,-99,7,132175
452,Backend Engineer II,IT Department,2015,4,-99,-99,6,102335
453,Backend Engineer,IT Department,2009,3,2015,9,5,82578
453,Backend Engineer II,IT Department,2015,9,-99,-99,6,102360
454,Associate Frontend Engineer,IT Department,2013,4,2019,9,4,50548
454,Frontend Engineer,IT Department,2019,9,-99,-99,5,60162
455,Associate Backend Engineer,IT Department,2013,4,2019,10,4,74147
455,Backend Engineer,IT Department,2019,10,-99,-99,5,82628
456,Associate Backend Engineer,IT Department,2010,1,2016,1,4,74163
456,Backend Engineer,IT Department,2016,1,-99,-99,5,82653
457,Data Analyst II,Analytics Department,2015,4,-99,-99,6,124537
458,Associate Frontend Engineer,IT Department,2011,3,2017,4,4,50442
458,Frontend Engineer,IT Department,2017,4,-99,-99,5,60062
459,Associate Backend Engineer,IT Department,2013,12,2019,4,4,74247
459,Backend Engineer,IT Department,2019,4,-99,-99,5,82728
460,Associate Frontend Engineer,IT Department,2007,4,2013,11,4,50380
460,Frontend Engineer,IT Department,2013,11,2018,3,5,60012
460,Frontend Engineer II,IT Department,2018,3,-99,-99,6,84806
461,Associate Backend Engineer,IT Department,2010,2,2016,10,4,74288
461,Backend Engineer,IT Department,2016,10,-99,-99,5,82778
462,Associate Manager,Administration Department,2013,5,2019,7,7,112667
