id,job_title,department,p_start,start_month,p_end,end_month
241,Data Analyst II,Analytics Department,2013.0,4,2019.0,12
241,Data Scientist,Analytics Department,2019.0,12,-99.0,12
242,Backend Engineer II,IT Department,2014.0,1,-99.0,10
243,Associate Manager,Administration Department,2009.0,6,2015.0,5
243,Assistant Manager,Administration Department,2015.0,5,-99.0,4
244,Data Analyst II,Analytics Department,2015.0,11,-99.0,3
245,Data Analyst II,Analytics Department,2011.0,3,2017.0,12
245,Data Scientist,Analytics Department,2017.0,12,-99.0,7
246,Data Analyst II,Analytics Department,2011.0,7,2017.0,9
246,Data Scientist,Analytics Department,2017.0,9,-99.0,8
247,Sr Manager,Administration Department,2016.0,8,-99.0,12
248,Data Analyst II,Analytics Department,2012.0,3,2018.0,3
248,Data Scientist,Analytics Department,2018.0,3,-99.0,9
249,Data Analyst II,Analytics Department,2012.0,6,2018.0,7
249,Data Scientist,Analytics Department,2018.0,7,-99.0,11
250,Backend Engineer II,Analytics Department,2017.0,9,-99.0,1
251,Data Analyst II,Analytics Department,2012.0,9,2018.0,3
251,Data Scientist,Analytics Department,2018.0,3,-99.0,11
252,Associate Frontend Engineer,IT Department,2008.0,10,2014.0,1
252,Frontend Engineer,IT Department,2014.0,1,2019.0,4
252,Frontend Engineer II,IT Department,2019.0,4,-99.0,12
253,Sr Manager,Administration Department,2011.0,12,2017.0,7
253,,Administration Department,2017.0,7,-99.0,7
254,Associate Frontend Engineer,IT Department,2012.0,8,2018.0,8
254,Frontend Engineer,IT Department,2018.0,8,-99.0,7
255,Associate Frontend Engineer,IT Department,2012.0,9,2018.0,2
255,Frontend Engineer,IT Department,2018.0,2,-99.0,12
256,Associate Manager,Administration Department,2019.0,7,-99.0,6
257,Frontend Engineer II,IT Department,2016.0,7,-99.0,8
258,Data Analyst,Analytics Department,2009.0,3,2015.0,6
258,Data Analyst II,Analytics Department,2015.0,6,-99.0,4
259,Jr Backend Engineer,IT Department,2014.0,12,-99.0,11
260,Associate Backend Engineer,Analytics Department,2010.0,4,2016.0,1
260,Backend Engineer,Analytics Department,2016.0,1,-99.0,11
261,Backend Engineer II,Analytics Department,2011.0,8,2017.0,6
261,Team Lead,Analytics Department,2017.0,6,-99.0,6
262,Backend Engineer II,Analytics Department,2012.0,1,2018.0,4
262,Team Lead,Analytics Department,2018.0,4,-99.0,6
263,Data Analyst II,Analytics Department,2012.0,9,2018.0,1
263,Data Scientist,Analytics Department,2018.0,1,-99.0,3
264,Data Analyst II,Analytics Department,2012.0,6,2018.0,4
264,Data Scientist,Analytics Department,2018.0,4,-99.0,3
265,Associate Frontend Engineer,IT Department,2014.0,12,-99.0,7
266,Jr Backend Engineer,Analytics Department,2014.0,12,-99.0,11
267,Associate Backend Engineer,IT Department,2012.0,2,2018.0,2
267,Backend Engineer,IT Department,2018.0,2,-99.0,8
268,Associate Data Analyst,Analytics Department,2011.0,6,2017.0,6
268,Data Analyst,Analytics Department,2017.0,6,-99.0,9
269,Frontend Engineer II,IT Department,2012.0,10,2018.0,10
269,Sr Frontend Engineer,IT Department,2018.0,10,-99.0,3
270,Associate Data Analyst,Analytics Department,2014.0,7,-99.0,10
271,Backend Engineer II,Analytics Department,2014.0,7,-99.0,1
272,Data Analyst II,Analytics Department,2011.0,5,2017.0,9
272,Data Scientist,Analytics Department,2017.0,9,-99.0,10
273,Jr Data Analyst,Analytics Department,2016.0,5,-99.0,8
274,Associate Data Analyst,Analytics Department,2011.0,12,2017.0,11
274,Data Analyst,Analytics Department,2017.0,11,-99.0,6
275,Associate Manager,Administration Department,2010.0,9,2016.0,6
275,Assistant Manager,Administration Department,2016.0,6,-99.0,4
276,Backend Engineer II,IT Department,2016.0,8,-99.0,9
277,Associate Data Analyst,Analytics Department,2009.0,7,2015.0,10
277,Data Analyst,Analytics Department,2015.0,10,-99.0,9
278,Data Analyst II,Analytics Department,2012.0,7,2018.0,8
278,Data Scientist,Analytics Department,2018.0,8,-99.0,1
279,Associate Backend Engineer,IT Department,2011.0,11,2017.0,9
279,Backend Engineer,IT Department,2017.0,9,-99.0,6
280,Associate Frontend Engineer,IT Department,2015.0,4,-99.0,3
281,Associate Backend Engineer,IT Department,2006.0,8,2012.0,10
281,Backend Engineer,IT Department,2012.0,10,2017.0,5
281,Backend Engineer II,IT Department,2017.0,5,-99.0,4
282,Associate Frontend Engineer,IT Department,2007.0,12,2013.0,11
282,Frontend Engineer,IT Department,2013.0,11,2018.0,3
282,Frontend Engineer II,IT Department,2018.0,3,-99.0,3
283,Associate Frontend Engineer,IT Department,2010.0,4,2016.0,7
283,Frontend Engineer,IT Department,2016.0,7,-99.0,12
284,Backend Engineer II,Analytics Department,2016.0,6,-99.0,5
285,Associate Backend Engineer,Analytics Department,2016.0,1,-99.0,6
286,Data Analyst II,Analytics Department,2016.0,5,-99.0,9
287,Associate Frontend Engineer,IT Department,2008.0,9,2014.0,10
287,Frontend Engineer,IT Department,2014.0,10,2019.0,5
287,Frontend Engineer II,IT Department,2019.0,5,-99.0,10
288,Associate Backend Engineer,Analytics Department,2013.0,8,2019.0,10
288,Backend Engineer,Analytics Department,2019.0,10,-99.0,8
289,Associate Data Analyst,Analytics Department,2015.0,6,-99.0,7
290,Associate Frontend Engineer,IT Department,2013.0,5,2019.0,1
290,Frontend Engineer,IT Department,2019.0,1,-99.0,12
291,Associate Manager,Administration Department,2008.0,5,2014.0,12
291,Assistant Manager,Administration Department,2014.0,12,2019.0,11
291,Manager,Administration Department,2019.0,11,-99.0,2
292,Backend Engineer II,IT Department,2011.0,11,2017.0,4
292,Team Lead,IT Department,2017.0,4,-99.0,1
293,Associate Backend Engineer,Analytics Department,2012.0,8,2018.0,12
293,Backend Engineer,Analytics Department,2018.0,12,-99.0,12
294,Data Analyst,Analytics Department,2009.0,12,2015.0,8
294,Data Analyst II,Analytics Department,2015.0,8,-99.0,11
295,Backend Engineer II,IT Department,2012.0,4,2018.0,10
295,Team Lead,IT Department,2018.0,10,-99.0,2
296,Jr Data Analyst,Analytics Department,2013.0,5,2019.0,2
296,Associate Data Analyst,Analytics Department,2019.0,2,-99.0,7
297,Frontend Engineer II,IT Department,2015.0,2,-99.0,9
298,Associate Data Analyst,Analytics Department,2010.0,7,2016.0,12
298,Data Analyst,Analytics Department,2016.0,12,-99.0,7
299,Associate Data Analyst,Analytics Department,2015.0,12,-99.0,6
300,Data Analyst II,Analytics Department,2012.0,4,2018.0,10
300,Data Scientist,Analytics Department,2018.0,10,-99.0,12
301,Associate Data Analyst,Analytics Department,2010.0,12,2016.0,4
301,Data Analyst,Analytics Department,2016.0,4,-99.0,10
302,Associate Backend Engineer,IT Department,2016.0,3,-99.0,12
303,Sr Manager,Administration Department,2009.0,12,2015.0,1
303,,Administration Department,2015.0,1,-99.0,9
304,Associate Data Analyst,Analytics Department,2009.0,11,2015.0,9
304,Data Analyst,Analytics Department,2015.0,9,-99.0,5
305,Data Analyst,Analytics Department,2009.0,12,2015.0,1
305,Data Analyst II,Analytics Department,2015.0,1,-99.0,7
306,Frontend Engineer II,IT Department,2015.0,9,-99.0,10
307,Associate Data Analyst,Analytics Department,2010.0,4,2016.0,5
307,Data Analyst,Analytics Department,2016.0,5,-99.0,8
308,Frontend Engineer II,IT Department,2012.0,1,2018.0,1
308,Sr Frontend Engineer,IT Department,2018.0,1,-99.0,2
309,Backend Engineer II,IT Department,2013.0,12,2019.0,3
309,Team Lead,IT Department,2019.0,3,-99.0,10
310,Associate Backend Engineer,IT Department,2010.0,12,2016.0,9
310,Backend Engineer,IT Department,2016.0,9,-99.0,3
311,Associate Manager,Administration Department,2015.0,11,-99.0,2
312,Associate Data Analyst,Analytics Department,2009.0,6,2015.0,12
312,Data Analyst,Analytics Department,2015.0,12,-99.0,4
313,Data Analyst,Analytics Department,2009.0,9,2015.0,2
313,Data Analyst II,Analytics Department,2015.0,2,-99.0,4
314,Data Analyst II,Analytics Department,2011.0,6,2017.0,10
314,Data Scientist,Analytics Department,2017.0,10,-99.0,12
315,Associate Frontend Engineer,IT Department,2010.0,7,2016.0,6
315,Frontend Engineer,IT Department,2016.0,6,-99.0,2
316,Backend Engineer II,Analytics Department,2011.0,7,2017.0,9
316,Team Lead,Analytics Department,2017.0,9,-99.0,7
317,Associate Data Analyst,Analytics Department,2010.0,6,2016.0,6
317,Data Analyst,Analytics Department,2016.0,6,-99.0,2
318,Data Analyst II,Analytics Department,2010.0,5,2016.0,4
318,Data Scientist,Analytics Department,2016.0,4,-99.0,2
319,Backend Engineer II,Analytics Department,2014.0,3,-99.0,9
320,Associate Backend Engineer,IT Department,2009.0,1,2015.0,10
320,Backend Engineer,IT Department,2015.0,10,-99.0,12
321,Data Analyst II,Analytics Department,2011.0,8,2017.0,12
321,Data Scientist,Analytics Department,2017.0,12,-99.0,1
322,Backend Engineer II,Analytics Department,2011.0,8,2017.0,12
322,Team Lead,Analytics Department,2017.0,12,-99.0,11
323,Associate Backend Engineer,IT Department,2013.0,5,2019.0,8
323,Backend Engineer,IT Department,2019.0,8,-99.0,8
324,Associate Backend Engineer,IT Department,2016.0,8,-99.0,1
325,Associate Data Analyst,Analytics Department,2009.0,5,2015.0,3
325,Data Analyst,Analytics Department,2015.0,3,-99.0,7
326,Backend Engineer II,Analytics Department,2010.0,2,2016.0,10
326,Team Lead,Analytics Department,2016.0,10,-99.0,2
327,Associate Data Analyst,Analytics Department,2005.0,9,2011.0,7
327,Data Analyst,Analytics Department,2011.0,7,2016.0,3
327,Data Analyst II,Analytics Department,2016.0,3,-99.0,10
328,Backend Engineer II,IT Department,2013.0,8,2019.0,3
328,Team Lead,IT Department,2019.0,3,-99.0,10
329,Associate Data Analyst,Analytics Department,2009.0,11,2015.0,12
329,Data Analyst,Analytics Department,2015.0,12,-99.0,12
330,Jr Data Analyst,Analytics Department,2014.0,4,-99.0,1
331,Associate Data Analyst,Analytics Department,2007.0,9,2013.0,9
331,Data Analyst,Analytics Department,2013.0,9,2018.0,10
331,Data Analyst II,Analytics Department,2018.0,10,-99.0,11
332,Jr Backend Engineer,IT Department,2014.0,12,-99.0,9
333,Frontend Engineer II,IT Department,2017.0,9,-99.0,3
334,Data Analyst II,Analytics Department,2015.0,9,-99.0,3
335,Backend Engineer II,IT Department,2011.0,5,2017.0,5
335,Team Lead,IT Department,2017.0,5,-99.0,10
336,Associate Frontend Engineer,IT Department,2013.0,5,2019.0,4
336,Frontend Engineer,IT Department,2019.0,4,-99.0,4
337,Data Analyst II,Analytics Department,2012.0,5,2018.0,9
337,Data Scientist,Analytics Department,2018.0,9,-99.0,12
338,Jr Data Analyst,Analytics Department,2015.0,5,-99.0,7
339,Associate Backend Engineer,IT Department,2006.0,2,2012.0,6
339,Backend Engineer,IT Department,2012.0,6,2017.0,12
339,Backend Engineer II,IT Department,2017.0,12,-99.0,8
340,Frontend Engineer,IT Department,2009.0,4,2015.0,8
340,Frontend Engineer II,IT Department,2015.0,8,-99.0,2
341,Sr Manager,Administration Department,2012.0,10,2018.0,11
341,,Administration Department,2018.0,11,-99.0,4
342,Backend Engineer II,Analytics Department,2014.0,6,-99.0,5
343,Associate Frontend Engineer,IT Department,2013.0,2,2019.0,2
343,Frontend Engineer,IT Department,2019.0,2,-99.0,9
344,Frontend Engineer II,IT Department,2011.0,12,2017.0,1
344,Sr Frontend Engineer,IT Department,2017.0,1,-99.0,9
345,Backend Engineer II,IT Department,2012.0,4,2018.0,1
345,Team Lead,IT Department,2018.0,1,-99.0,12
346,Associate Backend Engineer,Analytics Department,2010.0,9,2016.0,1
346,Backend Engineer,Analytics Department,2016.0,1,-99.0,7
347,Associate Data Analyst,Analytics Department,2009.0,11,2015.0,8
347,Data Analyst,Analytics Department,2015.0,8,-99.0,11
348,Data Analyst II,Analytics Department,2010.0,7,2016.0,4
348,Data Scientist,Analytics Department,2016.0,4,-99.0,2
349,Data Analyst II,Analytics Department,2012.0,2,2018.0,4
349,Data Scientist,Analytics Department,2018.0,4,-99.0,7
350,Associate Backend Engineer,IT Department,2009.0,2,2015.0,1
350,Backend Engineer,IT Department,2015.0,1,-99.0,10
351,Associate Backend Engineer,IT Department,2008.0,1,2014.0,2
351,Backend Engineer,IT Department,2014.0,2,2019.0,7
351,Backend Engineer II,IT Department,2019.0,7,-99.0,4
352,Backend Engineer II,Analytics Department,2016.0,4,-99.0,10
353,Backend Engineer II,Analytics Department,2014.0,10,-99.0,12
354,Jr Frontend Engineer,IT Department,2014.0,12,-99.0,5
355,Data Analyst II,Analytics Department,2013.0,3,2019.0,5
355,Data Scientist,Analytics Department,2019.0,5,-99.0,9
356,Data Analyst II,Analytics Department,2017.0,4,-99.0,12
357,Backend Engineer,IT Department,2009.0,7,2015.0,7
357,Backend Engineer II,IT Department,2015.0,7,-99.0,1
358,Associate Data Analyst,Analytics Department,2006.0,5,2012.0,2
358,Data Analyst,Analytics Department,2012.0,2,2017.0,8
358,Data Analyst II,Analytics Department,2017.0,8,-99.0,12
359,Associate Backend Engineer,Analytics Department,2007.0,1,2013.0,2
359,Backend Engineer,Analytics Department,2013.0,2,2018.0,8
359,Backend Engineer II,Analytics Department,2018.0,8,-99.0,8
360,Backend Engineer,Analytics Department,2008.0,4,2014.0,7
360,Backend Engineer II,Analytics Department,2014.0,7,2019.0,11
360,Sr Backend Engineer,Analytics Department,2019.0,11,-99.0,12
361,Frontend Engineer II,IT Department,2015.0,12,-99.0,5
362,Associate Data Analyst,Analytics Department,2013.0,11,2019.0,7
362,Data Analyst,Analytics Department,2019.0,7,-99.0,1
363,Associate Data Analyst,Analytics Department,2006.0,9,2012.0,4
363,Data Analyst,Analytics Department,2012.0,4,2017.0,4
363,Data Analyst II,Analytics Department,2017.0,4,-99.0,4
364,Associate Backend Engineer,IT Department,2014.0,9,-99.0,2
365,Backend Engineer II,IT Department,2016.0,11,-99.0,4
366,Data Analyst II,Analytics Department,2012.0,8,2018.0,10
366,Data Scientist,Analytics Department,2018.0,10,-99.0,7
367,Jr Frontend Engineer,IT Department,2017.0,5,-99.0,8
368,Backend Engineer II,IT Department,2016.0,8,-99.0,6
369,Backend Engineer II,IT Department,2017.0,12,-99.0,5
370,Associate Data Analyst,Analytics Department,2009.0,9,2015.0,4
370,Data Analyst,Analytics Department,2015.0,4,-99.0,7
371,Associate Data Analyst,Analytics Department,2015.0,3,-99.0,4
372,Backend Engineer II,IT Department,2015.0,7,-99.0,10
373,Backend Engineer II,IT Department,2017.0,4,-99.0,12
374,Data Analyst II,Analytics Department,2017.0,4,-99.0,6
375,Data Analyst II,Analytics Department,2017.0,4,-99.0,11
376,Associate Backend Engineer,Analytics Department,2011.0,1,2017.0,11
376,Backend Engineer,Analytics Department,2017.0,11,-99.0,4
377,Data Analyst II,Analytics Department,2012.0,10,2018.0,1
377,Data Scientist,Analytics Department,2018.0,1,-99.0,6
378,Associate Data Analyst,Analytics Department,2011.0,9,2017.0,6
378,Data Analyst,Analytics Department,2017.0,6,-99.0,5
379,Associate Data Analyst,Analytics Department,2009.0,5,2015.0,4
379,Data Analyst,Analytics Department,2015.0,4,-99.0,4
380,Backend Engineer II,IT Department,2012.0,5,2018.0,1
380,Team Lead,IT Department,2018.0,1,-99.0,9
381,Associate Frontend Engineer,IT Department,2014.0,1,-99.0,1
382,Jr Frontend Engineer,IT Department,2015.0,12,-99.0,5
383,Associate Data Analyst,Analytics Department,2011.0,2,2017.0,9
383,Data Analyst,Analytics Department,2017.0,9,-99.0,11
384,Backend Engineer II,Analytics Department,2011.0,9,2017.0,6
384,Team Lead,Analytics Department,2017.0,6,-99.0,3
385,Data Analyst II,Analytics Department,2015.0,10,-99.0,12
386,Associate Data Analyst,Analytics Department,2005.0,2,2011.0,2
386,Data Analyst,Analytics Department,2011.0,2,2016.0,7
386,Data Analyst II,Analytics Department,2016.0,7,-99.0,8
387,Associate Data Analyst,Analytics Department,2012.0,2,2018.0,2
387,Data Analyst,Analytics Department,2018.0,2,-99.0,9
388,Data Analyst II,Analytics Department,2017.0,9,-99.0,11
389,Data Analyst II,Analytics Department,2011.0,8,2017.0,6
389,Data Scientist,Analytics Department,2017.0,6,-99.0,10
390,Associate Data Analyst,Analytics Department,2015.0,8,-99.0,12
391,Backend Engineer II,Analytics Department,2010.0,7,2016.0,2
391,Team Lead,Analytics Department,2016.0,2,-99.0,4
392,Associate Frontend Engineer,IT Department,2016.0,8,-99.0,4
393,Associate Data Analyst,Analytics Department,2009.0,2,2015.0,7
393,Data Analyst,Analytics Department,2015.0,7,-99.0,5
394,Backend Engineer II,Analytics Department,2012.0,8,2018.0,12
394,Team Lead,Analytics Department,2018.0,12,-99.0,1
395,Associate Frontend Engineer,IT Department,2008.0,12,2014.0,1
395,Frontend Engineer,IT Department,2014.0,1,2019.0,4
395,Frontend Engineer II,IT Department,2019.0,4,-99.0,7
396,Sr Manager,Administration Department,2011.0,4,2017.0,2
396,,Administration Department,2017.0,2,-99.0,4
397,Data Analyst II,Analytics Department,2011.0,3,2017.0,8
397,Data Scientist,Analytics Department,2017.0,8,-99.0,8
398,Data Analyst II,Analytics Department,2012.0,9,2018.0,4
398,Data Scientist,Analytics Department,2018.0,4,-99.0,4
399,Associate Data Analyst,Analytics Department,2005.0,9,2011.0,5
399,Data Analyst,Analytics Department,2011.0,5,2016.0,3
399,Data Analyst II,Analytics Department,2016.0,3,-99.0,1
400,Backend Engineer II,IT Department,2012.0,3,2018.0,12
400,Team Lead,IT Department,2018.0,12,-99.0,6
401,Frontend Engineer II,IT Department,2017.0,9,-99.0,7
402,Associate Backend Engineer,IT Department,2008.0,10,2014.0,6
402,Backend Engineer,IT Department,2014.0,6,2019.0,11
402,Backend Engineer II,IT Department,2019.0,11,-99.0,8
403,Data Analyst II,Analytics Department,2011.0,12,2017.0,5
403,Data Scientist,Analytics Department,2017.0,5,-99.0,8
404,Backend Engineer II,Analytics Department,2011.0,12,2017.0,7
404,Team Lead,Analytics Department,2017.0,7,-99.0,7
405,Data Analyst II,Analytics Department,2017.0,9,-99.0,5
406,Data Analyst II,Analytics Department,2012.0,9,2018.0,7
406,Data Scientist,Analytics Department,2018.0,7,-99.0,11
407,Backend Engineer II,Analytics Department,2011.0,7,2017.0,4
407,Team Lead,Analytics Department,2017.0,4,-99.0,3
408,Data Analyst II,Analytics Department,2010.0,3,2016.0,1
408,Data Scientist,Analytics Department,2016.0,1,-99.0,7
409,Backend Engineer II,IT Department,2010.0,5,2016.0,12
409,Team Lead,IT Department,2016.0,12,-99.0,10
410,Backend Engineer II,Analytics Department,2010.0,12,2016.0,10
410,Team Lead,Analytics Department,2016.0,10,-99.0,1
411,Associate Backend Engineer,Analytics Department,2012.0,4,2018.0,7
411,Backend Engineer,Analytics Department,2018.0,7,-99.0,10
412,Associate Backend Engineer,Analytics Department,2011.0,11,2017.0,2
412,Backend Engineer,Analytics Department,2017.0,2,-99.0,11
413,Backend Engineer II,Analytics Department,2017.0,3,-99.0,11
414,Backend Engineer II,Analytics Department,2011.0,10,2017.0,12
414,Team Lead,Analytics Department,2017.0,12,-99.0,11
415,Backend Engineer II,Analytics Department,2012.0,3,2018.0,11
415,Team Lead,Analytics Department,2018.0,11,-99.0,2
416,Data Analyst II,Analytics Department,2016.0,3,-99.0,3
417,Associate Frontend Engineer,IT Department,2007.0,12,2013.0,12
417,Frontend Engineer,IT Department,2013.0,12,2018.0,8
417,Frontend Engineer II,IT Department,2018.0,8,-99.0,5
418,Associate Backend Engineer,IT Department,2006.0,4,2012.0,12
418,Backend Engineer,IT Department,2012.0,12,2017.0,3
418,Backend Engineer II,IT Department,2017.0,3,-99.0,1
419,Data Analyst II,Analytics Department,2011.0,3,2017.0,3
419,Data Scientist,Analytics Department,2017.0,3,-99.0,8
420,Associate Frontend Engineer,IT Department,2006.0,8,2012.0,11
420,Frontend Engineer,IT Department,2012.0,11,2017.0,4
420,Frontend Engineer II,IT Department,2017.0,4,-99.0,10
421,Backend Engineer II,Analytics Department,2012.0,7,2018.0,3
421,Team Lead,Analytics Department,2018.0,3,-99.0,3
422,Backend Engineer II,Analytics Department,2013.0,6,2019.0,2
422,Team Lead,Analytics Department,2019.0,2,-99.0,2
423,Associate Backend Engineer,Analytics Department,2007.0,10,2013.0,6
423,Backend Engineer,Analytics Department,2013.0,6,2018.0,6
423,Backend Engineer II,Analytics Department,2018.0,6,-99.0,12
424,Associate Backend Engineer,Analytics Department,2010.0,5,2016.0,10
424,Backend Engineer,Analytics Department,2016.0,10,-99.0,12
425,Associate Data Analyst,Analytics Department,2007.0,3,2013.0,8
425,Data Analyst,Analytics Department,2013.0,8,2018.0,9
425,Data Analyst II,Analytics Department,2018.0,9,-99.0,10
426,Associate Backend Engineer,Analytics Department,2012.0,12,2018.0,4
426,Backend Engineer,Analytics Department,2018.0,4,-99.0,4
427,Associate Data Analyst,Analytics Department,2009.0,4,2015.0,11
427,Data Analyst,Analytics Department,2015.0,11,-99.0,11
428,Associate Backend Engineer,Analytics Department,2014.0,7,-99.0,3
429,Associate Backend Engineer,IT Department,2007.0,6,2013.0,10
429,Backend Engineer,IT Department,2013.0,10,2018.0,12
429,Backend Engineer II,IT Department,2018.0,12,-99.0,7
430,Data Analyst II,Analytics Department,2016.0,4,-99.0,11
431,Backend Engineer II,Analytics Department,2014.0,11,-99.0,7
432,Associate Backend Engineer,Analytics Department,2008.0,9,2014.0,8
432,Backend Engineer,Analytics Department,2014.0,8,2019.0,6
432,Backend Engineer II,Analytics Department,2019.0,6,-99.0,12
433,Data Analyst,Analytics Department,2009.0,1,2015.0,2
433,Data Analyst II,Analytics Department,2015.0,2,-99.0,12
434,Data Analyst II,Analytics Department,2012.0,9,2018.0,3
434,Data Scientist,Analytics Department,2018.0,3,-99.0,10
435,Backend Engineer II,Analytics Department,2008.0,10,2014.0,5
435,Team Lead,Analytics Department,2014.0,5,2019.0,11
435,Team Lead,Analytics Department,2019.0,11,-99.0,9
436,Jr Backend Engineer,IT Department,2017.0,7,-99.0,10
437,Associate Data Analyst,Administration Department,2009.0,5,2015.0,3
437,Data Analyst,Administration Department,2015.0,3,-99.0,8
438,Associate Data Analyst,Analytics Department,2016.0,4,-99.0,7
439,Backend Engineer II,IT Department,2011.0,5,2017.0,4
439,Team Lead,IT Department,2017.0,4,-99.0,7
440,Jr Backend Engineer,Analytics Department,2017.0,5,-99.0,10
441,Associate Backend Engineer,Analytics Department,2011.0,10,2017.0,12
441,Backend Engineer,Analytics Department,2017.0,12,-99.0,2
442,Associate Frontend Engineer,IT Department,2010.0,7,2016.0,6
442,Frontend Engineer,IT Department,2016.0,6,-99.0,3
443,Associate Manager,Administration Department,2010.0,2,2016.0,11
443,Assistant Manager,Administration Department,2016.0,11,-99.0,8
444,Associate Data Analyst,Analytics Department,2010.0,1,2016.0,9
444,Data Analyst,Analytics Department,2016.0,9,-99.0,8
445,Associate Frontend Engineer,IT Department,2008.0,3,2014.0,5
445,Frontend Engineer,IT Department,2014.0,5,2019.0,2
445,Frontend Engineer II,IT Department,2019.0,2,-99.0,1
446,Associate Data Analyst,Analytics Department,2008.0,10,2014.0,12
446,Data Analyst,Analytics Department,2014.0,12,2019.0,2
446,Data Analyst II,Analytics Department,2019.0,2,-99.0,3
447,Associate Frontend Engineer,IT Department,2007.0,1,2013.0,11
447,Frontend Engineer,IT Department,2013.0,11,2018.0,1
447,Frontend Engineer II,IT Department,2018.0,1,-99.0,5
448,Backend Engineer II,Analytics Department,2011.0,2,2017.0,1
448,Team Lead,Analytics Department,2017.0,1,-99.0,9
449,Associate Backend Engineer,Analytics Department,2009.0,10,2015.0,4
449,Backend Engineer,Analytics Department,2015.0,4,-99.0,7
450,Associate Backend Engineer,Analytics Department,2007.0,2,2013.0,6
450,Backend Engineer,Analytics Department,2013.0,6,2018.0,9
450,Backend Engineer II,Analytics Department,2018.0,9,-99.0,6
451,Backend Engineer II,IT Department,2011.0,2,2017.0,2
451,Team Lead,IT Department,2017.0,2,-99.0,3
452,Backend Engineer II,Analytics Department,2015.0,4,-99.0,10
453,Backend Engineer,IT Department,2009.0,3,2015.0,9
453,Backend Engineer II,IT Department,2015.0,9,-99.0,6
454,Associate Frontend Engineer,IT Department,2014.0,4,-99.0,9
455,Associate Backend Engineer,Analytics Department,2014.0,4,-99.0,10
456,Associate Backend Engineer,IT Department,2010.0,1,2016.0,1
456,Backend Engineer,IT Department,2016.0,1,-99.0,11
457,Data Analyst II,Analytics Department,2010.0,4,2016.0,3
457,Data Scientist,Analytics Department,2016.0,3,-99.0,10
458,Associate Frontend Engineer,IT Department,2012.0,3,2018.0,4
458,Frontend Engineer,IT Department,2018.0,4,-99.0,6
459,Associate Backend Engineer,Analytics Department,2014.0,12,-99.0,4
460,Associate Frontend Engineer,IT Department,2007.0,4,2013.0,11
460,Frontend Engineer,IT Department,2013.0,11,2018.0,3
460,Frontend Engineer II,IT Department,2018.0,3,-99.0,1
461,Associate Backend Engineer,IT Department,2010.0,2,2016.0,10
461,Backend Engineer,IT Department,2016.0,10,-99.0,10
462,Associate Manager,Administration Department,2013.0,5,2019.0,7
462,Assistant Manager,Administration Department,2019.0,7,-99.0,10
463,Associate Data Analyst,Analytics Department,2013.0,10,2019.0,1
463,Data Analyst,Analytics Department,2019.0,1,-99.0,3
464,Associate Manager,Administration Department,2009.0,7,2015.0,11
464,Assistant Manager,Administration Department,2015.0,11,-99.0,1
465,Associate Backend Engineer,Analytics Department,2016.0,6,-99.0,6
466,Backend Engineer II,IT Department,2011.0,8,2017.0,2
466,Team Lead,IT Department,2017.0,2,-99.0,5
467,Sr Manager,Administration Department,2015.0,7,-99.0,5
468,Associate Data Analyst,Administration Department,2011.0,9,2017.0,3
468,Data Analyst,Administration Department,2017.0,3,-99.0,8
469,Associate Backend Engineer,IT Department,2016.0,9,-99.0,7
470,Associate Data Analyst,Analytics Department,2006.0,4,2012.0,3
470,Data Analyst,Analytics Department,2012.0,3,2017.0,7
470,Data Analyst II,Analytics Department,2017.0,7,-99.0,1
471,Associate Data Analyst,Analytics Department,2009.0,4,2015.0,1
471,Data Analyst,Analytics Department,2015.0,1,-99.0,4
472,Associate Backend Engineer,Analytics Department,2011.0,7,2017.0,11
472,Backend Engineer,Analytics Department,2017.0,11,-99.0,1
473,Backend Engineer,IT Department,2009.0,2,2015.0,3
473,Backend Engineer II,IT Department,2015.0,3,-99.0,4
474,Associate Backend Engineer,IT Department,2009.0,12,2015.0,7
474,Backend Engineer,IT Department,2015.0,7,-99.0,10
475,Associate Data Analyst,Analytics Department,2010.0,8,2016.0,12
475,Data Analyst,Analytics Department,2016.0,12,-99.0,4
476,Associate Data Analyst,Analytics Department,2010.0,5,2016.0,9
476,Data Analyst,Analytics Department,2016.0,9,-99.0,1
477,Backend Engineer II,Analytics Department,2011.0,4,2017.0,5
477,Team Lead,Analytics Department,2017.0,5,-99.0,6
478,Associate Backend Engineer,IT Department,2016.0,4,-99.0,1
479,Associate Backend Engineer,IT Department,2005.0,12,2011.0,8
479,Backend Engineer,IT Department,2011.0,8,2016.0,11
479,Backend Engineer II,IT Department,2016.0,11,-99.0,9
480,Frontend Engineer II,IT Department,2010.0,10,2016.0,4
480,Sr Frontend Engineer,IT Department,2016.0,4,-99.0,11
481,Data Analyst II,Analytics Department,2011.0,5,2017.0,4
481,Data Scientist,Analytics Department,2017.0,4,-99.0,5
482,Associate Manager,Administration Department,2016.0,1,-99.0,2
483,Backend Engineer,Analytics Department,2009.0,1,2015.0,12
483,Backend Engineer II,Analytics Department,2015.0,12,-99.0,11
484,Associate Backend Engineer,Analytics Department,2006.0,3,2012.0,3
484,Backend Engineer,Analytics Department,2012.0,3,2017.0,2
484,Backend Engineer II,Analytics Department,2017.0,2,-99.0,5
485,Backend Engineer II,IT Department,2012.0,1,2018.0,12
485,Team Lead,IT Department,2018.0,12,-99.0,2
