id,degree_type,degree,major,edu_start,start_month,start_day,edu_end,end_month,end_day
231,Bachelor's Degree,Bachelor of Science,Physics,1986,1,20,1989,12,8
232,Bachelor's Degree,Bachelor of Business Administration,Marketing,1996,2,5,2000,5,18
233,Bachelor's Degree,Bachelor of Business Administration,Finance,1990,1,19,1993,12,10
234,Bachelor's Degree,Bachelor of Engineering,Engineering,1996,1,11,2000,12,15
235,Bachelor's Degree,Bachelor of Science,Biology,1998,1,18,2002,5,17
236,Bachelor's Degree,Bachelor of Technology,Engineering,2002,1,13,2006,5,16
236,PhD Degree,Doctor of Philosophy PhD,Philosophy,2007,2,8,2011,12,20
237,Bachelor's Degree,Bachelor of Business Administration,Marketing,1992,8,13,1997,7,14
237,Masters's Degree,Master of Business Administration,Finance,1997,8,27,1999,12,13
238,Bachelor's Degree,Bachelor of Technology,Engineering,1996,8,21,2000,4,12
238,Masters's Degree,Master of Science,Business Analytics,2000,8,13,2001,12,21
239,Bachelor's Degree,Bachelor of Business Administration,Finance,1987,9,7,1990,12,16
239,Masters's Degree,Master of Business Administration,Finance,1991,8,20,1993,12,7
240,Bachelor's Degree,Bachelor of Business Administration,Finance,1987,1,5,1992,7,8
241,Bachelor's Degree,Bachelor of Arts,Mathematics,2000,8,14,2004,5,12
241,Masters's Degree,Master of Business Administration,Operations,2004,8,14,2005,12,14
242,Bachelor's Degree,Bachelor of Technology,Engineering,1998,8,14,2002,12,14
243,Bachelor's Degree,Bachelor of Business Administration,Finance,1994,1,16,1998,5,7
244,Bachelor's Degree,Bachelor of Arts,Mathematics,1986,1,2,1990,5,17
244,Masters's Degree,Master of Business Administration,Finance,1990,8,24,1992,5,2
245,Bachelor's Degree,Bachelor of Technology,Engineering,1987,8,25,1991,12,17
245,Masters's Degree,Master of Science,Business Analytics,1992,8,8,1994,12,25
246,Bachelor's Degree,Bachelor of Arts,Geography,1982,8,22,1988,7,15
247,Bachelor's Degree,Bachelor of Business Administration,Engineering,1999,2,19,2003,5,11
248,Bachelor's Degree,Bachelor of Arts,Mathematics,1986,1,9,1990,5,9
248,Masters's Degree,Master of Business Administration,Marketing,1990,8,27,1992,4,9
248,PhD Degree,PhD,Management Studies,1993,1,18,1997,12,13
249,Bachelor's Degree,Bachelor of Engineering,Engineering,1989,1,26,1993,5,12
250,Bachelor's Degree,Bachelor of Technology,Engineering,1994,2,16,1998,12,14
251,Bachelor's Degree,Bachelor of Arts,Economics,2003,8,5,2007,5,9
251,Masters's Degree,Master of Science,Data Science,2007,8,26,2009,12,5
252,Bachelor's Degree,Bachelor of Arts,Economics,1999,9,1,2003,5,19
252,Masters's Degree,Master of Business Administration,Marketing,2003,8,7,2004,12,1
253,Bachelor's Degree,Bachelor of Arts,Mathematics,1987,1,22,1991,5,13
253,Masters's Degree,Master of Philosphy,Economics,1991,8,24,1993,5,22
254,Bachelor's Degree,Bachelor of Business Administration,HR,1996,9,18,2000,5,15
255,Bachelor's Degree,Bachelor of Business Administration,Finance,1992,2,8,1997,7,13
256,Bachelor's Degree,Bachelor of Arts,Economics,1983,1,2,1987,5,13
256,Masters's Degree,Master of Science,Computer Science,1987,8,1,1989,5,2
257,Bachelor's Degree,Bachelor of Science,Chemistry,1999,8,19,2003,5,13
258,Bachelor's Degree,Bachelor of Arts,Economics,1996,1,27,2000,4,18
259,Bachelor's Degree,Bachelor of Arts,History,1988,8,7,1993,7,8
259,PhD Degree,PhD,Sociology,1993,8,28,1997,12,10
260,Bachelor's Degree,Bachelor of Business Administration,Finance,2005,8,17,2008,12,19
260,PhD Degree,PhD,Sociology,2010,1,14,2015,4,18
261,Bachelor's Degree,Bachelor of Business Administration,HR,2002,8,5,2005,12,20
261,Masters's Degree,Master of Business Administration,Operations,2006,8,24,2008,12,5
262,Bachelor's Degree,Bachelor of Engineering,Engineering,2007,8,3,2010,12,9
263,Bachelor's Degree,Bachelor of Technology,Engineering,1989,1,17,1992,12,12
263,PhD Degree,Doctor of Business Administration,HR,1993,9,20,1997,12,7
264,Bachelor's Degree,Bachelor of Arts,Economics,1993,8,23,1997,5,7
264,Masters's Degree,Master of Science,Physics,1997,8,21,1999,12,23
265,Bachelor's Degree,Bachelor of Business Administration,Finance,1996,8,20,2000,5,20
266,Bachelor's Degree,Bachelor of Science,Physics,1983,8,13,1986,12,17
266,PhD Degree,PhD,Communication,1987,1,27,1990,12,8
267,Bachelor's Degree,Bachelor of Business Administration,Operations,1999,1,7,2003,12,8
268,Bachelor's Degree,Bachelor of Business Administration,HR,1995,5,26,1998,12,20
269,Bachelor's Degree,Bachelor of Arts,Mathematics,1996,2,22,1999,12,11
270,Bachelor's Degree,Bachelor of Arts,Geography,1984,9,26,1988,5,8
270,Masters's Degree,Master of Business Administration,Finance,1988,8,24,1990,12,26
271,Bachelor's Degree,Bachelor of Engineering,Engineering,1988,8,17,1991,12,17
271,Masters's Degree,Master of Business Administration,Finance,1992,8,15,1994,12,17
272,Bachelor's Degree,Bachelor of Business Administration,Operations,1988,9,8,1992,12,15
273,Bachelor's Degree,Bachelor of Business Administration,Finance,1997,1,14,2000,12,8
274,Bachelor's Degree,Bachelor of Engineering,Engineering,1992,8,26,1995,12,7
274,Masters's Degree,Master of Business Administration,Finance,1996,8,4,1998,12,26
275,Bachelor's Degree,Bachelor of Engineering,Engineering,2004,8,9,2007,12,12
275,Masters's Degree,Master of Science,Physics,2008,8,19,2010,12,9
276,Bachelor's Degree,Bachelor of Engineering,Engineering,1987,1,2,1991,5,9
277,Bachelor's Degree,Bachelor of Arts,History,1983,1,9,1986,12,16
277,Masters's Degree,Master of Science,Data Science,1987,9,27,1989,5,9
278,Bachelor's Degree,Bachelor of Technology,Engineering,1986,9,1,1989,12,7
279,Bachelor's Degree,Bachelor of Business Administration,Engineering,2004,1,11,2008,12,14
280,Bachelor's Degree,Bachelor of Engineering,Engineering,2003,2,21,2007,4,14
281,Bachelor's Degree,Bachelor of Science,Physics,1997,9,25,2001,12,7
282,Bachelor's Degree,Bachelor of Business Administration,Engineering,1983,1,1,1987,12,7
283,Bachelor's Degree,Bachelor of Business Administration,HR,1993,1,23,1997,5,9
284,Bachelor's Degree,Bachelor of Science,Biology,2003,9,12,2007,5,13
284,Masters's Degree,Master of Science,Computer Science,2007,8,28,2009,12,12
285,Bachelor's Degree,Bachelor of Arts,Commerce,1996,1,19,1999,12,19
286,Bachelor's Degree,Bachelor of Business Administration,Engineering,1999,8,19,2003,12,7
287,Bachelor's Degree,Bachelor of Technology,Engineering,1995,2,26,2001,7,19
287,Masters's Degree,Master of Science,Computer Science,2001,8,10,2003,4,26
288,Bachelor's Degree,Bachelor of Technology,Engineering,2008,2,7,2012,5,10
288,Masters's Degree,Master of Philosphy,History,2012,8,5,2014,4,7
289,Bachelor's Degree,Bachelor of Business Administration,Finance,1997,8,28,2001,5,15
289,Masters's Degree,Master of Business Administration,Finance,2001,8,6,2002,12,28
290,Bachelor's Degree,Bachelor of Engineering,Engineering,1986,1,13,1991,7,11
290,Masters's Degree,Master of Science,Data Science,1991,8,21,1995,5,13
291,Bachelor's Degree,Bachelor of Business Administration,Finance,1984,1,26,1988,5,8
291,PhD Degree,PhD,Management Studies,1990,1,13,1994,12,12
292,Bachelor's Degree,Bachelor of Science,Biology,1985,9,26,1989,12,12
292,Masters's Degree,Master of Science,Managament,1990,1,12,1992,12,26
293,Bachelor's Degree,Bachelor of Technology,Engineering,1982,8,26,1985,12,7
294,Bachelor's Degree,Bachelor of Science,Physics,1987,2,10,1990,12,15
295,Bachelor's Degree,Bachelor of Technology,Engineering,2001,2,23,2005,12,12
295,PhD Degree,PhD,Sociology,2006,1,1,2009,12,8
296,Bachelor's Degree,Bachelor of Arts,Economics,1999,1,7,2003,5,20
296,Masters's Degree,Master of Philosphy,Economics,2003,8,17,2005,5,7
296,PhD Degree,Doctor of Philosophy PhD,Comparative Literature,2007,1,5,2012,5,10
297,Bachelor's Degree,Bachelor of Business Administration,Operations,1984,1,9,1987,12,12
297,Masters's Degree,Master of Science,Business Analytics,1988,8,27,1990,5,9
298,Bachelor's Degree,Bachelor of Business Administration,Operations,1995,8,13,1998,12,17
299,Bachelor's Degree,Bachelor of Business Administration,HR,1982,8,7,1986,4,12
299,PhD Degree,Doctor of Philosophy PhD,Philosophy,1987,8,20,1992,5,20
300,Bachelor's Degree,Bachelor of Technology,Engineering,1992,1,9,1995,12,17
300,Masters's Degree,Master of Business Administration,Finance,1996,8,3,1998,12,9
301,Bachelor's Degree,Bachelor of Business Administration,Finance,1999,1,9,2002,12,17
301,PhD Degree,Doctor of Philosophy PhD,Comparative Literature,2003,8,23,2006,12,13
302,Bachelor's Degree,Bachelor of Business Administration,Operations,1986,9,16,1989,12,16
302,Masters's Degree,Master of Business Administration,HR,1990,8,14,1992,12,16
303,Bachelor's Degree,Bachelor of Engineering,Engineering,1994,8,25,1998,12,20
304,Bachelor's Degree,Bachelor of Technology,Engineering,2004,1,15,2007,12,12
304,PhD Degree,PhD,Communication,2008,1,7,2010,12,20
305,Bachelor's Degree,Bachelor of Business Administration,Engineering,1986,2,10,1990,4,7
305,Masters's Degree,Master of Science,Computer Science,1990,8,11,1991,4,10
306,Bachelor's Degree,Bachelor of Science,Physics,1991,8,24,1994,12,10
306,Masters's Degree,Master of Science,Computer Science,1995,9,20,1997,12,24
307,Bachelor's Degree,Bachelor of Science,Biology,2002,9,5,2007,7,8
308,Bachelor's Degree,Bachelor of Engineering,Engineering,2004,1,2,2008,4,14
308,Masters's Degree,Master of Science,Managament,2008,8,23,2009,5,2
309,Bachelor's Degree,Bachelor of Engineering,Engineering,1984,2,12,1987,12,11
309,Masters's Degree,Master of Business Administration,HR,1988,8,28,1990,7,12
309,PhD Degree,Doctor of Business Administration,Business management,1990,8,6,1994,12,18
310,Bachelor's Degree,Bachelor of Business Administration,Operations,2006,8,11,2010,4,16
310,Masters's Degree,Master of Science,Computer Science,2010,8,3,2011,12,11
311,Bachelor's Degree,Bachelor of Technology,Engineering,1984,8,13,1988,5,7
312,Bachelor's Degree,Bachelor of Business Administration,Finance,1988,8,14,1991,12,16
312,Masters's Degree,Master of Science,Computer Science,1992,9,23,1995,12,14
312,PhD Degree,PhD,Communication,1996,8,9,2000,12,14
313,Bachelor's Degree,Bachelor of Technology,Engineering,1989,8,5,1994,7,12
313,Masters's Degree,Master of Business Administration,Finance,1994,8,23,1998,12,5
314,Bachelor's Degree,Bachelor of Business Administration,HR,1999,8,1,2003,5,20
315,Bachelor's Degree,Bachelor of Arts,Mathematics,1986,9,23,1989,12,20
316,Bachelor's Degree,Bachelor of Engineering,Engineering,2005,9,24,2009,12,15
316,Masters's Degree,Master of Philosphy,Regional Studies,2010,8,2,2012,12,24
317,Bachelor's Degree,Bachelor of Science,Chemistry,1990,1,19,1993,12,15
317,Masters's Degree,Master of Business Administration,Operations,1994,8,13,1996,5,19
318,Bachelor's Degree,Bachelor of Arts,Mathematics,2000,1,16,2004,5,20
318,PhD Degree,Doctor of Philosophy PhD,Comparative Literature,2004,8,21,2009,7,12
319,Bachelor's Degree,Bachelor of Science,Physics,2001,2,12,2006,7,13
319,Masters's Degree,Master of Science,Business Analytics,2006,8,13,2010,4,12
320,Bachelor's Degree,Bachelor of Technology,Engineering,1993,1,3,1997,5,17
321,Bachelor's Degree,Bachelor of Business Administration,HR,2003,9,22,2006,12,9
321,Masters's Degree,Master of Science,Business Analytics,2007,8,16,2009,12,22
322,Bachelor's Degree,Bachelor of Science,Chemistry,1988,8,18,1992,5,16
322,Masters's Degree,Master of Science,Computer Science,1992,8,24,1994,12,18
323,Bachelor's Degree,Bachelor of Technology,Engineering,1983,1,22,1987,12,8
323,Masters's Degree,Master of Science,Computer Science,1988,8,15,1990,5,22
324,Bachelor's Degree,Bachelor of Business Administration,HR,1988,1,14,1992,5,12
325,Bachelor's Degree,Bachelor of Engineering,Engineering,1989,1,11,1992,12,20
325,Masters's Degree,Master of Business Administration,Marketing,1993,9,5,1995,5,11
325,PhD Degree,PhD,Communication,1995,8,12,2000,5,9
326,Bachelor's Degree,Bachelor of Arts,Commerce,1999,9,12,2003,5,11
327,Bachelor's Degree,Bachelor of Arts,History,2007,1,9,2010,12,7
327,Masters's Degree,Master of Business Administration,Operations,2011,9,15,2014,5,9
328,Bachelor's Degree,Bachelor of Arts,Commerce,1990,8,17,1993,12,16
329,Bachelor's Degree,Bachelor of Business Administration,HR,1991,8,15,1995,12,15
329,Masters's Degree,Master of Science,Business Analytics,1996,8,13,1998,12,15
330,Bachelor's Degree,Bachelor of Science,Biology,1994,9,15,1998,5,13
330,PhD Degree,PhD,Sociology,1999,2,11,2004,4,14
331,Bachelor's Degree,Bachelor of Engineering,Engineering,1998,2,2,2002,5,7
332,Bachelor's Degree,Bachelor of Business Administration,Finance,1999,2,4,2003,12,10
332,PhD Degree,PhD,Communication,2004,1,6,2008,12,16
333,Bachelor's Degree,Bachelor of Science,Biology,1986,8,17,1990,12,16
334,Bachelor's Degree,Bachelor of Arts,Economics,1993,8,6,1998,7,8
335,Bachelor's Degree,Bachelor of Arts,Economics,1987,8,5,1990,12,13
335,Masters's Degree,Master of Science,Data Science,1991,8,28,1993,12,5
336,Bachelor's Degree,Bachelor of Business Administration,Finance,1994,9,16,1997,12,16
336,Masters's Degree,Master of Business Administration,Finance,1998,8,24,2000,12,16
337,Bachelor's Degree,Bachelor of Arts,Commerce,1987,8,1,1991,5,11
337,PhD Degree,PhD,Management Studies,1991,8,22,1996,7,17
338,Bachelor's Degree,Bachelor of Science,Biology,1995,8,3,1999,5,10
338,Masters's Degree,Master of Philosphy,Regional Studies,1999,8,2,2000,12,3
339,Bachelor's Degree,Bachelor of Arts,Geography,1993,2,3,1997,4,15
340,Bachelor's Degree,Bachelor of Engineering,Engineering,2009,2,1,2013,5,15
340,Masters's Degree,Master of Business Administration,HR,2013,8,22,2015,7,1
341,Bachelor's Degree,Bachelor of Business Administration,Engineering,2006,5,24,2010,4,11
341,Masters's Degree,Master of Business Administration,Finance,2010,8,14,2011,7,24
342,Bachelor's Degree,Bachelor of Arts,Commerce,2007,1,15,2011,5,17
343,Bachelor's Degree,Bachelor of Arts,Commerce,1984,1,3,1988,4,15
344,Bachelor's Degree,Bachelor of Technology,Engineering,1984,8,24,1988,5,20
344,PhD Degree,PhD,Communication,1990,8,18,1994,12,18
345,Bachelor's Degree,Bachelor of Arts,Geography,2006,1,4,2010,12,12
346,Bachelor's Degree,Bachelor of Business Administration,HR,1997,8,22,2000,12,7
346,Masters's Degree,Master of Business Administration,Finance,2001,8,5,2003,12,22
346,PhD Degree,Doctor of Business Administration,Global Business and Leadership,2004,1,28,2008,12,11
347,Bachelor's Degree,Bachelor of Business Administration,HR,1999,1,24,2003,5,7
348,Bachelor's Degree,Bachelor of Business Administration,Engineering,2004,1,25,2007,12,10
348,Masters's Degree,Master of Science,Computer Science,2008,8,24,2010,5,25
349,Bachelor's Degree,Bachelor of Science,Biology,1984,8,27,1988,12,17
350,Bachelor's Degree,Bachelor of Engineering,Engineering,1993,9,8,1999,7,17
351,Bachelor's Degree,Bachelor of Science,Chemistry,2007,8,12,2011,5,7
351,Masters's Degree,Master of Science,Managament,2011,8,14,2012,12,12
351,PhD Degree,PhD,Sociology,2013,2,19,2017,12,8
352,Bachelor's Degree,Bachelor of Arts,Commerce,2001,8,18,2004,12,14
352,Masters's Degree,Master of Science,Physics,2005,9,18,2007,12,18
353,Bachelor's Degree,Bachelor of Business Administration,Operations,1992,1,24,1997,7,19
353,Masters's Degree,Master of Business Administration,Finance,1997,8,7,1998,5,24
354,Bachelor's Degree,Bachelor of Business Administration,Engineering,2003,1,22,2007,5,9
354,Masters's Degree,Master of Science,Business Analytics,2007,8,23,2008,5,22
355,Bachelor's Degree,Bachelor of Science,Physics,1999,1,26,2004,7,13
356,Bachelor's Degree,Bachelor of Arts,Mathematics,1985,5,18,1989,12,7
357,Bachelor's Degree,Bachelor of Business Administration,HR,2008,1,2,2012,5,19
358,Bachelor's Degree,Bachelor of Science,Biology,1999,8,24,2002,12,20
358,Masters's Degree,Master of Science,Computer Science,2003,9,2,2005,12,24
359,Bachelor's Degree,Bachelor of Technology,Engineering,2004,8,15,2007,12,13
360,Bachelor's Degree,Bachelor of Business Administration,HR,1998,1,9,2003,7,19
361,Bachelor's Degree,Bachelor of Technology,Engineering,2002,8,27,2006,12,10
362,Bachelor's Degree,Bachelor of Science,Physics,1996,8,26,2000,5,12
362,PhD Degree,PhD,Sociology,2001,1,12,2005,12,12
363,Bachelor's Degree,Bachelor of Arts,Economics,1987,1,7,1991,5,16
364,Bachelor's Degree,Bachelor of Business Administration,Engineering,1999,9,19,2002,12,8
364,Masters's Degree,Master of Science,Managament,2003,8,7,2005,12,19
365,Bachelor's Degree,Bachelor of Technology,Engineering,1982,8,28,1986,5,16
366,Bachelor's Degree,Bachelor of Arts,Commerce,1996,1,11,2000,5,7
366,Masters's Degree,Master of Business Administration,Operations,2000,8,24,2001,5,11
367,Bachelor's Degree,Bachelor of Business Administration,HR,1996,8,6,1999,12,14
367,PhD Degree,PhD,Communication,2000,8,17,2004,5,9
368,Bachelor's Degree,Bachelor of Technology,Engineering,1987,8,8,1990,12,15
369,Bachelor's Degree,Bachelor of Technology,Engineering,1995,9,26,1999,4,9
369,Masters's Degree,Master of Science,Physics,1999,8,18,2000,12,26
370,Bachelor's Degree,Bachelor of Business Administration,Finance,1999,9,10,2003,4,10
371,Bachelor's Degree,Bachelor of Business Administration,HR,1992,1,11,1995,12,8
371,Masters's Degree,Master of Science,Data Science,1996,8,1,1998,5,11
371,PhD Degree,PhD,Communication,1999,1,13,2003,12,15
372,Bachelor's Degree,Bachelor of Business Administration,Finance,2006,8,17,2009,12,18
372,Masters's Degree,Master of Science,Business Analytics,2010,9,18,2012,12,17
373,Bachelor's Degree,Bachelor of Arts,Mathematics,2003,1,20,2006,12,18
373,Masters's Degree,Master of Science,Business Analytics,2007,9,12,2009,5,20
374,Bachelor's Degree,Bachelor of Engineering,Engineering,2007,8,18,2010,12,14
375,Bachelor's Degree,Bachelor of Technology,Engineering,1981,8,24,1985,12,14
375,Masters's Degree,Master of Science,Business Analytics,1986,8,16,1988,12,24
376,Bachelor's Degree,Bachelor of Business Administration,Operations,1999,9,8,2003,5,16
376,Masters's Degree,Master of Science,Computer Science,2003,8,12,2005,12,8
376,PhD Degree,Doctor of Philosophy PhD,Philosophy,2006,1,13,2011,5,11
377,Bachelor's Degree,Bachelor of Science,Physics,1989,8,23,1993,5,7
378,Bachelor's Degree,Bachelor of Arts,Economics,1986,1,20,1989,12,20
378,Masters's Degree,Master of Science,Data Science,1990,8,15,1992,5,20
379,Bachelor's Degree,Bachelor of Science,Physics,1993,2,15,1997,12,7
380,Bachelor's Degree,Bachelor of Business Administration,Finance,1994,1,13,1997,12,14
381,Bachelor's Degree,Bachelor of Science,Biology,1995,8,24,2000,7,17
381,Masters's Degree,Master of Business Administration,Marketing,2000,8,23,2002,12,24
382,Bachelor's Degree,Bachelor of Business Administration,HR,2000,1,6,2004,4,19
382,Masters's Degree,Master of Science,Physics,2004,8,2,2005,12,6
382,PhD Degree,PhD,Communication,2007,9,24,2011,12,8
383,Bachelor's Degree,Bachelor of Arts,History,1983,1,3,1986,12,15
383,Masters's Degree,Master of Philosphy,Economics,1987,8,18,1989,5,3
383,PhD Degree,Doctor of Philosophy PhD,Philosophy,1990,8,26,1994,12,8
384,Bachelor's Degree,Bachelor of Technology,Engineering,1984,1,16,1989,7,16
384,Masters's Degree,Master of Science,Data Science,1989,8,7,1993,5,16
385,Bachelor's Degree,Bachelor of Business Administration,HR,2003,1,17,2006,12,10
385,Masters's Degree,Master of Science,Computer Science,2007,8,1,2009,5,17
386,Bachelor's Degree,Bachelor of Arts,Geography,1997,1,19,2000,12,8
387,Bachelor's Degree,Bachelor of Arts,History,1990,8,13,1993,12,17
387,Masters's Degree,Master of Science,Data Science,1994,8,6,1996,12,13
388,Bachelor's Degree,Bachelor of Business Administration,Engineering,1997,8,28,2002,4,19
389,Bachelor's Degree,Bachelor of Science,Chemistry,1997,2,13,2001,5,9
389,Masters's Degree,Master of Business Administration,Finance,2001,8,28,2002,7,13
389,PhD Degree,PhD,Management Studies,2004,1,19,2008,12,10
390,Bachelor's Degree,Bachelor of Technology,Engineering,1996,1,16,2000,5,11
391,Bachelor's Degree,Bachelor of Science,Chemistry,1998,1,19,2001,12,13
392,Bachelor's Degree,Bachelor of Business Administration,HR,1983,1,24,1986,12,19
393,Bachelor's Degree,Bachelor of Engineering,Engineering,1986,8,26,1991,7,11
393,Masters's Degree,Master of Science,Business Analytics,1991,8,8,1992,12,26
394,Bachelor's Degree,Bachelor of Arts,Geography,1990,9,26,1994,4,8
394,Masters's Degree,Master of Philosphy,History,1994,8,15,1995,12,26
395,Bachelor's Degree,Bachelor of Business Administration,Engineering,2006,1,11,2010,5,16
396,Bachelor's Degree,Bachelor of Business Administration,HR,1989,1,19,1994,7,9
396,PhD Degree,PhD,Sociology,1996,8,9,2001,5,16
397,Bachelor's Degree,Bachelor of Business Administration,Operations,1988,1,10,1992,5,19
397,Masters's Degree,Master of Business Administration,Marketing,1992,8,15,1994,12,10
398,Bachelor's Degree,Bachelor of Business Administration,Finance,2003,1,2,2007,12,10
399,Bachelor's Degree,Bachelor of Engineering,Engineering,1986,1,16,1989,12,19
399,Masters's Degree,Master of Science,Computer Science,1990,8,18,1992,12,16
400,Bachelor's Degree,Bachelor of Science,Chemistry,1982,9,18,1986,4,20
401,Bachelor's Degree,Bachelor of Science,Chemistry,2002,8,8,2005,12,16
401,Masters's Degree,Master of Science,Data Science,2006,9,9,2008,12,8
402,Bachelor's Degree,Bachelor of Arts,History,1989,2,21,1994,7,9
402,Masters's Degree,Master of Business Administration,Finance,1994,8,6,1997,7,21
403,Bachelor's Degree,Bachelor of Business Administration,Finance,1999,1,12,2004,7,14
404,Bachelor's Degree,Bachelor of Arts,Mathematics,1989,2,13,1993,5,12
404,PhD Degree,Doctor of Business Administration,Business management,1994,2,1,1998,5,11
405,Bachelor's Degree,Bachelor of Arts,Economics,2009,2,15,2014,7,19
406,Bachelor's Degree,Bachelor of Arts,Geography,1993,2,22,1996,12,12
407,Bachelor's Degree,Bachelor of Arts,Economics,1991,2,7,1995,5,15
408,Bachelor's Degree,Bachelor of Business Administration,Operations,2008,1,3,2014,7,13
408,Masters's Degree,Master of Business Administration,Marketing,2014,8,20,2017,5,3
409,Bachelor's Degree,Bachelor of Science,Biology,1999,8,14,2003,5,16
409,Masters's Degree,Master of Business Administration,Finance,2003,8,23,2005,12,14
410,Bachelor's Degree,Bachelor of Arts,Geography,1987,9,22,1990,12,9
411,Bachelor's Degree,Bachelor of Arts,Mathematics,2006,2,23,2010,12,12
411,Masters's Degree,Master of Science,Computer Science,2011,1,8,2013,4,23
412,Bachelor's Degree,Bachelor of Business Administration,Operations,1984,9,7,1988,5,14
413,Bachelor's Degree,Bachelor of Science,Biology,1985,8,27,1989,5,7
413,Masters's Degree,Master of Science,Computer Science,1989,8,1,1990,12,27
414,Bachelor's Degree,Bachelor of Engineering,Engineering,1993,2,20,1997,12,20
414,Masters's Degree,Master of Business Administration,HR,1998,8,11,2000,7,20
414,PhD Degree,PhD,Communication,2001,1,9,2004,12,18
415,Bachelor's Degree,Bachelor of Engineering,Engineering,1991,8,24,1994,12,12
415,Masters's Degree,Master of Science,Data Science,1995,9,9,1998,12,24
416,Bachelor's Degree,Bachelor of Arts,Geography,1983,1,24,1986,12,14
416,Masters's Degree,Master of Business Administration,Marketing,1987,8,6,1989,5,24
417,Bachelor's Degree,Bachelor of Business Administration,Finance,1989,2,25,1993,5,19
417,Masters's Degree,Master of Business Administration,Operations,1993,8,20,1995,7,25
417,PhD Degree,PhD,Sociology,1996,9,28,2001,5,18
418,Bachelor's Degree,Bachelor of Business Administration,Engineering,2003,8,5,2007,12,8
419,Bachelor's Degree,Bachelor of Business Administration,Finance,1995,1,5,1998,12,9
420,Bachelor's Degree,Bachelor of Engineering,Engineering,1998,1,8,2002,12,16
421,Bachelor's Degree,Bachelor of Business Administration,Marketing,1987,9,25,1991,12,14
421,Masters's Degree,Master of Science,Managament,1992,8,6,1994,12,25
422,Bachelor's Degree,Bachelor of Business Administration,Finance,1997,8,19,2001,5,10
423,Bachelor's Degree,Bachelor of Business Administration,Finance,1993,1,24,1996,12,16
423,PhD Degree,Doctor of Philosophy PhD,Comparative Literature,1998,1,23,2001,12,14
424,Bachelor's Degree,Bachelor of Science,Physics,2004,1,1,2008,5,20
424,Masters's Degree,Master of Science,Computer Science,2008,8,5,2010,5,1
425,Bachelor's Degree,Bachelor of Business Administration,Finance,2002,8,14,2007,7,18
425,PhD Degree,Doctor of Philosophy PhD,Philosophy,2008,9,23,2012,12,16
426,Bachelor's Degree,Bachelor of Business Administration,HR,1992,9,5,1996,12,19
427,Bachelor's Degree,Bachelor of Business Administration,Engineering,1991,9,20,1994,12,8
427,PhD Degree,Doctor of Philosophy PhD,Philosophy,1995,1,28,1999,5,8
428,Bachelor's Degree,Bachelor of Business Administration,Finance,1986,1,26,1990,5,13
429,Bachelor's Degree,Bachelor of Technology,Engineering,1983,8,16,1987,4,14
430,Bachelor's Degree,Bachelor of Engineering,Engineering,1993,1,22,1996,12,9
431,Bachelor's Degree,Bachelor of Engineering,Engineering,2001,8,11,2005,12,9
432,Bachelor's Degree,Bachelor of Arts,Geography,1991,8,22,1995,5,8
433,Bachelor's Degree,Bachelor of Science,Chemistry,2000,8,17,2003,12,8
434,Bachelor's Degree,Bachelor of Technology,Engineering,1987,8,18,1991,12,8
434,PhD Degree,Doctor of Philosophy PhD,Comparative Literature,1992,1,21,1996,12,20
435,Bachelor's Degree,Bachelor of Business Administration,HR,1990,1,21,1993,12,20
436,Bachelor's Degree,Bachelor of Technology,Engineering,1987,1,28,1991,12,16
436,Masters's Degree,Master of Science,Business Analytics,1992,8,27,1994,12,28
437,Bachelor's Degree,Bachelor of Engineering,Engineering,1997,9,28,2001,12,12
438,Bachelor's Degree,Bachelor of Business Administration,Finance,1993,8,17,1997,12,7
439,Bachelor's Degree,Bachelor of Arts,Mathematics,1983,1,10,1987,5,9
440,Bachelor's Degree,Bachelor of Business Administration,HR,1997,1,7,2001,12,12
441,Bachelor's Degree,Bachelor of Arts,Mathematics,1986,1,3,1990,5,15
441,Masters's Degree,Master of Business Administration,Marketing,1990,8,24,1991,5,3
442,Bachelor's Degree,Bachelor of Engineering,Engineering,1990,1,1,1994,12,12
442,Masters's Degree,Master of Philosphy,English,1995,8,5,1997,5,1
443,Bachelor's Degree,Bachelor of Science,Biology,1986,8,27,1990,12,15
444,Bachelor's Degree,Bachelor of Technology,Engineering,2005,9,15,2009,5,13
444,Masters's Degree,Master of Business Administration,Operations,2009,8,3,2011,12,15
445,Bachelor's Degree,Bachelor of Technology,Engineering,1991,1,3,1995,5,17
446,Bachelor's Degree,Bachelor of Business Administration,HR,1993,9,26,1997,12,16
447,Bachelor's Degree,Bachelor of Technology,Engineering,2004,8,13,2008,5,19
447,Masters's Degree,Master of Business Administration,Finance,2008,8,17,2009,12,13
448,Bachelor's Degree,Bachelor of Engineering,Engineering,1985,8,23,1991,7,15
448,Masters's Degree,Master of Business Administration,Operations,1991,8,17,1994,12,23
449,Bachelor's Degree,Bachelor of Business Administration,HR,1993,1,13,1997,12,7
450,Bachelor's Degree,Bachelor of Engineering,Engineering,2003,1,21,2007,5,10
450,Masters's Degree,Master of Business Administration,Operations,2007,8,23,2008,5,21
451,Bachelor's Degree,Bachelor of Science,Physics,2000,8,8,2003,12,18
452,Bachelor's Degree,Bachelor of Technology,Engineering,2001,9,19,2004,12,8
453,Bachelor's Degree,Bachelor of Business Administration,HR,2008,1,3,2012,5,10
