id,start_year,start_month,end_year,end_month,job_title,department
245,2002.0,10,2007.0,9,Data Analyst,Analytics Department
245,2007.0,9,2011.0,3,Data Analyst II,Analytics Department
246,1998.0,5,2004.0,1,Associate Data Analyst,Analytics Department
246,2004.0,1,2009.0,9,Data Analyst,Analytics Department
246,2010.0,9,2011.0,7,Data Analyst II,Analytics Department
247,1991.0,5,1997.0,6,Associate Data Analyst,Administration Department
247,1998.0,6,2003.0,9,Assistant Manager,Administration Department
247,2004.0,9,2016.0,8,Manager,Administration Department
248,1997.0,12,2003.0,4,Associate Data Analyst,Analytics Department
248,2003.0,4,2008.0,3,Data Analyst,Analytics Department
248,2008.0,3,2012.0,3,Data Analyst II,Analytics Department
249,1996.0,7,2002.0,3,Associate Data Analyst,Analytics Department
249,2002.0,3,2007.0,4,Data Analyst,Analytics Department
249,2008.0,4,2012.0,6,Data Analyst II,Analytics Department
250,1993.0,12,1999.0,7,Associate Backend Engineer,Analytics Department
250,1999.0,7,2004.0,9,Backend Engineer,Analytics Department
250,2005.0,9,2017.0,9,Backend Engineer II,Analytics Department
251,1996.0,4,2002.0,2,Associate Data Analyst,Analytics Department
251,2003.0,2,2008.0,2,Data Analyst,Analytics Department
251,2008.0,2,2012.0,9,Data Analyst II,Analytics Department
252,2002.0,7,2008.0,10,Associate Frontend Engineer,IT Department
253,1996.0,5,2002.0,2,Associate Manager,Administration Department
253,2002.0,2,2007.0,4,Assistant Manager,Administration Department
253,2007.0,4,2011.0,12,Manager,Administration Department
254,2008.0,5,2012.0,8,Associate Frontend Engineer,IT Department
255,2008.0,5,2012.0,9,Associate Frontend Engineer,IT Department
257,1992.0,4,1998.0,8,Associate Frontend Engineer,IT Department
257,1998.0,8,2003.0,7,Frontend Engineer,IT Department
257,2004.0,7,2016.0,7,Frontend Engineer II,IT Department
258,1998.0,5,2004.0,8,Associate Data Analyst,Analytics Department
258,2004.0,8,2009.0,3,Data Analyst,Analytics Department
260,2004.0,4,2010.0,4,Associate Backend Engineer,Analytics Department
261,1999.0,12,2005.0,5,Associate Backend Engineer,Analytics Department
261,2005.0,5,2010.0,3,Backend Engineer,Analytics Department
261,2010.0,3,2011.0,8,Backend Engineer II,Analytics Department
262,1995.0,5,2001.0,6,Associate Backend Engineer,Analytics Department
262,2002.0,6,2007.0,5,Backend Engineer,Analytics Department
262,2008.0,5,2012.0,1,Backend Engineer II,Analytics Department
263,1996.0,12,2002.0,5,Associate Data Analyst,Analytics Department
263,2002.0,5,2007.0,9,Data Analyst,Analytics Department
263,2008.0,9,2012.0,9,Data Analyst II,Analytics Department
264,1996.0,5,2002.0,5,Associate Data Analyst,Analytics Department
264,2002.0,5,2007.0,2,Data Analyst,Analytics Department
264,2008.0,2,2012.0,6,Data Analyst II,Analytics Department
265,2010.0,5,2014.0,12,Associate Frontend Engineer,IT Department
267,2008.0,4,2012.0,2,Associate Backend Engineer,IT Department
268,2005.0,12,2011.0,6,Associate Data Analyst,Analytics Department
269,1988.0,12,1994.0,3,Associate Frontend Engineer,IT Department
269,1995.0,3,2000.0,5,Frontend Engineer,IT Department
269,2000.0,5,2012.0,10,Frontend Engineer II,IT Department
270,2010.0,5,2014.0,7,Associate Data Analyst,Analytics Department
271,1990.0,5,1996.0,9,Associate Backend Engineer,Analytics Department
271,1997.0,9,2002.0,10,Backend Engineer,Analytics Department
271,2002.0,10,2014.0,7,Backend Engineer II,Analytics Department
272,1996.0,5,2002.0,4,Associate Data Analyst,Analytics Department
272,2002.0,4,2007.0,2,Data Analyst,Analytics Department
272,2007.0,2,2011.0,5,Data Analyst II,Analytics Department
274,2005.0,12,2011.0,12,Associate Data Analyst,Analytics Department
275,2004.0,12,2010.0,9,Associate Manager,Administration Department
276,1993.0,12,1999.0,9,Associate Backend Engineer,IT Department
276,1999.0,9,2004.0,7,Backend Engineer,IT Department
276,2004.0,7,2016.0,8,Backend Engineer II,IT Department
277,2003.0,12,2009.0,7,Associate Data Analyst,Analytics Department
278,1996.0,12,2002.0,9,Associate Data Analyst,Analytics Department
278,2003.0,9,2008.0,8,Data Analyst,Analytics Department
278,2008.0,8,2012.0,7,Data Analyst II,Analytics Department
279,2005.0,12,2011.0,11,Associate Backend Engineer,IT Department
280,2011.0,5,2015.0,4,Associate Frontend Engineer,IT Department
281,2000.0,12,2006.0,8,Associate Backend Engineer,IT Department
282,2001.0,5,2007.0,12,Associate Frontend Engineer,IT Department
283,2004.0,5,2010.0,4,Associate Frontend Engineer,IT Department
284,1991.0,12,1997.0,8,Associate Backend Engineer,Analytics Department
284,1998.0,8,2003.0,2,Backend Engineer,Analytics Department
284,2004.0,2,2016.0,6,Backend Engineer II,Analytics Department
285,2012.0,7,2016.0,1,Associate Backend Engineer,Analytics Department
286,1993.0,12,1999.0,1,Associate Data Analyst,Analytics Department
286,1999.0,1,2004.0,8,Data Analyst,Analytics Department
286,2004.0,8,2016.0,5,Data Analyst II,Analytics Department
287,2002.0,5,2008.0,9,Associate Frontend Engineer,IT Department
288,2009.0,7,2013.0,8,Associate Backend Engineer,Analytics Department
289,2011.0,12,2015.0,6,Associate Data Analyst,Analytics Department
290,2009.0,12,2013.0,5,Associate Frontend Engineer,IT Department
291,2002.0,12,2008.0,5,Associate Manager,Administration Department
292,1995.0,5,2001.0,11,Associate Backend Engineer,IT Department
292,2001.0,11,2006.0,9,Backend Engineer,IT Department
292,2007.0,9,2011.0,11,Backend Engineer II,IT Department
293,2008.0,7,2012.0,8,Associate Backend Engineer,Analytics Department
294,1998.0,7,2004.0,11,Associate Data Analyst,Analytics Department
294,2004.0,11,2009.0,12,Data Analyst,Analytics Department
295,1997.0,12,2003.0,2,Associate Backend Engineer,IT Department
295,2003.0,2,2008.0,10,Backend Engineer,IT Department
295,2008.0,10,2012.0,4,Backend Engineer II,IT Department
297,1992.0,4,1998.0,6,Associate Frontend Engineer,IT Department
297,1998.0,6,2003.0,7,Frontend Engineer,IT Department
297,2003.0,7,2015.0,2,Frontend Engineer II,IT Department
298,2006.0,5,2010.0,7,Associate Data Analyst,Analytics Department
299,2011.0,5,2015.0,12,Associate Data Analyst,Analytics Department
300,1988.0,12,1994.0,2,Associate Data Analyst,Analytics Department
300,1995.0,2,2000.0,11,Data Analyst,Analytics Department
300,2000.0,11,2012.0,4,Data Analyst II,Analytics Department
301,2004.0,12,2010.0,12,Associate Data Analyst,Analytics Department
302,2012.0,12,2016.0,3,Associate Backend Engineer,IT Department
303,1986.0,12,1992.0,2,Associate Manager,Administration Department
303,1992.0,2,1997.0,10,Assistant Manager,Administration Department
303,1997.0,10,2009.0,12,Manager,Administration Department
304,2003.0,12,2009.0,11,Associate Data Analyst,Analytics Department
305,1998.0,12,2004.0,11,Associate Data Analyst,Analytics Department
305,2004.0,11,2009.0,12,Data Analyst,Analytics Department
306,1991.0,12,1997.0,3,Associate Frontend Engineer,IT Department
306,1997.0,3,2002.0,8,Frontend Engineer,IT Department
306,2003.0,8,2015.0,9,Frontend Engineer II,IT Department
307,2006.0,5,2010.0,4,Associate Data Analyst,Analytics Department
308,1988.0,5,1994.0,2,Associate Frontend Engineer,IT Department
308,1995.0,2,2000.0,4,Frontend Engineer,IT Department
308,2000.0,4,2012.0,1,Frontend Engineer II,IT Department
309,1989.0,12,1995.0,1,Associate Backend Engineer,IT Department
309,1996.0,1,2001.0,8,Backend Engineer,IT Department
309,2001.0,8,2013.0,12,Backend Engineer II,IT Department
310,2006.0,7,2010.0,12,Associate Backend Engineer,IT Department
311,2011.0,5,2015.0,11,Associate Manager,Administration Department
312,2003.0,12,2009.0,6,Associate Data Analyst,Analytics Department
313,1998.0,4,2004.0,9,Associate Data Analyst,Analytics Department
313,2004.0,9,2009.0,9,Data Analyst,Analytics Department
314,1998.0,12,2004.0,9,Associate Data Analyst,Analytics Department
314,2005.0,9,2010.0,6,Data Analyst,Analytics Department
314,2010.0,6,2011.0,6,Data Analyst II,Analytics Department
315,2004.0,5,2010.0,7,Associate Frontend Engineer,IT Department
316,1999.0,7,2005.0,1,Associate Backend Engineer,Analytics Department
316,2005.0,1,2010.0,4,Backend Engineer,Analytics Department
316,2010.0,4,2011.0,7,Backend Engineer II,Analytics Department
317,2004.0,12,2010.0,6,Associate Data Analyst,Analytics Department
318,1994.0,7,2000.0,7,Associate Data Analyst,Analytics Department
318,2001.0,7,2006.0,8,Data Analyst,Analytics Department
318,2006.0,8,2010.0,5,Data Analyst II,Analytics Department
319,1990.0,12,1996.0,11,Associate Backend Engineer,Analytics Department
319,1997.0,11,2002.0,8,Backend Engineer,Analytics Department
319,2002.0,8,2014.0,3,Backend Engineer II,Analytics Department
320,2003.0,12,2009.0,1,Associate Backend Engineer,IT Department
321,1987.0,12,1993.0,1,Associate Data Analyst,Analytics Department
321,1993.0,1,1998.0,1,Data Analyst,Analytics Department
321,1999.0,1,2011.0,8,Data Analyst II,Analytics Department
322,1996.0,7,2002.0,12,Associate Backend Engineer,Analytics Department
322,2002.0,12,2007.0,1,Backend Engineer,Analytics Department
322,2007.0,1,2011.0,8,Backend Engineer II,Analytics Department
323,2009.0,5,2013.0,5,Associate Backend Engineer,IT Department
324,2012.0,7,2016.0,8,Associate Backend Engineer,IT Department
325,2003.0,5,2009.0,5,Associate Data Analyst,Analytics Department
326,1994.0,12,2000.0,12,Associate Backend Engineer,Analytics Department
326,2001.0,12,2006.0,5,Backend Engineer,Analytics Department
326,2006.0,5,2010.0,2,Backend Engineer II,Analytics Department
327,1999.0,12,2005.0,9,Associate Data Analyst,Analytics Department
328,1989.0,5,1995.0,9,Associate Backend Engineer,IT Department
328,1995.0,9,2000.0,3,Backend Engineer,IT Department
328,2001.0,3,2013.0,8,Backend Engineer II,IT Department
329,2003.0,12,2009.0,11,Associate Data Analyst,Analytics Department
331,2001.0,7,2007.0,9,Associate Data Analyst,Analytics Department
333,1994.0,4,2000.0,1,Associate Frontend Engineer,IT Department
333,2000.0,1,2005.0,1,Frontend Engineer,IT Department
333,2005.0,1,2017.0,9,Frontend Engineer II,IT Department
334,1991.0,5,1997.0,11,Associate Data Analyst,Analytics Department
334,1998.0,11,2003.0,11,Data Analyst,Analytics Department
334,2003.0,11,2015.0,9,Data Analyst II,Analytics Department
335,1999.0,12,2005.0,2,Associate Backend Engineer,IT Department
335,2005.0,2,2010.0,10,Backend Engineer,IT Department
335,2010.0,10,2011.0,5,Backend Engineer II,IT Department
336,2009.0,12,2013.0,5,Associate Frontend Engineer,IT Department
337,1997.0,7,2003.0,9,Associate Data Analyst,Analytics Department
337,2003.0,9,2008.0,2,Data Analyst,Analytics Department
337,2008.0,2,2012.0,5,Data Analyst II,Analytics Department
339,2000.0,5,2006.0,2,Associate Backend Engineer,IT Department
340,1998.0,12,2004.0,8,Associate Frontend Engineer,IT Department
340,2004.0,8,2009.0,4,Frontend Engineer,IT Department
341,1995.0,12,2001.0,7,Associate Manager,Administration Department
341,2002.0,7,2007.0,12,Assistant Manager,Administration Department
341,2008.0,12,2012.0,10,Manager,Administration Department
342,1991.0,12,1997.0,1,Associate Backend Engineer,Analytics Department
342,1997.0,1,2002.0,12,Backend Engineer,Analytics Department
342,2002.0,12,2014.0,6,Backend Engineer II,Analytics Department
343,2009.0,12,2013.0,2,Associate Frontend Engineer,IT Department
344,1999.0,12,2005.0,5,Associate Frontend Engineer,IT Department
344,2005.0,5,2010.0,9,Frontend Engineer,IT Department
344,2010.0,9,2011.0,12,Frontend Engineer II,IT Department
345,1988.0,4,1994.0,1,Associate Backend Engineer,IT Department
345,1994.0,1,1999.0,5,Backend Engineer,IT Department
345,2000.0,5,2012.0,4,Backend Engineer II,IT Department
346,2004.0,12,2010.0,9,Associate Backend Engineer,Analytics Department
347,2003.0,7,2009.0,11,Associate Data Analyst,Analytics Department
348,1986.0,12,1992.0,2,Associate Data Analyst,Analytics Department
348,1993.0,2,1998.0,7,Data Analyst,Analytics Department
348,1998.0,7,2010.0,7,Data Analyst II,Analytics Department
349,1988.0,4,1994.0,7,Associate Data Analyst,Analytics Department
349,1994.0,7,1999.0,8,Data Analyst,Analytics Department
349,2000.0,8,2012.0,2,Data Analyst II,Analytics Department
350,2003.0,12,2009.0,2,Associate Backend Engineer,IT Department
351,2002.0,12,2008.0,1,Associate Backend Engineer,IT Department
352,1992.0,12,1998.0,10,Associate Backend Engineer,Analytics Department
352,1999.0,10,2004.0,2,Backend Engineer,Analytics Department
352,2004.0,2,2016.0,4,Backend Engineer II,Analytics Department
353,1990.0,12,1996.0,4,Associate Backend Engineer,Analytics Department
353,1997.0,4,2002.0,4,Backend Engineer,Analytics Department
353,2002.0,4,2014.0,10,Backend Engineer II,Analytics Department
355,1990.0,5,1996.0,7,Associate Data Analyst,Analytics Department
355,1996.0,7,2001.0,10,Data Analyst,Analytics Department
355,2001.0,10,2013.0,3,Data Analyst II,Analytics Department
356,1994.0,12,2000.0,4,Associate Data Analyst,Analytics Department
356,2000.0,4,2005.0,6,Data Analyst,Analytics Department
356,2005.0,6,2017.0,4,Data Analyst II,Analytics Department
357,1998.0,7,2004.0,12,Associate Backend Engineer,IT Department
357,2004.0,12,2009.0,7,Backend Engineer,IT Department
358,2000.0,12,2006.0,5,Associate Data Analyst,Analytics Department
359,2001.0,5,2007.0,1,Associate Backend Engineer,Analytics Department
360,1997.0,5,2003.0,12,Associate Backend Engineer,Analytics Department
360,2003.0,12,2008.0,4,Backend Engineer,Analytics Department
361,1992.0,12,1998.0,6,Associate Frontend Engineer,IT Department
361,1998.0,6,2003.0,4,Frontend Engineer,IT Department
361,2003.0,4,2015.0,12,Frontend Engineer II,IT Department
362,2009.0,12,2013.0,11,Associate Data Analyst,Analytics Department
363,2000.0,4,2006.0,9,Associate Data Analyst,Analytics Department
364,2010.0,12,2014.0,9,Associate Backend Engineer,IT Department
365,1992.0,12,1998.0,5,Associate Frontend Engineer,IT Department
365,1999.0,5,2004.0,9,Frontend Engineer,IT Department
365,2004.0,9,2016.0,11,Backend Engineer II,IT Department
366,1988.0,12,1994.0,12,Associate Data Analyst,Analytics Department
366,1995.0,12,2000.0,4,Data Analyst,Analytics Department
366,2000.0,4,2012.0,8,Data Analyst II,Analytics Department
368,1992.0,12,1998.0,8,Associate Frontend Engineer,IT Department
368,1998.0,8,2003.0,9,Frontend Engineer,IT Department
368,2004.0,9,2016.0,8,Backend Engineer II,IT Department
369,1993.0,12,1999.0,6,Associate Backend Engineer,IT Department
369,1999.0,6,2004.0,12,Backend Engineer,IT Department
369,2005.0,12,2017.0,12,Backend Engineer II,IT Department
370,2003.0,4,2009.0,9,Associate Data Analyst,Analytics Department
371,2011.0,12,2015.0,3,Associate Data Analyst,Analytics Department
372,1991.0,12,1997.0,6,Associate Backend Engineer,IT Department
372,1998.0,6,2003.0,6,Backend Engineer,IT Department
372,2003.0,6,2015.0,7,Backend Engineer II,IT Department
373,1993.0,12,1999.0,2,Associate Frontend Engineer,IT Department
373,1999.0,2,2004.0,9,Frontend Engineer,IT Department
373,2005.0,9,2017.0,4,Backend Engineer II,IT Department
374,1993.0,12,1999.0,2,Associate Data Analyst,Analytics Department
374,2000.0,2,2005.0,10,Data Analyst,Analytics Department
374,2005.0,10,2017.0,4,Data Analyst II,Analytics Department
375,1994.0,5,2000.0,4,Associate Data Analyst,Analytics Department
375,2000.0,4,2005.0,8,Data Analyst,Analytics Department
375,2005.0,8,2017.0,4,Data Analyst II,Analytics Department
376,2005.0,5,2011.0,1,Associate Backend Engineer,Analytics Department
377,1997.0,7,2003.0,5,Associate Data Analyst,Analytics Department
377,2003.0,5,2008.0,1,Data Analyst,Analytics Department
377,2008.0,1,2012.0,10,Data Analyst II,Analytics Department
378,2005.0,5,2011.0,9,Associate Data Analyst,Analytics Department
379,2003.0,5,2009.0,5,Associate Data Analyst,Analytics Department
380,1984.0,12,1990.0,3,Associate Backend Engineer,IT Department
380,1990.0,3,2000.0,12,Backend Engineer,IT Department
380,2000.0,12,2012.0,5,Backend Engineer II,IT Department
381,2010.0,5,2014.0,1,Associate Frontend Engineer,IT Department
383,2007.0,12,2011.0,2,Associate Data Analyst,Analytics Department
384,1999.0,12,2005.0,9,Associate Backend Engineer,Analytics Department
384,2005.0,9,2010.0,12,Backend Engineer,Analytics Department
384,2010.0,12,2011.0,9,Backend Engineer II,Analytics Department
385,1992.0,12,1998.0,10,Associate Data Analyst,Analytics Department
385,1998.0,10,2003.0,7,Data Analyst,Analytics Department
385,2003.0,7,2015.0,10,Data Analyst II,Analytics Department
386,1999.0,12,2005.0,2,Associate Data Analyst,Analytics Department
387,2008.0,5,2012.0,2,Associate Data Analyst,Analytics Department
388,1994.0,4,2000.0,5,Associate Data Analyst,Analytics Department
388,2000.0,5,2005.0,8,Data Analyst,Analytics Department
388,2005.0,8,2017.0,9,Data Analyst II,Analytics Department
389,1997.0,12,2003.0,10,Associate Data Analyst,Analytics Department
389,2004.0,10,2009.0,1,Data Analyst,Analytics Department
389,2010.0,1,2011.0,8,Data Analyst II,Analytics Department
390,2011.0,7,2015.0,8,Associate Data Analyst,Analytics Department
391,1994.0,12,2000.0,5,Associate Backend Engineer,Analytics Department
391,2001.0,5,2006.0,8,Backend Engineer,Analytics Department
391,2006.0,8,2010.0,7,Backend Engineer II,Analytics Department
392,2012.0,12,2016.0,8,Associate Frontend Engineer,IT Department
393,2003.0,5,2009.0,2,Associate Data Analyst,Analytics Department
394,1996.0,5,2002.0,12,Associate Backend Engineer,Analytics Department
394,2002.0,12,2007.0,5,Backend Engineer,Analytics Department
394,2008.0,5,2012.0,8,Backend Engineer II,Analytics Department
395,2002.0,12,2008.0,12,Associate Frontend Engineer,IT Department
396,1995.0,5,2001.0,2,Associate Manager,Administration Department
396,2001.0,2,2006.0,9,Assistant Manager,Administration Department
396,2007.0,9,2011.0,4,Manager,Administration Department
397,1999.0,12,2005.0,10,Associate Data Analyst,Analytics Department
397,2005.0,10,2010.0,10,Data Analyst,Analytics Department
397,2010.0,10,2011.0,3,Data Analyst II,Analytics Department
398,1989.0,12,1995.0,4,Associate Data Analyst,Analytics Department
398,1995.0,4,2000.0,1,Data Analyst,Analytics Department
398,2000.0,1,2012.0,9,Data Analyst II,Analytics Department
399,1999.0,12,2005.0,9,Associate Data Analyst,Analytics Department
400,1997.0,12,2003.0,3,Associate Frontend Engineer,IT Department
400,2003.0,3,2008.0,10,Frontend Engineer,IT Department
400,2008.0,10,2012.0,3,Backend Engineer II,IT Department
401,1993.0,7,1999.0,7,Associate Frontend Engineer,IT Department
401,1999.0,7,2004.0,9,Frontend Engineer,IT Department
401,2005.0,9,2017.0,9,Frontend Engineer II,IT Department
402,2002.0,7,2008.0,10,Associate Backend Engineer,IT Department
403,1998.0,5,2004.0,2,Associate Data Analyst,Analytics Department
403,2004.0,2,2009.0,4,Data Analyst,Analytics Department
403,2010.0,4,2011.0,12,Data Analyst II,Analytics Department
404,1995.0,5,2001.0,4,Associate Backend Engineer,Analytics Department
404,2001.0,4,2006.0,3,Backend Engineer,Analytics Department
404,2007.0,3,2011.0,12,Backend Engineer II,Analytics Department
405,1992.0,5,1998.0,6,Associate Data Analyst,Analytics Department
405,1999.0,6,2004.0,2,Data Analyst,Analytics Department
405,2005.0,2,2017.0,9,Data Analyst II,Analytics Department
406,1998.0,12,2004.0,6,Associate Data Analyst,Analytics Department
406,2005.0,6,2010.0,2,Data Analyst,Analytics Department
406,2011.0,2,2012.0,9,Data Analyst II,Analytics Department
407,1999.0,4,2005.0,4,Associate Backend Engineer,Analytics Department
407,2005.0,4,2010.0,6,Backend Engineer,Analytics Department
407,2010.0,6,2011.0,7,Backend Engineer II,Analytics Department
408,1993.0,5,1999.0,7,Associate Data Analyst,Analytics Department
408,2000.0,7,2005.0,5,Data Analyst,Analytics Department
408,2006.0,5,2010.0,3,Data Analyst II,Analytics Department
409,1995.0,5,2001.0,1,Associate Backend Engineer,IT Department
409,2001.0,1,2006.0,10,Backend Engineer,IT Department
409,2006.0,10,2010.0,5,Backend Engineer II,IT Department
410,1994.0,5,2000.0,1,Associate Backend Engineer,Analytics Department
410,2000.0,1,2005.0,12,Backend Engineer,Analytics Department
410,2006.0,12,2010.0,12,Backend Engineer II,Analytics Department
411,2008.0,7,2012.0,4,Associate Backend Engineer,Analytics Department
412,2007.0,12,2011.0,11,Associate Backend Engineer,Analytics Department
413,1994.0,12,2000.0,6,Associate Backend Engineer,Analytics Department
413,2000.0,6,2005.0,7,Backend Engineer,Analytics Department
413,2005.0,7,2017.0,3,Backend Engineer II,Analytics Department
414,1995.0,12,2001.0,3,Associate Backend Engineer,Analytics Department
414,2002.0,3,2007.0,12,Backend Engineer,Analytics Department
414,2007.0,12,2011.0,10,Backend Engineer II,Analytics Department
415,1989.0,5,1995.0,5,Associate Backend Engineer,Analytics Department
415,1995.0,5,2000.0,12,Backend Engineer,Analytics Department
415,2000.0,12,2012.0,3,Backend Engineer II,Analytics Department
416,1992.0,12,1998.0,9,Associate Data Analyst,Analytics Department
416,1998.0,9,2003.0,7,Data Analyst,Analytics Department
416,2004.0,7,2016.0,3,Data Analyst II,Analytics Department
417,2001.0,5,2007.0,12,Associate Frontend Engineer,IT Department
418,2000.0,12,2006.0,4,Associate Backend Engineer,IT Department
419,1995.0,5,2001.0,8,Associate Data Analyst,Analytics Department
419,2002.0,8,2007.0,3,Data Analyst,Analytics Department
419,2007.0,3,2011.0,3,Data Analyst II,Analytics Department
420,2000.0,12,2006.0,8,Associate Frontend Engineer,IT Department
421,1998.0,5,2004.0,9,Associate Backend Engineer,Analytics Department
421,2005.0,9,2010.0,5,Backend Engineer,Analytics Department
421,2011.0,5,2012.0,7,Backend Engineer II,Analytics Department
422,1990.0,12,1996.0,11,Associate Backend Engineer,Analytics Department
422,1996.0,11,2001.0,8,Backend Engineer,Analytics Department
422,2001.0,8,2013.0,6,Backend Engineer II,Analytics Department
423,2001.0,12,2007.0,10,Associate Backend Engineer,Analytics Department
424,2006.0,12,2010.0,5,Associate Backend Engineer,Analytics Department
425,2001.0,12,2007.0,3,Associate Data Analyst,Analytics Department
426,2008.0,12,2012.0,12,Associate Backend Engineer,Analytics Department
427,2003.0,5,2009.0,4,Associate Data Analyst,Analytics Department
428,2010.0,5,2014.0,7,Associate Backend Engineer,Analytics Department
429,2001.0,12,2007.0,6,Associate Backend Engineer,IT Department
430,1993.0,12,1999.0,1,Associate Data Analyst,Analytics Department
430,1999.0,1,2004.0,5,Data Analyst,Analytics Department
430,2004.0,5,2016.0,4,Data Analyst II,Analytics Department
431,1991.0,12,1997.0,3,Associate Backend Engineer,Analytics Department
431,1997.0,3,2002.0,9,Backend Engineer,Analytics Department
431,2002.0,9,2014.0,11,Backend Engineer II,Analytics Department
432,2002.0,12,2008.0,9,Associate Backend Engineer,Analytics Department
433,1997.0,5,2003.0,9,Associate Data Analyst,Analytics Department
433,2004.0,9,2009.0,1,Data Analyst,Analytics Department
434,1999.0,12,2005.0,3,Associate Data Analyst,Analytics Department
434,2005.0,3,2010.0,6,Data Analyst,Analytics Department
434,2011.0,6,2012.0,9,Data Analyst II,Analytics Department
435,1985.0,12,1991.0,5,Associate Backend Engineer,Analytics Department
435,1991.0,5,1996.0,11,Backend Engineer,Analytics Department
435,1996.0,11,2008.0,10,Backend Engineer II,Analytics Department
437,2003.0,12,2009.0,5,Associate Data Analyst,Administration Department
438,2012.0,12,2016.0,4,Associate Data Analyst,Analytics Department
439,1996.0,12,2002.0,6,Associate Backend Engineer,IT Department
439,2002.0,6,2007.0,4,Backend Engineer,IT Department
439,2007.0,4,2011.0,5,Backend Engineer II,IT Department
441,2005.0,12,2011.0,10,Associate Backend Engineer,Analytics Department
442,2004.0,12,2010.0,7,Associate Frontend Engineer,IT Department
443,2004.0,5,2010.0,2,Associate Manager,Administration Department
444,2006.0,5,2010.0,1,Associate Data Analyst,Analytics Department
445,2002.0,12,2008.0,3,Associate Frontend Engineer,IT Department
446,2002.0,5,2008.0,10,Associate Data Analyst,Analytics Department
447,2001.0,4,2007.0,1,Associate Frontend Engineer,IT Department
448,1988.0,12,1994.0,5,Associate Backend Engineer,Analytics Department
448,1994.0,5,1999.0,1,Backend Engineer,Analytics Department
448,1999.0,1,2011.0,2,Backend Engineer II,Analytics Department
449,2003.0,12,2009.0,10,Associate Backend Engineer,Analytics Department
450,2001.0,5,2007.0,2,Associate Backend Engineer,Analytics Department
451,1994.0,5,2000.0,10,Associate Frontend Engineer,IT Department
451,2001.0,10,2006.0,8,Frontend Engineer,IT Department
451,2007.0,8,2011.0,2,Backend Engineer II,IT Department
452,1991.0,5,1997.0,9,Associate Backend Engineer,Analytics Department
452,1998.0,9,2003.0,6,Backend Engineer,Analytics Department
452,2003.0,6,2015.0,4,Backend Engineer II,Analytics Department
453,1997.0,5,2003.0,4,Associate Backend Engineer,IT Department
453,2004.0,4,2009.0,3,Backend Engineer,IT Department
454,2010.0,7,2014.0,4,Associate Frontend Engineer,IT Department
455,2010.0,12,2014.0,4,Associate Backend Engineer,Analytics Department
456,2004.0,12,2010.0,1,Associate Backend Engineer,IT Department
457,1986.0,12,1992.0,3,Associate Data Analyst,Analytics Department
457,1992.0,3,1997.0,11,Data Analyst,Analytics Department
457,1998.0,11,2010.0,4,Data Analyst II,Analytics Department
458,2008.0,12,2012.0,3,Associate Frontend Engineer,IT Department
459,2010.0,12,2014.0,12,Associate Backend Engineer,Analytics Department
460,2001.0,12,2007.0,4,Associate Frontend Engineer,IT Department
461,2004.0,7,2010.0,2,Associate Backend Engineer,IT Department
463,2009.0,4,2013.0,10,Associate Data Analyst,Analytics Department
464,2003.0,4,2009.0,7,Associate Manager,Administration Department
465,2012.0,4,2016.0,6,Associate Backend Engineer,Analytics Department
466,1995.0,5,2001.0,12,Associate Backend Engineer,IT Department
466,2002.0,12,2007.0,7,Backend Engineer,IT Department
466,2007.0,7,2011.0,8,Backend Engineer II,IT Department
467,1992.0,12,1998.0,9,Associate Data Analyst,Administration Department
467,1998.0,9,2003.0,7,Assistant Manager,Administration Department
467,2003.0,7,2015.0,7,Manager,Administration Department
468,2007.0,12,2011.0,9,Associate Data Analyst,Administration Department
469,2012.0,7,2016.0,9,Associate Backend Engineer,IT Department
470,2000.0,4,2006.0,4,Associate Data Analyst,Analytics Department
471,2003.0,12,2009.0,4,Associate Data Analyst,Analytics Department
472,2005.0,12,2011.0,7,Associate Backend Engineer,Analytics Department
473,1998.0,5,2004.0,11,Associate Backend Engineer,IT Department
473,2004.0,11,2009.0,2,Backend Engineer,IT Department
474,2003.0,12,2009.0,12,Associate Backend Engineer,IT Department
475,2006.0,12,2010.0,8,Associate Data Analyst,Analytics Department
476,2006.0,5,2010.0,5,Associate Data Analyst,Analytics Department
477,1998.0,5,2004.0,4,Associate Backend Engineer,Analytics Department
477,2005.0,4,2010.0,3,Backend Engineer,Analytics Department
477,2010.0,3,2011.0,4,Backend Engineer II,Analytics Department
478,2012.0,4,2016.0,4,Associate Backend Engineer,IT Department
479,1999.0,5,2005.0,12,Associate Backend Engineer,IT Department
480,1987.0,7,1993.0,3,Associate Frontend Engineer,IT Department
480,1993.0,3,1998.0,11,Frontend Engineer,IT Department
480,1998.0,11,2010.0,10,Frontend Engineer II,IT Department
481,1987.0,4,1993.0,3,Associate Data Analyst,Analytics Department
481,1994.0,3,1999.0,2,Data Analyst,Analytics Department
481,1999.0,2,2011.0,5,Data Analyst II,Analytics Department
482,2012.0,12,2016.0,1,Associate Manager,Administration Department
483,1997.0,5,2003.0,4,Associate Backend Engineer,Analytics Department
483,2004.0,4,2009.0,1,Backend Engineer,Analytics Department
484,2000.0,4,2006.0,3,Associate Backend Engineer,Analytics Department
485,1997.0,5,2003.0,5,Associate Backend Engineer,IT Department
485,2003.0,5,2008.0,7,Backend Engineer,IT Department
485,2008.0,7,2012.0,1,Backend Engineer II,IT Department
