department,end_month,id,job_title,p_end,p_start,start_month
IT Department,9,297,Frontend Engineer II,-99.0,2015.0,2
Analytics Department,12,298,Associate Data Analyst,2016.0,2010.0,7
,7,298,,-99.0,2016.0,12
Analytics Department,6,299,Associate Data Analyst,-99.0,2015.0,12
Analytics Department,10,300,Data Analyst II,2018.0,2012.0,4
,12,300,,-99.0,2018.0,10
Analytics Department,4,301,Associate Data Analyst,2016.0,2010.0,12
,10,301,,-99.0,2016.0,4
IT Department,12,302,Associate Backend Engineer,-99.0,2016.0,3
Administration Department,1,303,Manager,2015.0,2009.0,12
,9,303,,-99.0,2015.0,1
Analytics Department,9,304,Associate Data Analyst,2015.0,2009.0,11
,5,304,,-99.0,2015.0,9
Analytics Department,1,305,Data Analyst,2015.0,2009.0,12
,7,305,,-99.0,2015.0,1
IT Department,10,306,Frontend Engineer II,-99.0,2015.0,9
Analytics Department,5,307,Associate Data Analyst,2016.0,2010.0,4
,8,307,,-99.0,2016.0,5
IT Department,1,308,Frontend Engineer II,2018.0,2012.0,1
,2,308,,-99.0,2018.0,1
IT Department,3,309,Backend Engineer II,2019.0,2013.0,12
,10,309,,-99.0,2019.0,3
IT Department,9,310,Associate Backend Engineer,2016.0,2010.0,12
,3,310,,-99.0,2016.0,9
Administration Department,2,311,Associate Manager,-99.0,2015.0,11
Analytics Department,12,312,Associate Data Analyst,2015.0,2009.0,6
,4,312,,-99.0,2015.0,12
Analytics Department,2,313,Data Analyst,2015.0,2009.0,9
,4,313,,-99.0,2015.0,2
Analytics Department,10,314,Data Analyst II,2017.0,2011.0,6
,12,314,,-99.0,2017.0,10
IT Department,6,315,Associate Frontend Engineer,2016.0,2010.0,7
,2,315,,-99.0,2016.0,6
Analytics Department,9,316,Backend Engineer II,2017.0,2011.0,7
,7,316,,-99.0,2017.0,9
Analytics Department,6,317,Associate Data Analyst,2016.0,2010.0,6
,2,317,,-99.0,2016.0,6
Analytics Department,4,318,Data Analyst II,2016.0,2010.0,5
,2,318,,-99.0,2016.0,4
Analytics Department,9,319,Backend Engineer II,-99.0,2014.0,3
IT Department,10,320,Associate Backend Engineer,2015.0,2009.0,1
,12,320,,-99.0,2015.0,10
Analytics Department,12,321,Data Analyst II,2017.0,2011.0,8
,1,321,,-99.0,2017.0,12
Analytics Department,12,322,Backend Engineer II,2017.0,2011.0,8
,11,322,,-99.0,2017.0,12
IT Department,8,323,Associate Backend Engineer,2019.0,2013.0,5
,8,323,,-99.0,2019.0,8
IT Department,1,324,Associate Backend Engineer,-99.0,2016.0,8
Analytics Department,3,325,Associate Data Analyst,2015.0,2009.0,5
,7,325,,-99.0,2015.0,3
Analytics Department,10,326,Backend Engineer II,2016.0,2010.0,2
,2,326,,-99.0,2016.0,10
Analytics Department,7,327,Associate Data Analyst,2011.0,2005.0,9
,3,327,,2016.0,2011.0,7
,10,327,,-99.0,2016.0,3
IT Department,3,328,Backend Engineer II,2019.0,2013.0,8
,10,328,,-99.0,2019.0,3
Analytics Department,12,329,Associate Data Analyst,2015.0,2009.0,11
,12,329,,-99.0,2015.0,12
Analytics Department,1,330,Jr Data Analyst,-99.0,2014.0,4
Analytics Department,9,331,Associate Data Analyst,2013.0,2007.0,9
,10,331,,2018.0,2013.0,9
,11,331,,-99.0,2018.0,10
IT Department,9,332,Jr Backend Engineer,-99.0,2014.0,12
IT Department,3,333,Frontend Engineer II,-99.0,2017.0,9
Analytics Department,3,334,Data Analyst II,-99.0,2015.0,9
IT Department,5,335,Backend Engineer II,2017.0,2011.0,5
,10,335,,-99.0,2017.0,5
IT Department,4,336,Associate Frontend Engineer,2019.0,2013.0,5
,4,336,,-99.0,2019.0,4
Analytics Department,9,337,Data Analyst II,2018.0,2012.0,5
,12,337,,-99.0,2018.0,9
Analytics Department,7,338,Jr Data Analyst,-99.0,2015.0,5
IT Department,6,339,Associate Backend Engineer,2012.0,2006.0,2
,12,339,,2017.0,2012.0,6
,8,339,,-99.0,2017.0,12
IT Department,8,340,Frontend Engineer,2015.0,2009.0,4
,2,340,,-99.0,2015.0,8
Administration Department,11,341,Manager,2018.0,2012.0,10
,4,341,,-99.0,2018.0,11
Analytics Department,5,342,Backend Engineer II,-99.0,2014.0,6
IT Department,2,343,Associate Frontend Engineer,2019.0,2013.0,2
,9,343,,-99.0,2019.0,2
IT Department,1,344,Frontend Engineer II,2017.0,2011.0,12
,9,344,,-99.0,2017.0,1
IT Department,1,345,Backend Engineer II,2018.0,2012.0,4
,12,345,,-99.0,2018.0,1
Analytics Department,1,346,Associate Backend Engineer,2016.0,2010.0,9
,7,346,,-99.0,2016.0,1
Analytics Department,8,347,Associate Data Analyst,2015.0,2009.0,11
,11,347,,-99.0,2015.0,8
Analytics Department,4,348,Data Analyst II,2016.0,2010.0,7
,2,348,,-99.0,2016.0,4
Analytics Department,4,349,Data Analyst II,2018.0,2012.0,2
,7,349,,-99.0,2018.0,4
IT Department,1,350,Associate Backend Engineer,2015.0,2009.0,2
,10,350,,-99.0,2015.0,1
IT Department,2,351,Associate Backend Engineer,2014.0,2008.0,1
,7,351,,2019.0,2014.0,2
,4,351,,-99.0,2019.0,7
Analytics Department,10,352,Backend Engineer II,-99.0,2016.0,4
Analytics Department,12,353,Backend Engineer II,-99.0,2014.0,10
IT Department,5,354,Jr Frontend Engineer,-99.0,2014.0,12
Analytics Department,5,355,Data Analyst II,2019.0,2013.0,3
,9,355,,-99.0,2019.0,5
Analytics Department,12,356,Data Analyst II,-99.0,2017.0,4
IT Department,7,357,Backend Engineer,2015.0,2009.0,7
,1,357,,-99.0,2015.0,7
Analytics Department,2,358,Associate Data Analyst,2012.0,2006.0,5
,8,358,,2017.0,2012.0,2
,12,358,,-99.0,2017.0,8
Analytics Department,2,359,Associate Backend Engineer,2013.0,2007.0,1
,8,359,,2018.0,2013.0,2
,8,359,,-99.0,2018.0,8
Analytics Department,7,360,Backend Engineer,2014.0,2008.0,4
,11,360,,2019.0,2014.0,7
,12,360,,-99.0,2019.0,11
IT Department,5,361,Frontend Engineer II,-99.0,2015.0,12
Analytics Department,7,362,Associate Data Analyst,2019.0,2013.0,11
,1,362,,-99.0,2019.0,7
Analytics Department,4,363,Associate Data Analyst,2012.0,2006.0,9
,4,363,,2017.0,2012.0,4
,4,363,,-99.0,2017.0,4
IT Department,2,364,Associate Backend Engineer,-99.0,2014.0,9
IT Department,4,365,Backend Engineer II,-99.0,2016.0,11
Analytics Department,10,366,Data Analyst II,2018.0,2012.0,8
,7,366,,-99.0,2018.0,10
IT Department,8,367,Jr Frontend Engineer,-99.0,2017.0,5
IT Department,6,368,Backend Engineer II,-99.0,2016.0,8
IT Department,5,369,Backend Engineer II,-99.0,2017.0,12
Analytics Department,4,370,Associate Data Analyst,2015.0,2009.0,9
,7,370,,-99.0,2015.0,4
Analytics Department,4,371,Associate Data Analyst,-99.0,2015.0,3
IT Department,10,372,Backend Engineer II,-99.0,2015.0,7
IT Department,12,373,Backend Engineer II,-99.0,2017.0,4
Analytics Department,6,374,Data Analyst II,-99.0,2017.0,4
Analytics Department,11,375,Data Analyst II,-99.0,2017.0,4
Analytics Department,11,376,Associate Backend Engineer,2017.0,2011.0,1
,4,376,,-99.0,2017.0,11
Analytics Department,1,377,Data Analyst II,2018.0,2012.0,10
,6,377,,-99.0,2018.0,1
Analytics Department,6,378,Associate Data Analyst,2017.0,2011.0,9
,5,378,,-99.0,2017.0,6
Analytics Department,4,379,Associate Data Analyst,2015.0,2009.0,5
,4,379,,-99.0,2015.0,4
IT Department,1,380,Backend Engineer II,2018.0,2012.0,5
,9,380,,-99.0,2018.0,1
IT Department,1,381,Associate Frontend Engineer,-99.0,2014.0,1
IT Department,5,382,Jr Frontend Engineer,-99.0,2015.0,12
Analytics Department,9,383,Associate Data Analyst,2017.0,2011.0,2
,11,383,,-99.0,2017.0,9
Analytics Department,6,384,Backend Engineer II,2017.0,2011.0,9
,3,384,,-99.0,2017.0,6
Analytics Department,12,385,Data Analyst II,-99.0,2015.0,10
Analytics Department,2,386,Associate Data Analyst,2011.0,2005.0,2
,7,386,,2016.0,2011.0,2
,8,386,,-99.0,2016.0,7
Analytics Department,2,387,Associate Data Analyst,2018.0,2012.0,2
,9,387,,-99.0,2018.0,2
Analytics Department,11,388,Data Analyst II,-99.0,2017.0,9
Analytics Department,6,389,Data Analyst II,2017.0,2011.0,8
,10,389,,-99.0,2017.0,6
Analytics Department,12,390,Associate Data Analyst,-99.0,2015.0,8
Analytics Department,2,391,Backend Engineer II,2016.0,2010.0,7
,4,391,,-99.0,2016.0,2
IT Department,4,392,Associate Frontend Engineer,-99.0,2016.0,8
Analytics Department,7,393,Associate Data Analyst,2015.0,2009.0,2
,5,393,,-99.0,2015.0,7
Analytics Department,12,394,Backend Engineer II,2018.0,2012.0,8
,1,394,,-99.0,2018.0,12
IT Department,1,395,Associate Frontend Engineer,2014.0,2008.0,12
,4,395,,2019.0,2014.0,1
,7,395,,-99.0,2019.0,4
Administration Department,2,396,Manager,2017.0,2011.0,4
,4,396,,-99.0,2017.0,2
Analytics Department,8,397,Data Analyst II,2017.0,2011.0,3
,8,397,,-99.0,2017.0,8
Analytics Department,4,398,Data Analyst II,2018.0,2012.0,9
,4,398,,-99.0,2018.0,4
Analytics Department,5,399,Associate Data Analyst,2011.0,2005.0,9
,3,399,,2016.0,2011.0,5
,1,399,,-99.0,2016.0,3
IT Department,12,400,Backend Engineer II,2018.0,2012.0,3
,6,400,,-99.0,2018.0,12
IT Department,7,401,Frontend Engineer II,-99.0,2017.0,9
IT Department,6,402,Associate Backend Engineer,2014.0,2008.0,10
,11,402,,2019.0,2014.0,6
,8,402,,-99.0,2019.0,11
Analytics Department,5,403,Data Analyst II,2017.0,2011.0,12
,8,403,,-99.0,2017.0,5
Analytics Department,7,404,Backend Engineer II,2017.0,2011.0,12
,7,404,,-99.0,2017.0,7
Analytics Department,5,405,Data Analyst II,-99.0,2017.0,9
Analytics Department,7,406,Data Analyst II,2018.0,2012.0,9
,11,406,,-99.0,2018.0,7
Analytics Department,4,407,Backend Engineer II,2017.0,2011.0,7
,3,407,,-99.0,2017.0,4
Analytics Department,1,408,Data Analyst II,2016.0,2010.0,3
,7,408,,-99.0,2016.0,1
IT Department,12,409,Backend Engineer II,2016.0,2010.0,5
,10,409,,-99.0,2016.0,12
Analytics Department,10,410,Backend Engineer II,2016.0,2010.0,12
,1,410,,-99.0,2016.0,10
Analytics Department,7,411,Associate Backend Engineer,2018.0,2012.0,4
,10,411,,-99.0,2018.0,7
Analytics Department,2,412,Associate Backend Engineer,2017.0,2011.0,11
,11,412,,-99.0,2017.0,2
Analytics Department,11,413,Backend Engineer II,-99.0,2017.0,3
Analytics Department,12,414,Backend Engineer II,2017.0,2011.0,10
,11,414,,-99.0,2017.0,12
Analytics Department,11,415,Backend Engineer II,2018.0,2012.0,3
,2,415,,-99.0,2018.0,11
Analytics Department,3,416,Data Analyst II,-99.0,2016.0,3
IT Department,12,417,Associate Frontend Engineer,2013.0,2007.0,12
,8,417,,2018.0,2013.0,12
,5,417,,-99.0,2018.0,8
IT Department,12,418,Associate Backend Engineer,2012.0,2006.0,4
,3,418,,2017.0,2012.0,12
,1,418,,-99.0,2017.0,3
Analytics Department,3,419,Data Analyst II,2017.0,2011.0,3
,8,419,,-99.0,2017.0,3
IT Department,11,420,Associate Frontend Engineer,2012.0,2006.0,8
,4,420,,2017.0,2012.0,11
,10,420,,-99.0,2017.0,4
Analytics Department,3,421,Backend Engineer II,2018.0,2012.0,7
,3,421,,-99.0,2018.0,3
Analytics Department,2,422,Backend Engineer II,2019.0,2013.0,6
,2,422,,-99.0,2019.0,2
Analytics Department,6,423,Associate Backend Engineer,2013.0,2007.0,10
,6,423,,2018.0,2013.0,6
,12,423,,-99.0,2018.0,6
Analytics Department,10,424,Associate Backend Engineer,2016.0,2010.0,5
,12,424,,-99.0,2016.0,10
Analytics Department,8,425,Associate Data Analyst,2013.0,2007.0,3
,9,425,,2018.0,2013.0,8
,10,425,,-99.0,2018.0,9
Analytics Department,4,426,Associate Backend Engineer,2018.0,2012.0,12
,4,426,,-99.0,2018.0,4
Analytics Department,11,427,Associate Data Analyst,2015.0,2009.0,4
,11,427,,-99.0,2015.0,11
Analytics Department,3,428,Associate Backend Engineer,-99.0,2014.0,7
IT Department,10,429,Associate Backend Engineer,2013.0,2007.0,6
,12,429,,2018.0,2013.0,10
,7,429,,-99.0,2018.0,12
Analytics Department,11,430,Data Analyst II,-99.0,2016.0,4
Analytics Department,7,431,Backend Engineer II,-99.0,2014.0,11
Analytics Department,8,432,Associate Backend Engineer,2014.0,2008.0,9
,6,432,,2019.0,2014.0,8
,12,432,,-99.0,2019.0,6
Analytics Department,2,433,Data Analyst,2015.0,2009.0,1
,12,433,,-99.0,2015.0,2
Analytics Department,3,434,Data Analyst II,2018.0,2012.0,9
,10,434,,-99.0,2018.0,3
Analytics Department,5,435,Backend Engineer II,2014.0,2008.0,10
,11,435,,2019.0,2014.0,5
,9,435,,-99.0,2019.0,11
IT Department,10,436,Jr Backend Engineer,-99.0,2017.0,7
Administration Department,3,437,Associate Data Analyst,2015.0,2009.0,5
,8,437,,-99.0,2015.0,3
Analytics Department,7,438,Associate Data Analyst,-99.0,2016.0,4
IT Department,4,439,Backend Engineer II,2017.0,2011.0,5
,7,439,,-99.0,2017.0,4
Analytics Department,10,440,Jr Backend Engineer,-99.0,2017.0,5
Analytics Department,12,441,Associate Backend Engineer,2017.0,2011.0,10
,2,441,,-99.0,2017.0,12
IT Department,6,442,Associate Frontend Engineer,2016.0,2010.0,7
,3,442,,-99.0,2016.0,6
Administration Department,11,443,Associate Manager,2016.0,2010.0,2
,8,443,,-99.0,2016.0,11
Analytics Department,9,444,Associate Data Analyst,2016.0,2010.0,1
,8,444,,-99.0,2016.0,9
IT Department,5,445,Associate Frontend Engineer,2014.0,2008.0,3
,2,445,,2019.0,2014.0,5
,1,445,,-99.0,2019.0,2
Analytics Department,12,446,Associate Data Analyst,2014.0,2008.0,10
,2,446,,2019.0,2014.0,12
,3,446,,-99.0,2019.0,2
IT Department,11,447,Associate Frontend Engineer,2013.0,2007.0,1
,1,447,,2018.0,2013.0,11
,5,447,,-99.0,2018.0,1
Analytics Department,1,448,Backend Engineer II,2017.0,2011.0,2
,9,448,,-99.0,2017.0,1
Analytics Department,4,449,Associate Backend Engineer,2015.0,2009.0,10
,7,449,,-99.0,2015.0,4
Analytics Department,6,450,Associate Backend Engineer,2013.0,2007.0,2
,9,450,,2018.0,2013.0,6
,6,450,,-99.0,2018.0,9
IT Department,2,451,Backend Engineer II,2017.0,2011.0,2
,3,451,,-99.0,2017.0,2
Analytics Department,10,452,Backend Engineer II,-99.0,2015.0,4
IT Department,9,453,Backend Engineer,2015.0,2009.0,3
,6,453,,-99.0,2015.0,9
IT Department,9,454,Associate Frontend Engineer,-99.0,2014.0,4
Analytics Department,10,455,Associate Backend Engineer,-99.0,2014.0,4
IT Department,1,456,Associate Backend Engineer,2016.0,2010.0,1
,11,456,,-99.0,2016.0,1
Analytics Department,3,457,Data Analyst II,2016.0,2010.0,4
,10,457,,-99.0,2016.0,3
IT Department,4,458,Associate Frontend Engineer,2018.0,2012.0,3
,6,458,,-99.0,2018.0,4
Analytics Department,4,459,Associate Backend Engineer,-99.0,2014.0,12
IT Department,11,460,Associate Frontend Engineer,2013.0,2007.0,4
,3,460,,2018.0,2013.0,11
,1,460,,-99.0,2018.0,3
IT Department,10,461,Associate Backend Engineer,2016.0,2010.0,2
,10,461,,-99.0,2016.0,10
Administration Department,7,462,Jr Manager,2019.0,2013.0,5
,10,462,,-99.0,2019.0,7
Analytics Department,1,463,Associate Data Analyst,2019.0,2013.0,10
,3,463,,-99.0,2019.0,1
Administration Department,11,464,Associate Manager,2015.0,2009.0,7
,1,464,,-99.0,2015.0,11
Analytics Department,6,465,Associate Backend Engineer,-99.0,2016.0,6
IT Department,2,466,Backend Engineer II,2017.0,2011.0,8
,5,466,,-99.0,2017.0,2
Administration Department,5,467,Manager,-99.0,2015.0,7
Administration Department,3,468,Associate Data Analyst,2017.0,2011.0,9
,8,468,,-99.0,2017.0,3
IT Department,7,469,Associate Backend Engineer,-99.0,2016.0,9
Analytics Department,3,470,Associate Data Analyst,2012.0,2006.0,4
,7,470,,2017.0,2012.0,3
,1,470,,-99.0,2017.0,7
Analytics Department,1,471,Associate Data Analyst,2015.0,2009.0,4
,4,471,,-99.0,2015.0,1
Analytics Department,11,472,Associate Backend Engineer,2017.0,2011.0,7
,1,472,,-99.0,2017.0,11
IT Department,3,473,Backend Engineer,2015.0,2009.0,2
,4,473,,-99.0,2015.0,3
IT Department,7,474,Associate Backend Engineer,2015.0,2009.0,12
,10,474,,-99.0,2015.0,7
Analytics Department,12,475,Associate Data Analyst,2016.0,2010.0,8
,4,475,,-99.0,2016.0,12
Analytics Department,9,476,Associate Data Analyst,2016.0,2010.0,5
,1,476,,-99.0,2016.0,9
Analytics Department,5,477,Backend Engineer II,2017.0,2011.0,4
,6,477,,-99.0,2017.0,5
IT Department,1,478,Associate Backend Engineer,-99.0,2016.0,4
IT Department,8,479,Associate Backend Engineer,2011.0,2005.0,12
,11,479,,2016.0,2011.0,8
,9,479,,-99.0,2016.0,11
IT Department,4,480,Frontend Engineer II,2016.0,2010.0,10
,11,480,,-99.0,2016.0,4
Analytics Department,4,481,Data Analyst II,2017.0,2011.0,5
,5,481,,-99.0,2017.0,4
Administration Department,2,482,Associate Manager,-99.0,2016.0,1
Analytics Department,12,483,Backend Engineer,2015.0,2009.0,1
,11,483,,-99.0,2015.0,12
Analytics Department,3,484,Associate Backend Engineer,2012.0,2006.0,3
,2,484,,2017.0,2012.0,3
,5,484,,-99.0,2017.0,2
IT Department,12,485,Backend Engineer II,2018.0,2012.0,1
,2,485,,-99.0,2018.0,12
IT Department,8,486,Associate Backend Engineer,2017.0,2011.0,2
,1,486,,-99.0,2017.0,8
Analytics Department,7,487,Associate Backend Engineer,2019.0,2013.0,3
,1,487,,-99.0,2019.0,7
Analytics Department,6,488,Associate Data Analyst,2017.0,2011.0,5
,4,488,,-99.0,2017.0,6
Analytics Department,9,489,Data Analyst II,2016.0,2010.0,9
,4,489,,-99.0,2016.0,9
Analytics Department,12,490,Associate Data Analyst,2016.0,2010.0,4
,1,490,,-99.0,2016.0,12
Analytics Department,3,491,Associate Backend Engineer,2012.0,2006.0,7
,10,491,,2017.0,2012.0,3
,1,491,,-99.0,2017.0,10
Analytics Department,3,492,Data Analyst II,2017.0,2011.0,5
,6,492,,-99.0,2017.0,3
IT Department,9,493,Associate Backend Engineer,2016.0,2010.0,4
,9,493,,-99.0,2016.0,9
IT Department,12,494,Associate Frontend Engineer,2016.0,2010.0,7
,8,494,,-99.0,2016.0,12
Analytics Department,10,495,Associate Data Analyst,-99.0,2016.0,10
Administration Department,5,496,Associate Manager,2016.0,2010.0,9
,10,496,,-99.0,2016.0,5
Analytics Department,12,497,Data Analyst II,2016.0,2010.0,1
,7,497,,-99.0,2016.0,12
Analytics Department,4,498,Backend Engineer II,-99.0,2016.0,11
Analytics Department,7,499,Associate Backend Engineer,2012.0,2006.0,7
,8,499,,2017.0,2012.0,7
,8,499,,-99.0,2017.0,8
Analytics Department,11,500,Backend Engineer II,2016.0,2010.0,6
,3,500,,-99.0,2016.0,11
IT Department,10,501,Associate Frontend Engineer,-99.0,2016.0,1
Administration Department,8,502,Associate Data Analyst,2018.0,2012.0,9
,11,502,,-99.0,2018.0,8
IT Department,11,503,Frontend Engineer II,-99.0,2015.0,5
Analytics Department,1,504,Associate Backend Engineer,2017.0,2011.0,4
,10,504,,-99.0,2017.0,1
Analytics Department,12,505,Backend Engineer II,2019.0,2013.0,1
,10,505,,-99.0,2019.0,12
Analytics Department,11,506,Data Analyst II,-99.0,2016.0,4
Analytics Department,12,507,Associate Backend Engineer,-99.0,2015.0,1
Analytics Department,2,508,Associate Backend Engineer,2017.0,2011.0,6
,12,508,,-99.0,2017.0,2
Analytics Department,8,509,Associate Data Analyst,2015.0,2009.0,8
,3,509,,-99.0,2015.0,8
IT Department,4,510,Jr Backend Engineer,-99.0,2015.0,5
IT Department,9,511,Associate Frontend Engineer,2017.0,2011.0,7
,2,511,,-99.0,2017.0,9
IT Department,11,512,Associate Backend Engineer,2012.0,2006.0,9
,3,512,,2017.0,2012.0,11
,8,512,,-99.0,2017.0,3
Analytics Department,9,513,Associate Data Analyst,2012.0,2006.0,8
,11,513,,2017.0,2012.0,9
,2,513,,-99.0,2017.0,11
Analytics Department,4,514,Data Analyst II,-99.0,2016.0,9
Analytics Department,9,515,Associate Backend Engineer,2019.0,2013.0,12
,10,515,,-99.0,2019.0,9
Analytics Department,12,516,Associate Backend Engineer,2018.0,2012.0,4
,8,516,,-99.0,2018.0,12
IT Department,5,517,Backend Engineer II,2019.0,2013.0,11
,2,517,,-99.0,2019.0,5
Analytics Department,9,518,Associate Backend Engineer,2017.0,2011.0,3
,12,518,,-99.0,2017.0,9
Analytics Department,7,519,Data Analyst II,2016.0,2010.0,8
,1,519,,-99.0,2016.0,7
IT Department,12,520,Backend Engineer II,2018.0,2012.0,2
,12,520,,-99.0,2018.0,12
Administration Department,11,521,Manager,2016.0,2010.0,2
,7,521,,-99.0,2016.0,11
Analytics Department,8,522,Associate Data Analyst,2018.0,2012.0,11
,2,522,,-99.0,2018.0,8
Analytics Department,6,523,Associate Data Analyst,-99.0,2015.0,9
Analytics Department,4,524,Data Analyst II,2017.0,2011.0,7
,7,524,,-99.0,2017.0,4
IT Department,10,525,Associate Frontend Engineer,2016.0,2010.0,11
,1,525,,-99.0,2016.0,10
Analytics Department,12,526,Associate Data Analyst,2015.0,2009.0,6
,12,526,,-99.0,2015.0,12
Analytics Department,2,527,Jr Data Analyst,-99.0,2016.0,4
Administration Department,10,528,Associate Manager,2014.0,2008.0,4
,11,528,,2019.0,2014.0,10
,1,528,,-99.0,2019.0,11
Analytics Department,4,529,Associate Backend Engineer,2013.0,2007.0,2
,8,529,,2018.0,2013.0,4
,4,529,,-99.0,2018.0,8
IT Department,1,530,Frontend Engineer II,2018.0,2012.0,2
,3,530,,-99.0,2018.0,1
Analytics Department,1,531,Associate Backend Engineer,2016.0,2010.0,9
,12,531,,-99.0,2016.0,1
Analytics Department,5,532,Associate Backend Engineer,2013.0,2007.0,7
,4,532,,2018.0,2013.0,5
,6,532,,-99.0,2018.0,4
Analytics Department,1,533,Associate Backend Engineer,2017.0,2011.0,8
,4,533,,-99.0,2017.0,1
Analytics Department,12,534,Jr Data Analyst,2019.0,2013.0,12
,1,534,,-99.0,2019.0,12
Analytics Department,1,535,Data Analyst II,2018.0,2012.0,2
,9,535,,-99.0,2018.0,1
Analytics Department,3,536,Data Analyst II,2018.0,2012.0,11
,1,536,,-99.0,2018.0,3
IT Department,5,537,Associate Frontend Engineer,-99.0,2015.0,7
Analytics Department,9,538,Data Analyst II,2017.0,2011.0,8
,11,538,,-99.0,2017.0,9
Analytics Department,4,539,Data Analyst II,2017.0,2011.0,5
,12,539,,-99.0,2017.0,4
IT Department,4,540,Backend Engineer II,-99.0,2016.0,1
Analytics Department,10,541,Associate Data Analyst,2014.0,2008.0,4
,3,541,,2019.0,2014.0,10
,9,541,,-99.0,2019.0,3
Analytics Department,10,542,Associate Data Analyst,-99.0,2016.0,10
Analytics Department,3,543,Associate Data Analyst,2018.0,2012.0,2
,9,543,,-99.0,2018.0,3
Analytics Department,2,544,Data Analyst II,-99.0,2015.0,10
IT Department,1,545,Associate Frontend Engineer,2016.0,2010.0,4
,1,545,,-99.0,2016.0,1
IT Department,7,546,Associate Frontend Engineer,2017.0,2011.0,2
,6,546,,-99.0,2017.0,7
Analytics Department,4,547,Associate Data Analyst,2017.0,2011.0,8
,4,547,,-99.0,2017.0,4
Analytics Department,12,548,Backend Engineer II,-99.0,2015.0,8
Analytics Department,1,549,Associate Backend Engineer,2018.0,2012.0,3
,8,549,,-99.0,2018.0,1
IT Department,5,550,Associate Backend Engineer,2017.0,2011.0,6
,4,550,,-99.0,2017.0,5
Analytics Department,12,551,Data Analyst II,-99.0,2015.0,3
IT Department,1,552,Jr Frontend Engineer,-99.0,2014.0,12
Analytics Department,5,553,Jr Data Analyst,2019.0,2013.0,5
,11,553,,-99.0,2019.0,5
IT Department,5,554,Associate Backend Engineer,-99.0,2014.0,11
IT Department,9,555,Associate Backend Engineer,2014.0,2008.0,1
,12,555,,2019.0,2014.0,9
,9,555,,-99.0,2019.0,12
Administration Department,12,556,Associate Data Analyst,2017.0,2011.0,2
,5,556,,-99.0,2017.0,12
Analytics Department,6,557,Associate Backend Engineer,2013.0,2007.0,9
,8,557,,2018.0,2013.0,6
,4,557,,-99.0,2018.0,8
IT Department,8,558,Associate Frontend Engineer,2019.0,2013.0,12
,4,558,,-99.0,2019.0,8
IT Department,4,559,Associate Frontend Engineer,2018.0,2012.0,5
,5,559,,-99.0,2018.0,4
Analytics Department,1,560,Associate Backend Engineer,2012.0,2006.0,5
,1,560,,2017.0,2012.0,1
,5,560,,-99.0,2017.0,1
Administration Department,4,561,Associate Data Analyst,2018.0,2012.0,10
,12,561,,-99.0,2018.0,4
Analytics Department,5,562,Associate Data Analyst,2018.0,2012.0,3
,4,562,,-99.0,2018.0,5
Analytics Department,1,563,Associate Data Analyst,2014.0,2008.0,9
,4,563,,2019.0,2014.0,1
,5,563,,-99.0,2019.0,4
Administration Department,4,564,Manager,2018.0,2012.0,9
,8,564,,-99.0,2018.0,4
IT Department,3,565,Frontend Engineer,2015.0,2009.0,11
,1,565,,-99.0,2015.0,3
Analytics Department,2,566,Associate Data Analyst,2018.0,2012.0,3
,6,566,,-99.0,2018.0,2
IT Department,4,567,Backend Engineer II,2018.0,2012.0,6
,5,567,,-99.0,2018.0,4
IT Department,11,568,Associate Frontend Engineer,-99.0,2016.0,1
Analytics Department,7,569,Data Analyst II,-99.0,2017.0,4
Analytics Department,12,570,Associate Data Analyst,2016.0,2010.0,1
,11,570,,-99.0,2016.0,12
Administration Department,10,571,Jr Manager,-99.0,2014.0,7
IT Department,12,572,Backend Engineer II,-99.0,2016.0,3
IT Department,10,573,Frontend Engineer,2015.0,2009.0,8
,6,573,,-99.0,2015.0,10
IT Department,7,574,Associate Frontend Engineer,2016.0,2010.0,9
,10,574,,-99.0,2016.0,7
Analytics Department,11,575,Associate Data Analyst,2016.0,2010.0,1
,11,575,,-99.0,2016.0,11
Analytics Department,6,576,Associate Data Analyst,2011.0,2005.0,12
,9,576,,2016.0,2011.0,6
,11,576,,-99.0,2016.0,9
IT Department,12,577,Frontend Engineer II,2017.0,2011.0,4
,12,577,,-99.0,2017.0,12
Analytics Department,1,578,Associate Data Analyst,-99.0,2016.0,12
Analytics Department,7,579,Backend Engineer II,2018.0,2012.0,1
,10,579,,-99.0,2018.0,7
IT Department,11,580,Frontend Engineer II,2016.0,2010.0,8
,2,580,,-99.0,2016.0,11
IT Department,9,581,Associate Frontend Engineer,2012.0,2006.0,1
,5,581,,2017.0,2012.0,9
,10,581,,-99.0,2017.0,5
Analytics Department,1,582,Associate Data Analyst,2013.0,2007.0,9
,11,582,,2018.0,2013.0,1
,12,582,,-99.0,2018.0,11
IT Department,9,583,Backend Engineer II,2018.0,2012.0,12
,1,583,,-99.0,2018.0,9
Administration Department,1,584,Associate Manager,2015.0,2009.0,2
,8,584,,-99.0,2015.0,1
IT Department,12,585,Associate Frontend Engineer,-99.0,2015.0,2
IT Department,9,586,Associate Backend Engineer,2015.0,2009.0,5
,4,586,,-99.0,2015.0,9
IT Department,7,587,Frontend Engineer II,2018.0,2012.0,9
,8,587,,-99.0,2018.0,7
Analytics Department,5,588,Associate Data Analyst,2016.0,2010.0,5
,5,588,,-99.0,2016.0,5
