id,degree_type,degree,major,edu_start,start_month,start_day,edu_end,end_month,end_day
222,Bachelor's Degree,Bachelor of Business Administration,Operations,1999,1,7,2003,12,8
223,Bachelor's Degree,Bachelor of Business Administration,Finance,1993,8,17,1997,12,7
224,Bachelor's Degree,Bachelor of Arts,History,1996,1,17,1999,12,16
225,Bachelor's Degree,Bachelor of Arts,Mathematics,2003,1,20,2006,12,18
225,Masters's Degree,Master of Science,Business Analytics,2007,9,12,2009,5,20
226,Bachelor's Degree,Bachelor of Engineering,Engineering,1998,8,4,2002,5,8
227,Bachelor's Degree,Bachelor of Technology,Engineering,2006,2,24,2009,12,14
228,Bachelor's Degree,Bachelor of Arts,Geography,1986,1,7,1990,5,8
229,Bachelor's Degree,Bachelor of Technology,Engineering,1989,8,2,1992,12,20
229,Masters's Degree,Master of Science,Business Analytics,1993,8,4,1995,12,2
229,PhD Degree,PhD,Management Studies,1997,1,4,2001,12,18
230,Bachelor's Degree,Bachelor of Arts,Mathematics,1983,1,13,1987,12,16
230,Masters's Degree,Master of Science,Computer Science,1988,1,17,1990,5,13
231,Bachelor's Degree,Bachelor of Arts,Commerce,1996,8,26,2000,5,20
232,Bachelor's Degree,Bachelor of Science,Physics,2003,1,26,2007,5,14
232,Masters's Degree,Master of Business Administration,Finance,2007,8,1,2008,5,26
233,Bachelor's Degree,Bachelor of Science,Biology,1995,8,24,2000,7,17
233,Masters's Degree,Master of Business Administration,Marketing,2000,8,23,2002,12,24
234,Bachelor's Degree,Bachelor of Arts,Economics,1987,1,6,1991,5,11
235,Bachelor's Degree,Bachelor of Arts,Commerce,1983,9,6,1987,12,15
235,Masters's Degree,Master of Science,Business Analytics,1988,8,1,1990,12,6
236,Bachelor's Degree,Bachelor of Business Administration,HR,1991,8,9,1995,12,12
236,PhD Degree,Doctor of Philosophy PhD,Philosophy,1996,2,8,2000,12,20
237,Bachelor's Degree,Bachelor of Business Administration,Engineering,1983,1,1,1987,12,7
238,Bachelor's Degree,Bachelor of Engineering,Engineering,1987,8,7,1990,12,20
238,Masters's Degree,Master of Business Administration,HR,1991,8,12,1993,12,7
239,Bachelor's Degree,Bachelor of Engineering,Engineering,1986,1,27,1990,4,10
239,Masters's Degree,Master of Philosphy,Economics,1990,8,14,1991,5,27
240,Bachelor's Degree,Bachelor of Technology,Engineering,2005,8,7,2011,7,13
241,Bachelor's Degree,Bachelor of Business Administration,Operations,1984,9,7,1988,5,14
242,Bachelor's Degree,Bachelor of Arts,Mathematics,1986,9,23,1989,12,20
243,Bachelor's Degree,Bachelor of Arts,Economics,1998,1,11,2002,12,19
244,Bachelor's Degree,Bachelor of Science,Physics,1986,8,5,1989,12,8
244,Masters's Degree,Master of Science,Computer Science,1990,8,3,1992,12,5
245,Bachelor's Degree,Bachelor of Engineering,Engineering,1990,1,11,1994,12,11
246,Bachelor's Degree,Bachelor of Technology,Engineering,1993,1,3,1997,5,17
247,Bachelor's Degree,Bachelor of Science,Chemistry,1983,1,7,1987,12,8
247,Masters's Degree,Master of Science,Business Analytics,1988,1,18,1990,5,7
248,Bachelor's Degree,Bachelor of Arts,Economics,1986,1,15,1989,12,14
248,Masters's Degree,Master of Business Administration,Operations,1990,9,18,1992,5,15
248,PhD Degree,PhD,Management Studies,1993,1,18,1997,12,13
249,Bachelor's Degree,Bachelor of Business Administration,Operations,1989,5,8,1993,5,7
249,Masters's Degree,Master of Business Administration,Finance,1993,8,6,1995,7,8
250,Bachelor's Degree,Bachelor of Business Administration,Operations,1988,9,8,1992,12,15
251,Bachelor's Degree,Bachelor of Business Administration,Finance,1992,1,1,1996,4,9
252,Bachelor's Degree,Bachelor of Science,Biology,1996,2,26,2001,7,20
253,Bachelor's Degree,Bachelor of Arts,History,1992,8,20,1996,5,7
254,Bachelor's Degree,Bachelor of Business Administration,Engineering,2003,1,22,2007,5,9
254,Masters's Degree,Master of Science,Business Analytics,2007,8,23,2008,5,22
255,Bachelor's Degree,Bachelor of Business Administration,Operations,2004,2,28,2008,5,8
256,Bachelor's Degree,Bachelor of Arts,Mathematics,2009,5,2,2014,4,16
256,Masters's Degree,Master of Science,Managament,2014,8,28,2018,7,2
257,Bachelor's Degree,Bachelor of Business Administration,HR,1986,1,1,1991,4,10
258,Bachelor's Degree,Bachelor of Business Administration,Engineering,1992,1,24,1995,12,10
258,Masters's Degree,Master of Business Administration,Operations,1996,8,14,1998,5,24
259,Bachelor's Degree,Bachelor of Business Administration,Finance,2006,8,23,2009,12,10
259,PhD Degree,PhD,Sociology,2010,8,28,2013,12,10
260,Bachelor's Degree,Bachelor of Arts,Mathematics,1993,9,23,1997,4,15
260,PhD Degree,PhD,Sociology,1999,1,14,2004,4,18
261,Bachelor's Degree,Bachelor of Business Administration,Finance,1995,1,21,1998,12,19
262,Bachelor's Degree,Bachelor of Science,Physics,1990,2,24,1994,5,13
263,Bachelor's Degree,Bachelor of Business Administration,Operations,1986,1,6,1990,12,10
263,PhD Degree,Doctor of Business Administration,HR,1991,9,20,1995,12,7
264,Bachelor's Degree,Bachelor of Arts,Economics,1991,2,7,1995,5,15
265,Bachelor's Degree,Bachelor of Business Administration,Operations,2005,2,11,2009,5,7
266,Bachelor's Degree,Bachelor of Business Administration,HR,2002,2,6,2006,12,13
266,Masters's Degree,Master of Business Administration,HR,2007,8,27,2009,7,6
266,PhD Degree,PhD,Communication,2009,8,27,2013,12,8
267,Bachelor's Degree,Bachelor of Engineering,Engineering,2004,2,21,2008,4,14
268,Bachelor's Degree,Bachelor of Science,Biology,1999,8,24,2002,12,20
268,Masters's Degree,Master of Science,Computer Science,2003,9,2,2005,12,24
269,Bachelor's Degree,Bachelor of Technology,Engineering,1985,8,12,1988,12,19
270,Bachelor's Degree,Bachelor of Engineering,Engineering,2004,1,2,2008,4,14
270,Masters's Degree,Master of Science,Managament,2008,8,23,2009,5,2
271,Bachelor's Degree,Bachelor of Technology,Engineering,1983,1,22,1987,12,8
271,Masters's Degree,Master of Science,Computer Science,1988,8,15,1990,5,22
272,Bachelor's Degree,Bachelor of Arts,Mathematics,1987,1,27,1992,7,9
272,Masters's Degree,Master of Business Administration,Operations,1992,8,9,1996,5,27
273,Bachelor's Degree,Bachelor of Technology,Engineering,2008,1,1,2013,7,19
273,Masters's Degree,Master of Business Administration,Operations,2013,8,16,2015,5,1
274,Bachelor's Degree,Bachelor of Business Administration,HR,2001,8,26,2005,12,12
275,Bachelor's Degree,Bachelor of Business Administration,Operations,1998,9,19,2001,12,18
275,Masters's Degree,Master of Business Administration,Operations,2002,8,28,2004,12,19
276,Bachelor's Degree,Bachelor of Engineering,Engineering,1989,8,24,1993,12,9
277,Bachelor's Degree,Bachelor of Engineering,Engineering,1993,8,16,1998,7,10
277,Masters's Degree,Master of Science,Data Science,1998,8,24,2002,12,16
278,Bachelor's Degree,Bachelor of Engineering,Engineering,1993,1,22,1996,12,9
279,Bachelor's Degree,Bachelor of Business Administration,HR,2002,8,23,2005,12,13
280,Bachelor's Degree,Bachelor of Science,Physics,2006,1,16,2010,5,20
281,Bachelor's Degree,Bachelor of Engineering,Engineering,1997,8,12,2000,12,7
282,Bachelor's Degree,Bachelor of Arts,Commerce,1997,1,23,2001,5,9
283,Bachelor's Degree,Bachelor of Business Administration,HR,1999,8,1,2003,5,20
284,Bachelor's Degree,Bachelor of Engineering,Engineering,1984,8,27,1987,12,7
284,Masters's Degree,Master of Business Administration,Finance,1988,8,17,1990,12,27
285,Bachelor's Degree,Bachelor of Business Administration,Engineering,2007,5,24,2011,4,11
285,Masters's Degree,Master of Business Administration,Finance,2011,8,14,2012,7,24
286,Bachelor's Degree,Bachelor of Business Administration,HR,1990,1,21,1993,12,20
287,Bachelor's Degree,Bachelor of Science,Chemistry,1998,8,27,2002,5,7
288,Bachelor's Degree,Bachelor of Business Administration,Finance,2004,8,20,2009,7,9
289,Bachelor's Degree,Bachelor of Science,Chemistry,2006,9,23,2010,12,17
290,Bachelor's Degree,Bachelor of Arts,Economics,2006,1,14,2009,12,8
291,Bachelor's Degree,Bachelor of Business Administration,Operations,1993,2,9,1996,12,7
291,PhD Degree,PhD,Management Studies,1998,1,13,2002,12,12
292,Bachelor's Degree,Bachelor of Business Administration,Engineering,1990,8,26,1994,5,12
293,Bachelor's Degree,Bachelor of Arts,History,2001,1,7,2007,7,17
294,Bachelor's Degree,Bachelor of Arts,History,1989,2,21,1994,7,9
294,Masters's Degree,Master of Business Administration,Finance,1994,8,6,1997,7,21
295,Bachelor's Degree,Bachelor of Arts,Commerce,1990,8,17,1993,12,16
295,PhD Degree,PhD,Sociology,1994,1,1,1997,12,8
296,Bachelor's Degree,Bachelor of Business Administration,Engineering,2002,1,11,2006,5,8
296,PhD Degree,Doctor of Philosophy PhD,Comparative Literature,2008,1,5,2013,5,10
297,Bachelor's Degree,Bachelor of Arts,Mathematics,1986,1,9,1990,5,9
297,Masters's Degree,Master of Business Administration,Marketing,1990,8,27,1992,4,9
298,Bachelor's Degree,Bachelor of Technology,Engineering,2002,1,21,2006,5,11
299,Bachelor's Degree,Bachelor of Business Administration,HR,2000,8,17,2004,5,15
299,PhD Degree,Doctor of Philosophy PhD,Philosophy,2005,8,20,2010,5,20
300,Bachelor's Degree,Bachelor of Business Administration,Engineering,1984,1,3,1988,12,11
301,Bachelor's Degree,Bachelor of Arts,Commerce,1997,2,3,2000,12,11
301,PhD Degree,Doctor of Philosophy PhD,Comparative Literature,2001,8,23,2004,12,13
302,Bachelor's Degree,Bachelor of Arts,Mathematics,2006,8,19,2010,5,7
302,Masters's Degree,Master of Business Administration,Finance,2010,8,11,2011,12,19
303,Bachelor's Degree,Bachelor of Science,Physics,1983,8,13,1986,12,17
304,Bachelor's Degree,Bachelor of Science,Chemistry,1994,8,13,1997,12,10
304,Masters's Degree,Master of Science,Computer Science,1998,9,7,2000,12,13
304,PhD Degree,PhD,Communication,2001,1,7,2003,12,20
305,Bachelor's Degree,Bachelor of Engineering,Engineering,1995,1,25,1998,12,10
306,Bachelor's Degree,Bachelor of Technology,Engineering,1987,8,8,1990,12,15
307,Bachelor's Degree,Bachelor of Business Administration,HR,2000,1,13,2003,12,15
307,Masters's Degree,Master of Business Administration,Marketing,2004,9,8,2006,5,13
308,Bachelor's Degree,Bachelor of Business Administration,Finance,1984,1,26,1988,5,8
309,Bachelor's Degree,Bachelor of Technology,Engineering,1982,8,24,1985,12,13
309,PhD Degree,Doctor of Business Administration,Business management,1986,8,6,1989,12,18
310,Bachelor's Degree,Bachelor of Business Administration,HR,1999,2,11,2002,12,13
310,Masters's Degree,Master of Science,Computer Science,2003,8,7,2005,7,11
311,Bachelor's Degree,Bachelor of Science,Biology,2006,1,5,2010,5,15
312,Bachelor's Degree,Bachelor of Technology,Engineering,1995,1,16,1998,12,10
312,PhD Degree,PhD,Communication,1999,8,9,2003,12,14
313,Bachelor's Degree,Bachelor of Arts,Geography,1992,8,7,1997,4,16
314,Bachelor's Degree,Bachelor of Arts,Mathematics,1992,8,11,1995,12,17
314,Masters's Degree,Master of Business Administration,Finance,1996,8,22,1998,12,11
315,Bachelor's Degree,Bachelor of Technology,Engineering,1998,1,19,2002,5,7
315,Masters's Degree,Master of Philosphy,History,2002,8,25,2004,5,19
316,Bachelor's Degree,Bachelor of Arts,Mathematics,1994,2,7,1999,7,16
317,Bachelor's Degree,Bachelor of Engineering,Engineering,1998,1,8,2002,12,16
318,Bachelor's Degree,Bachelor of Science,Biology,1984,1,1,1989,7,8
318,PhD Degree,Doctor of Philosophy PhD,Comparative Literature,1989,8,21,1994,7,12
319,Bachelor's Degree,Bachelor of Business Administration,Operations,1987,1,24,1990,12,8
320,Bachelor's Degree,Bachelor of Business Administration,Finance,1996,8,22,2000,5,16
320,Masters's Degree,Master of Science,Business Analytics,2000,8,9,2002,12,22
321,Bachelor's Degree,Bachelor of Technology,Engineering,1983,1,5,1986,12,12
322,Bachelor's Degree,Bachelor of Science,Chemistry,1990,2,17,1994,5,14
322,Masters's Degree,Master of Philosphy,English,1994,8,23,1996,7,17
323,Bachelor's Degree,Bachelor of Science,Biology,2002,1,1,2005,12,18
323,Masters's Degree,Master of Business Administration,Finance,2006,8,6,2008,5,1
324,Bachelor's Degree,Bachelor of Business Administration,Engineering,2005,2,5,2008,12,11
324,Masters's Degree,Master of Science,Data Science,2009,9,2,2011,7,5
325,Bachelor's Degree,Bachelor of Technology,Engineering,1993,1,18,1997,5,19
325,PhD Degree,PhD,Communication,1997,8,12,2002,5,9
326,Bachelor's Degree,Bachelor of Arts,Mathematics,1990,2,25,1993,12,11
327,Bachelor's Degree,Bachelor of Business Administration,Marketing,1992,9,5,1996,12,14
327,Masters's Degree,Master of Business Administration,Operations,1997,8,20,1999,12,5
328,Bachelor's Degree,Bachelor of Business Administration,HR,1984,1,24,1988,5,13
329,Bachelor's Degree,Bachelor of Science,Physics,2000,8,8,2003,12,18
330,Bachelor's Degree,Bachelor of Business Administration,Operations,2003,9,5,2007,4,15
330,Masters's Degree,Master of Business Administration,Operations,2007,8,11,2008,12,5
330,PhD Degree,PhD,Sociology,2009,2,11,2014,4,14
331,Bachelor's Degree,Bachelor of Engineering,Engineering,1996,8,18,2001,7,14
332,Bachelor's Degree,Bachelor of Business Administration,HR,2005,9,22,2008,12,12
332,PhD Degree,PhD,Communication,2009,1,6,2013,12,16
333,Bachelor's Degree,Bachelor of Technology,Engineering,1988,2,7,1991,12,11
333,Masters's Degree,Master of Business Administration,Finance,1992,8,2,1994,4,7
334,Bachelor's Degree,Bachelor of Arts,Economics,1987,1,7,1991,5,16
335,Bachelor's Degree,Bachelor of Arts,Geography,1993,8,5,1997,5,15
335,Masters's Degree,Master of Science,Computer Science,1997,8,23,1999,12,5
336,Bachelor's Degree,Bachelor of Science,Biology,2005,1,6,2008,12,9
337,Bachelor's Degree,Bachelor of Business Administration,HR,1987,9,20,1992,7,19
337,PhD Degree,PhD,Management Studies,1992,8,22,1997,7,17
338,Bachelor's Degree,Bachelor of Arts,History,2007,1,9,2010,12,7
338,Masters's Degree,Master of Business Administration,Operations,2011,9,15,2014,5,9
339,Bachelor's Degree,Bachelor of Business Administration,HR,1996,1,8,2000,5,13
340,Bachelor's Degree,Bachelor of Business Administration,HR,1993,1,13,1997,12,7
341,Bachelor's Degree,Bachelor of Business Administration,Operations,1988,1,17,1992,5,16
341,Masters's Degree,Master of Science,Managament,1992,8,25,1994,12,17
342,Bachelor's Degree,Bachelor of Business Administration,HR,1985,9,16,1989,5,18
342,Masters's Degree,Master of Science,Computer Science,1989,8,6,1991,12,16
343,Bachelor's Degree,Bachelor of Business Administration,HR,2003,9,22,2006,12,9
343,Masters's Degree,Master of Science,Business Analytics,2007,8,16,2009,12,22
344,Bachelor's Degree,Bachelor of Engineering,Engineering,1986,1,16,1989,12,19
344,Masters's Degree,Master of Science,Computer Science,1990,8,18,1992,12,16
344,PhD Degree,PhD,Communication,1994,8,18,1998,12,18
345,Bachelor's Degree,Bachelor of Business Administration,Finance,1983,1,20,1987,4,16
346,Bachelor's Degree,Bachelor of Science,Physics,1990,1,9,1994,12,7
346,Masters's Degree,Master of Science,Computer Science,1995,8,28,1997,5,9
346,PhD Degree,Doctor of Business Administration,Global Business and Leadership,1998,1,28,2002,12,11
347,Bachelor's Degree,Bachelor of Science,Chemistry,1997,2,13,2001,5,9
347,Masters's Degree,Master of Business Administration,Finance,2001,8,28,2002,7,13
348,Bachelor's Degree,Bachelor of Business Administration,Finance,1981,9,23,1985,5,11
348,Masters's Degree,Master of Science,Business Analytics,1985,8,8,1986,12,23
349,Bachelor's Degree,Bachelor of Arts,Economics,1983,8,23,1987,4,8
350,Bachelor's Degree,Bachelor of Science,Chemistry,1999,1,11,2002,12,8
351,Bachelor's Degree,Bachelor of Business Administration,Marketing,1989,2,17,1993,12,18
351,Masters's Degree,Master of Business Administration,Finance,1994,8,19,1996,4,17
351,PhD Degree,PhD,Sociology,1997,2,19,2001,12,8
352,Bachelor's Degree,Bachelor of Arts,History,1987,1,14,1991,12,17
353,Bachelor's Degree,Bachelor of Business Administration,Finance,1987,1,12,1990,12,16
354,Bachelor's Degree,Bachelor of Arts,Economics,2007,8,2,2011,12,18
354,Masters's Degree,Master of Science,Managament,2012,8,13,2014,12,2
355,Bachelor's Degree,Bachelor of Engineering,Engineering,1986,9,13,1990,5,10
356,Bachelor's Degree,Bachelor of Technology,Engineering,1989,8,28,1993,5,9
356,Masters's Degree,Master of Business Administration,Finance,1993,8,22,1994,12,28
357,Bachelor's Degree,Bachelor of Arts,Economics,1993,8,26,1998,7,11
358,Bachelor's Degree,Bachelor of Arts,Geography,1992,8,6,1995,12,9
358,Masters's Degree,Master of Science,Managament,1996,8,27,1998,12,6
359,Bachelor's Degree,Bachelor of Business Administration,HR,1996,2,3,2000,5,13
360,Bachelor's Degree,Bachelor of Science,Chemistry,1990,1,19,1993,12,15
360,Masters's Degree,Master of Business Administration,Operations,1994,8,13,1996,5,19
361,Bachelor's Degree,Bachelor of Business Administration,Engineering,1986,1,17,1989,12,10
361,Masters's Degree,Master of Business Administration,Operations,1990,9,21,1992,12,17
362,Bachelor's Degree,Bachelor of Engineering,Engineering,2000,2,4,2003,12,20
362,PhD Degree,PhD,Sociology,2004,1,12,2008,12,12
363,Bachelor's Degree,Bachelor of Science,Chemistry,1994,2,25,1998,4,7
363,Masters's Degree,Master of Business Administration,Operations,1998,8,9,1999,4,25
364,Bachelor's Degree,Bachelor of Science,Physics,2006,1,11,2009,12,20
365,Bachelor's Degree,Bachelor of Business Administration,Finance,1989,8,15,1992,12,9
366,Bachelor's Degree,Bachelor of Business Administration,Finance,1984,5,1,1988,12,12
367,Bachelor's Degree,Bachelor of Engineering,Engineering,2007,2,5,2011,5,12
367,PhD Degree,PhD,Communication,2012,8,17,2016,5,9
368,Bachelor's Degree,Bachelor of Technology,Engineering,1987,8,18,1991,12,8
369,Bachelor's Degree,Bachelor of Business Administration,Finance,1986,8,23,1989,12,19
369,Masters's Degree,Master of Science,Computer Science,1990,9,27,1992,12,23
370,Bachelor's Degree,Bachelor of Arts,History,1997,1,4,2002,4,11
371,Bachelor's Degree,Bachelor of Business Administration,Finance,2000,8,27,2003,12,9
371,Masters's Degree,Master of Business Administration,Operations,2004,8,13,2006,12,27
371,PhD Degree,PhD,Communication,2007,1,13,2011,12,15
372,Bachelor's Degree,Bachelor of Business Administration,Finance,1986,8,2,1990,4,17
372,Masters's Degree,Master of Science,Business Analytics,1990,8,19,1991,12,2
373,Bachelor's Degree,Bachelor of Engineering,Engineering,1986,8,26,1991,7,11
373,Masters's Degree,Master of Science,Business Analytics,1991,8,8,1992,12,26
374,Bachelor's Degree,Bachelor of Arts,Commerce,1987,9,19,1990,12,17
374,Masters's Degree,Master of Philosphy,Economics,1991,8,3,1993,12,19
375,Bachelor's Degree,Bachelor of Business Administration,HR,1987,1,18,1991,12,10
375,Masters's Degree,Master of Business Administration,HR,1992,1,16,1994,5,18
376,Bachelor's Degree,Bachelor of Arts,Mathematics,1995,8,6,1999,5,13
376,PhD Degree,Doctor of Philosophy PhD,Philosophy,2000,1,13,2005,5,11
377,Bachelor's Degree,Bachelor of Engineering,Engineering,1992,8,19,1997,7,15
378,Bachelor's Degree,Bachelor of Arts,Geography,2000,1,17,2004,5,10
379,Bachelor's Degree,Bachelor of Engineering,Engineering,1999,9,3,2003,5,12
380,Bachelor's Degree,Bachelor of Science,Biology,1981,9,17,1984,12,16
381,Bachelor's Degree,Bachelor of Business Administration,Operations,2004,1,4,2009,7,19
381,Masters's Degree,Master of Science,Business Analytics,2009,8,23,2010,5,4
382,Bachelor's Degree,Bachelor of Science,Biology,2005,1,5,2009,12,8
382,PhD Degree,PhD,Communication,2011,9,24,2015,12,8
383,Bachelor's Degree,Bachelor of Arts,Geography,1999,8,19,2002,12,17
383,PhD Degree,Doctor of Philosophy PhD,Philosophy,2003,8,26,2007,12,8
384,Bachelor's Degree,Bachelor of Arts,Economics,1996,8,2,1999,12,9
385,Bachelor's Degree,Bachelor of Arts,Mathematics,1989,8,19,1992,12,18
386,Bachelor's Degree,Bachelor of Arts,Mathematics,1996,1,12,1999,12,20
387,Bachelor's Degree,Bachelor of Business Administration,Engineering,2004,8,13,2008,5,18
388,Bachelor's Degree,Bachelor of Technology,Engineering,1990,1,14,1994,4,10
389,Bachelor's Degree,Bachelor of Technology,Engineering,1983,8,6,1987,12,15
389,Masters's Degree,Master of Science,Computer Science,1988,8,19,1990,12,6
389,PhD Degree,PhD,Management Studies,1992,1,19,1996,12,10
390,Bachelor's Degree,Bachelor of Business Administration,Finance,2006,8,24,2011,7,11
391,Bachelor's Degree,Bachelor of Arts,Geography,1989,1,23,1993,12,18
392,Bachelor's Degree,Bachelor of Business Administration,Marketing,2008,1,21,2012,12,15
393,Bachelor's Degree,Bachelor of Technology,Engineering,1998,1,18,2002,5,12
394,Bachelor's Degree,Bachelor of Arts,Commerce,1990,1,22,1994,5,12
394,Masters's Degree,Master of Business Administration,Operations,1994,8,18,1995,5,22
395,Bachelor's Degree,Bachelor of Technology,Engineering,1998,8,14,2002,12,14
396,Bachelor's Degree,Bachelor of Engineering,Engineering,1982,8,11,1986,5,7
396,Masters's Degree,Master of Science,Managament,1986,8,9,1987,12,11
396,PhD Degree,PhD,Sociology,1989,8,9,1994,5,16
397,Bachelor's Degree,Bachelor of Arts,Commerce,1996,1,19,1999,12,19
398,Bachelor's Degree,Bachelor of Science,Physics,1986,1,20,1989,12,8
399,Bachelor's Degree,Bachelor of Arts,Geography,1992,8,8,1995,12,16
399,Masters's Degree,Master of Science,Computer Science,1996,8,18,1998,12,8
400,Bachelor's Degree,Bachelor of Business Administration,Finance,1994,1,13,1997,12,14
401,Bachelor's Degree,Bachelor of Arts,Commerce,1986,2,25,1990,5,20
401,Masters's Degree,Master of Science,Computer Science,1990,8,7,1992,7,25
402,Bachelor's Degree,Bachelor of Engineering,Engineering,1994,2,20,1998,12,20
402,Masters's Degree,Master of Business Administration,HR,1999,8,11,2001,7,20
403,Bachelor's Degree,Bachelor of Science,Biology,1988,1,15,1993,7,9
403,Masters's Degree,Master of Science,Data Science,1993,8,13,1997,5,15
404,Bachelor's Degree,Bachelor of Arts,Economics,1983,1,2,1987,5,13
404,Masters's Degree,Master of Science,Computer Science,1987,8,1,1989,5,2
404,PhD Degree,Doctor of Business Administration,Business management,1990,2,1,1994,5,11
405,Bachelor's Degree,Bachelor of Arts,Mathematics,1987,2,2,1991,5,17
406,Bachelor's Degree,Bachelor of Business Administration,HR,1994,2,13,1997,12,12
407,Bachelor's Degree,Bachelor of Science,Chemistry,1995,2,4,1999,4,20
408,Bachelor's Degree,Bachelor of Engineering,Engineering,1985,1,3,1989,5,16
408,Masters's Degree,Master of Science,Managament,1989,8,16,1991,5,3
409,Bachelor's Degree,Bachelor of Technology,Engineering,1991,1,27,1995,5,16
410,Bachelor's Degree,Bachelor of Business Administration,Engineering,1989,1,25,1993,5,9
411,Bachelor's Degree,Bachelor of Business Administration,HR,2002,2,22,2005,12,20
411,Masters's Degree,Master of Science,Managament,2006,8,21,2008,7,22
412,Bachelor's Degree,Bachelor of Arts,Economics,2004,9,27,2007,12,16
413,Bachelor's Degree,Bachelor of Technology,Engineering,1987,8,25,1991,12,17
413,Masters's Degree,Master of Science,Business Analytics,1992,8,8,1994,12,25
414,Bachelor's Degree,Bachelor of Arts,Geography,1987,9,22,1990,12,9
414,PhD Degree,PhD,Communication,1991,1,9,1994,12,18
415,Bachelor's Degree,Bachelor of Arts,Economics,1985,2,23,1989,5,13
416,Bachelor's Degree,Bachelor of Arts,Mathematics,1987,1,8,1991,12,16
417,Bachelor's Degree,Bachelor of Arts,Geography,1991,8,22,1995,5,8
417,PhD Degree,PhD,Sociology,1996,9,28,2001,5,18
418,Bachelor's Degree,Bachelor of Technology,Engineering,1996,1,3,1999,12,16
419,Bachelor's Degree,Bachelor of Business Administration,HR,1989,1,7,1992,12,12
419,Masters's Degree,Master of Science,Managament,1993,8,6,1995,5,7
420,Bachelor's Degree,Bachelor of Business Administration,Finance,1994,9,16,1997,12,16
420,Masters's Degree,Master of Business Administration,Finance,1998,8,24,2000,12,16
421,Bachelor's Degree,Bachelor of Arts,Economics,1991,1,10,1995,5,17
421,Masters's Degree,Master of Business Administration,Finance,1995,8,11,1997,5,10
422,Bachelor's Degree,Bachelor of Technology,Engineering,1982,8,9,1988,7,12
422,Masters's Degree,Master of Philosphy,History,1988,8,27,1990,12,9
423,Bachelor's Degree,Bachelor of Business Administration,Finance,1988,8,14,1991,12,16
423,Masters's Degree,Master of Science,Computer Science,1992,9,23,1995,12,14
423,PhD Degree,Doctor of Philosophy PhD,Comparative Literature,1997,1,23,2000,12,14
424,Bachelor's Degree,Bachelor of Engineering,Engineering,2000,9,15,2004,5,12
424,Masters's Degree,Master of Science,Data Science,2004,8,27,2005,12,15
425,Bachelor's Degree,Bachelor of Science,Physics,1989,1,9,1993,12,10
425,Masters's Degree,Master of Business Administration,Finance,1994,8,23,1996,12,9
425,PhD Degree,Doctor of Philosophy PhD,Philosophy,1997,9,23,2001,12,16
426,Bachelor's Degree,Bachelor of Business Administration,Finance,2000,8,9,2004,12,8
426,Masters's Degree,Master of Science,Computer Science,2005,8,3,2007,12,9
427,Bachelor's Degree,Bachelor of Arts,Mathematics,1994,9,19,1998,5,18
427,PhD Degree,Doctor of Philosophy PhD,Philosophy,1998,8,28,2003,5,8
428,Bachelor's Degree,Bachelor of Business Administration,Engineering,2006,1,11,2010,5,16
429,Bachelor's Degree,Bachelor of Arts,Mathematics,1997,2,22,2000,12,11
430,Bachelor's Degree,Bachelor of Arts,Mathematics,1989,2,7,1993,12,18
431,Bachelor's Degree,Bachelor of Engineering,Engineering,1987,8,20,1991,12,13
432,Bachelor's Degree,Bachelor of Business Administration,Finance,1996,8,12,1999,12,15
432,Masters's Degree,Master of Business Administration,Operations,2000,9,2,2002,12,12
433,Bachelor's Degree,Bachelor of Business Administration,HR,1993,1,23,1997,5,9
434,Bachelor's Degree,Bachelor of Business Administration,HR,1990,2,16,1993,12,16
434,PhD Degree,Doctor of Philosophy PhD,Comparative Literature,1994,1,21,1998,12,20
435,Bachelor's Degree,Bachelor of Technology,Engineering,1981,8,23,1985,12,18
436,Bachelor's Degree,Bachelor of Technology,Engineering,2008,2,26,2011,12,18
436,Masters's Degree,Master of Business Administration,Finance,2012,9,28,2015,7,26
437,Bachelor's Degree,Bachelor of Business Administration,Engineering,1996,8,23,2000,5,14
437,Masters's Degree,Master of Science,Managament,2000,8,7,2001,12,23
438,Bachelor's Degree,Bachelor of Business Administration,Operations,2006,8,11,2010,4,16
438,Masters's Degree,Master of Science,Computer Science,2010,8,3,2011,12,11
439,Bachelor's Degree,Bachelor of Business Administration,Finance,1990,8,22,1994,5,10
439,Masters's Degree,Master of Philosphy,Regional Studies,1994,8,20,1996,12,22
440,Bachelor's Degree,Bachelor of Business Administration,Operations,2008,1,3,2014,7,13
440,Masters's Degree,Master of Business Administration,Marketing,2014,8,20,2017,5,3
441,Bachelor's Degree,Bachelor of Business Administration,Operations,1999,9,8,2003,5,16
441,Masters's Degree,Master of Science,Computer Science,2003,8,12,2005,12,8
442,Bachelor's Degree,Bachelor of Technology,Engineering,2000,1,1,2003,12,17
443,Bachelor's Degree,Bachelor of Science,Chemistry,1999,8,19,2003,5,13
444,Bachelor's Degree,Bachelor of Technology,Engineering,2002,1,13,2006,5,16
445,Bachelor's Degree,Bachelor of Technology,Engineering,1999,1,2,2002,12,19
446,Bachelor's Degree,Bachelor of Technology,Engineering,1997,1,25,2001,5,8
447,Bachelor's Degree,Bachelor of Arts,Economics,1996,1,27,2000,4,18
448,Bachelor's Degree,Bachelor of Science,Biology,1984,5,17,1987,12,15
