id,start_year,start_month,end_year,end_month,job_title,department,last_salary
253,1996,5,2002,2,Associate Manager,Administration Department,86855
253,2002,2,2007,4,Assistant Manager,Administration Department,122396
253,2007,4,2011,12,Manager,Administration Department,145832
254,2008,5,2011,8,Associate Frontend Engineer,IT Department,39701
255,2008,5,2011,9,Associate Frontend Engineer,IT Department,39681
257,1992,4,1998,8,Associate Frontend Engineer,IT Department,39641
257,1998,8,2003,7,Frontend Engineer,IT Department,59426
257,2004,7,2016,7,Frontend Engineer II,IT Department,80694
258,1998,5,2004,8,Associate Data Analyst,Analytics Department,49343
258,2004,8,2009,3,Data Analyst,Analytics Department,78925
260,2004,4,2010,4,Associate Backend Engineer,IT Department,47517
261,1999,12,2005,5,Associate Backend Engineer,IT Department,47542
261,2005,5,2010,3,Backend Engineer,IT Department,69125
261,2010,3,2011,8,Backend Engineer II,IT Department,90791
262,1995,5,2001,6,Associate Backend Engineer,IT Department,47567
262,2002,6,2007,5,Backend Engineer,IT Department,69150
262,2008,5,2012,1,Backend Engineer II,IT Department,90816
263,1996,12,2002,5,Associate Data Analyst,Analytics Department,49443
263,2002,5,2007,9,Data Analyst,Analytics Department,79025
263,2008,9,2012,9,Data Analyst II,Analytics Department,105245
264,1996,5,2002,5,Associate Data Analyst,Analytics Department,49463
264,2002,5,2007,2,Data Analyst,Analytics Department,79045
264,2008,2,2012,6,Data Analyst II,Analytics Department,105265
265,2010,5,2013,12,Associate Frontend Engineer,IT Department,39481
267,2008,4,2011,2,Associate Backend Engineer,IT Department,47692
268,2005,12,2011,6,Associate Data Analyst,Analytics Department,49543
269,1988,12,1999,3,Associate Frontend Engineer,IT Department,39401
269,2000,3,2005,5,Frontend Engineer,IT Department,59186
269,2005,5,2017,10,Frontend Engineer II,IT Department,80454
270,2010,5,2013,7,Associate Data Analyst,Analytics Department,49583
271,1990,5,2001,9,Associate Backend Engineer,IT Department,47792
271,2002,9,2007,10,Backend Engineer,IT Department,69375
271,2007,10,2011,7,Backend Engineer II,IT Department,91041
272,1996,5,2002,4,Associate Data Analyst,Analytics Department,49623
272,2002,4,2007,2,Data Analyst,Analytics Department,79205
272,2007,2,2011,5,Data Analyst II,Analytics Department,105425
274,2005,12,2011,12,Associate Data Analyst,Analytics Department,49663
275,2004,12,2010,9,Associate Manager,Administration Department,87295
276,1993,12,1999,9,Associate Backend Engineer,IT Department,47917
276,1999,9,2004,7,Backend Engineer,IT Department,69500
276,2004,7,2016,8,Backend Engineer II,IT Department,91166
277,2003,12,2009,7,Associate Data Analyst,Analytics Department,49723
278,1996,12,2002,9,Associate Data Analyst,Analytics Department,49743
278,2003,9,2008,8,Data Analyst,Analytics Department,79325
278,2008,8,2012,7,Data Analyst II,Analytics Department,105545
279,2005,12,2011,11,Associate Backend Engineer,IT Department,47992
280,2011,5,2014,4,Associate Frontend Engineer,IT Department,39181
281,2000,12,2006,8,Associate Backend Engineer,IT Department,48042
282,2001,5,2007,12,Associate Frontend Engineer,IT Department,39141
283,2004,5,2010,4,Associate Frontend Engineer,IT Department,39121
284,1991,12,1997,8,Associate Backend Engineer,IT Department,48117
284,1998,8,2003,2,Backend Engineer,IT Department,69700
284,2004,2,2016,6,Backend Engineer II,IT Department,91366
285,2012,7,2015,1,Associate Backend Engineer,IT Department,48142
286,1993,12,1999,1,Associate Data Analyst,Analytics Department,49903
286,1999,1,2004,8,Data Analyst,Analytics Department,79485
286,2004,8,2016,5,Data Analyst II,Analytics Department,105705
287,2002,5,2008,9,Associate Frontend Engineer,IT Department,39041
288,2009,7,2012,8,Associate Backend Engineer,IT Department,48217
289,2011,12,2014,6,Associate Data Analyst,Analytics Department,49963
290,2009,12,2012,5,Associate Frontend Engineer,IT Department,38981
291,2002,12,2008,5,Associate Manager,Administration Department,87615
292,1995,5,2001,11,Associate Backend Engineer,IT Department,48317
292,2001,11,2006,9,Backend Engineer,IT Department,69900
292,2007,9,2011,11,Backend Engineer II,IT Department,91566
293,2008,7,2011,8,Associate Backend Engineer,IT Department,48342
294,1998,7,2004,11,Associate Data Analyst,Analytics Department,50063
294,2004,11,2009,12,Data Analyst,Analytics Department,79645
295,1997,12,2003,2,Associate Backend Engineer,IT Department,48392
295,2003,2,2008,10,Backend Engineer,IT Department,69975
295,2008,10,2012,4,Backend Engineer II,IT Department,91641
297,1992,4,1998,6,Associate Frontend Engineer,IT Department,38841
297,1998,6,2003,7,Frontend Engineer,IT Department,58626
297,2003,7,2015,2,Frontend Engineer II,IT Department,79894
298,2006,5,2009,7,Associate Data Analyst,Analytics Department,50143
299,2011,5,2014,12,Associate Data Analyst,Analytics Department,50163
300,1988,12,1999,2,Associate Data Analyst,Analytics Department,50183
300,2000,2,2005,11,Data Analyst,Analytics Department,79765
300,2005,11,2017,4,Data Analyst II,Analytics Department,105985
301,2004,12,2010,12,Associate Data Analyst,Analytics Department,50203
302,2012,12,2015,3,Associate Backend Engineer,IT Department,48567
303,1986,12,1997,2,Associate Manager,Administration Department,87855
303,1997,2,2002,10,Assistant Manager,Administration Department,123396
303,2002,10,2014,12,Manager,Administration Department,146832
304,2003,12,2009,11,Associate Data Analyst,Analytics Department,50263
305,1998,12,2004,11,Associate Data Analyst,Analytics Department,50283
305,2004,11,2009,12,Data Analyst,Analytics Department,79865
306,1991,12,1997,3,Associate Frontend Engineer,IT Department,38661
306,1997,3,2002,8,Frontend Engineer,IT Department,58446
306,2003,8,2015,9,Frontend Engineer II,IT Department,79714
307,2006,5,2009,4,Associate Data Analyst,Analytics Department,50323
308,1988,5,1999,2,Associate Frontend Engineer,IT Department,38621
308,2000,2,2005,4,Frontend Engineer,IT Department,58406
308,2005,4,2017,1,Frontend Engineer II,IT Department,79674
309,1989,12,2000,1,Associate Backend Engineer,IT Department,48742
309,2001,1,2006,8,Backend Engineer,IT Department,70325
309,2006,8,2010,12,Backend Engineer II,IT Department,91991
310,2006,7,2009,12,Associate Backend Engineer,IT Department,48767
311,2011,5,2014,11,Associate Manager,Administration Department,88015
312,2003,12,2009,6,Associate Data Analyst,Analytics Department,50423
313,1998,4,2004,9,Associate Data Analyst,Analytics Department,50443
313,2004,9,2009,9,Data Analyst,Analytics Department,80025
314,1998,12,2004,9,Associate Data Analyst,Analytics Department,50463
314,2005,9,2010,6,Data Analyst,Analytics Department,80045
314,2010,6,2011,6,Data Analyst II,Analytics Department,106265
315,2004,5,2010,7,Associate Frontend Engineer,IT Department,38481
316,1999,7,2005,1,Associate Backend Engineer,IT Department,48917
316,2005,1,2010,4,Backend Engineer,IT Department,70500
316,2010,4,2011,7,Backend Engineer II,IT Department,92166
317,2005,12,2011,6,Associate Data Analyst,Analytics Department,50523
318,1994,7,2000,7,Associate Data Analyst,Analytics Department,50543
318,2001,7,2006,8,Data Analyst,Analytics Department,80125
318,2006,8,2010,5,Data Analyst II,Analytics Department,106345
319,1990,12,2001,11,Associate Backend Engineer,IT Department,48992
319,2002,11,2007,8,Backend Engineer,IT Department,70575
319,2007,8,2011,3,Backend Engineer II,IT Department,92241
320,2003,12,2009,1,Associate Backend Engineer,IT Department,49017
321,1987,12,1998,1,Associate Data Analyst,Analytics Department,50603
321,1998,1,2003,1,Data Analyst,Analytics Department,80185
321,2004,1,2016,8,Data Analyst II,Analytics Department,106405
322,1996,7,2002,12,Associate Backend Engineer,IT Department,49067
322,2002,12,2007,1,Backend Engineer,IT Department,70650
322,2007,1,2011,8,Backend Engineer II,IT Department,92316
323,2009,5,2012,5,Associate Backend Engineer,IT Department,49092
324,2012,7,2015,8,Associate Backend Engineer,IT Department,49117
325,2003,5,2009,5,Associate Data Analyst,Analytics Department,50683
326,1994,12,2000,12,Associate Backend Engineer,IT Department,49167
326,2001,12,2006,5,Backend Engineer,IT Department,70750
326,2006,5,2010,2,Backend Engineer II,IT Department,92416
327,1999,12,2005,9,Associate Data Analyst,Analytics Department,50723
328,1989,5,2000,9,Associate Backend Engineer,IT Department,49217
328,2000,9,2005,3,Backend Engineer,IT Department,70800
328,2006,3,2010,8,Backend Engineer II,IT Department,92466
329,2003,12,2009,11,Associate Data Analyst,Analytics Department,50763
331,2001,7,2007,9,Associate Data Analyst,Analytics Department,50803
333,1994,4,2000,1,Associate Frontend Engineer,IT Department,38121
333,2000,1,2005,1,Frontend Engineer,IT Department,57906
333,2005,1,2017,9,Frontend Engineer II,IT Department,79174
334,1991,5,1997,11,Associate Data Analyst,Analytics Department,50863
334,1998,11,2003,11,Data Analyst,Analytics Department,80445
334,2003,11,2015,9,Data Analyst II,Analytics Department,106665
335,1999,12,2005,2,Associate Backend Engineer,IT Department,49392
335,2005,2,2010,10,Backend Engineer,IT Department,70975
335,2010,10,2011,5,Backend Engineer II,IT Department,92641
336,2009,12,2012,5,Associate Frontend Engineer,IT Department,38061
337,1997,7,2003,9,Associate Data Analyst,Analytics Department,50923
337,2003,9,2008,2,Data Analyst,Analytics Department,80505
337,2008,2,2012,5,Data Analyst II,Analytics Department,106725
339,2000,5,2006,2,Associate Backend Engineer,IT Department,49492
340,1998,12,2004,8,Associate Frontend Engineer,IT Department,37981
340,2004,8,2009,4,Frontend Engineer,IT Department,57766
341,1995,12,2001,7,Associate Manager,Administration Department,88615
341,2002,7,2007,12,Assistant Manager,Administration Department,124156
341,2008,12,2012,10,Manager,Administration Department,147592
342,1991,12,1997,1,Associate Backend Engineer,IT Department,49567
342,1997,1,2002,12,Backend Engineer,IT Department,71150
342,2002,12,2014,6,Backend Engineer II,IT Department,92816
343,2009,12,2012,2,Associate Frontend Engineer,IT Department,37921
344,1999,12,2005,5,Associate Frontend Engineer,IT Department,37901
344,2005,5,2010,9,Frontend Engineer,IT Department,57686
344,2010,9,2011,12,Frontend Engineer II,IT Department,78954
345,1988,4,1999,1,Associate Backend Engineer,IT Department,49642
345,1999,1,2004,5,Backend Engineer,IT Department,71225
345,2005,5,2017,4,Backend Engineer II,IT Department,92891
346,2005,12,2011,9,Associate Backend Engineer,IT Department,49667
347,2003,7,2009,11,Associate Data Analyst,Analytics Department,51123
348,1986,12,1997,2,Associate Data Analyst,Analytics Department,51143
348,1998,2,2003,7,Data Analyst,Analytics Department,80725
348,2003,7,2015,7,Data Analyst II,Analytics Department,106945
349,1988,4,1999,7,Associate Data Analyst,Analytics Department,51163
349,1999,7,2004,8,Data Analyst,Analytics Department,80745
349,2005,8,2017,2,Data Analyst II,Analytics Department,106965
350,2003,12,2009,2,Associate Backend Engineer,IT Department,49767
351,2002,12,2008,1,Associate Backend Engineer,IT Department,49792
352,1992,12,1998,10,Associate Backend Engineer,IT Department,49817
352,1999,10,2004,2,Backend Engineer,IT Department,71400
352,2004,2,2016,4,Backend Engineer II,IT Department,93066
353,1990,12,2001,4,Associate Backend Engineer,IT Department,49842
353,2002,4,2007,4,Backend Engineer,IT Department,71425
353,2007,4,2011,10,Backend Engineer II,IT Department,93091
355,1990,5,2001,7,Associate Data Analyst,Analytics Department,51283
355,2001,7,2006,10,Data Analyst,Analytics Department,80865
355,2006,10,2010,3,Data Analyst II,Analytics Department,107085
356,1994,12,2000,4,Associate Data Analyst,Analytics Department,51303
356,2000,4,2005,6,Data Analyst,Analytics Department,80885
356,2005,6,2017,4,Data Analyst II,Analytics Department,107105
357,1998,7,2004,12,Associate Backend Engineer,IT Department,49942
357,2004,12,2009,7,Backend Engineer,IT Department,71525
358,2001,12,2007,5,Associate Data Analyst,Analytics Department,51343
359,2001,5,2007,1,Associate Backend Engineer,IT Department,49992
360,1997,5,2003,12,Associate Backend Engineer,IT Department,50017
360,2003,12,2008,4,Backend Engineer,IT Department,71600
361,1992,12,1998,6,Associate Frontend Engineer,IT Department,37561
361,1998,6,2003,4,Frontend Engineer,IT Department,57346
361,2003,4,2015,12,Frontend Engineer II,IT Department,78614
362,2009,12,2012,11,Associate Data Analyst,Analytics Department,51423
363,2000,4,2006,9,Associate Data Analyst,Analytics Department,51443
364,2010,12,2013,9,Associate Backend Engineer,IT Department,50117
365,1992,12,1998,5,Associate Frontend Engineer,IT Department,37481
365,1999,5,2004,9,Frontend Engineer,IT Department,57266
365,2004,9,2016,11,Backend Engineer II,IT Department,93391
366,1988,12,1999,12,Associate Data Analyst,Analytics Department,51503
366,2000,12,2005,4,Data Analyst,Analytics Department,81085
366,2005,4,2017,8,Data Analyst II,Analytics Department,107305
368,1992,12,1998,8,Associate Frontend Engineer,IT Department,37421
368,1998,8,2003,9,Frontend Engineer,IT Department,57206
368,2004,9,2016,8,Backend Engineer II,IT Department,93466
369,1993,12,1999,6,Associate Backend Engineer,IT Department,50242
369,1999,6,2004,12,Backend Engineer,IT Department,71825
369,2005,12,2017,12,Backend Engineer II,IT Department,93491
370,2003,4,2009,9,Associate Data Analyst,Analytics Department,51583
371,2011,12,2014,3,Associate Data Analyst,Analytics Department,51603
372,1991,12,1997,6,Associate Backend Engineer,IT Department,50317
372,1998,6,2003,6,Backend Engineer,IT Department,71900
372,2003,6,2015,7,Backend Engineer II,IT Department,93566
373,1993,12,1999,2,Associate Frontend Engineer,IT Department,37321
373,1999,2,2004,9,Frontend Engineer,IT Department,57106
373,2005,9,2017,4,Backend Engineer II,IT Department,93591
374,1993,12,1999,2,Associate Data Analyst,Analytics Department,51663
374,2000,2,2005,10,Data Analyst,Analytics Department,81245
374,2005,10,2017,4,Data Analyst II,Analytics Department,107465
375,1994,5,2000,4,Associate Data Analyst,Analytics Department,51683
375,2000,4,2005,8,Data Analyst,Analytics Department,81265
375,2005,8,2017,4,Data Analyst II,Analytics Department,107485
376,2005,5,2011,1,Associate Backend Engineer,IT Department,50417
377,1997,7,2003,5,Associate Data Analyst,Analytics Department,51723
377,2003,5,2008,1,Data Analyst,Analytics Department,81305
377,2008,1,2012,10,Data Analyst II,Analytics Department,107525
378,2005,5,2011,9,Associate Data Analyst,Analytics Department,51743
379,2003,5,2009,5,Associate Data Analyst,Analytics Department,51763
380,1984,12,1995,3,Associate Backend Engineer,IT Department,50517
380,1995,3,2000,12,Backend Engineer,IT Department,72100
380,2000,12,2012,5,Backend Engineer II,IT Department,93766
381,2010,5,2013,1,Associate Frontend Engineer,IT Department,37161
383,2007,12,2010,2,Associate Data Analyst,Analytics Department,51843
384,1999,12,2005,9,Associate Backend Engineer,IT Department,50617
384,2005,9,2010,12,Backend Engineer,IT Department,72200
384,2010,12,2011,9,Backend Engineer II,IT Department,93866
385,1992,12,1998,10,Associate Data Analyst,Analytics Department,51883
385,1998,10,2003,7,Data Analyst,Analytics Department,81465
385,2003,7,2015,10,Data Analyst II,Analytics Department,107685
386,1999,12,2005,2,Associate Data Analyst,Analytics Department,51903
387,2008,5,2011,2,Associate Data Analyst,Analytics Department,51923
388,1994,4,2000,5,Associate Data Analyst,Analytics Department,51943
388,2000,5,2005,8,Data Analyst,Analytics Department,81525
388,2005,8,2017,9,Data Analyst II,Analytics Department,107745
389,1997,12,2003,10,Associate Data Analyst,Analytics Department,51963
389,2004,10,2009,1,Data Analyst,Analytics Department,81545
389,2010,1,2011,8,Data Analyst II,Analytics Department,107765
390,2011,7,2014,8,Associate Data Analyst,Analytics Department,51983
391,1994,12,2000,5,Associate Backend Engineer,IT Department,50792
391,2001,5,2006,8,Backend Engineer,IT Department,72375
391,2006,8,2010,7,Backend Engineer II,IT Department,94041
392,2012,12,2015,8,Associate Frontend Engineer,IT Department,36941
393,2003,5,2009,2,Associate Data Analyst,Analytics Department,52043
394,1996,5,2002,12,Associate Backend Engineer,IT Department,50867
394,2002,12,2007,5,Backend Engineer,IT Department,72450
394,2008,5,2012,8,Backend Engineer II,IT Department,94116
395,2002,12,2008,12,Associate Frontend Engineer,IT Department,36881
396,1995,5,2001,2,Associate Manager,Administration Department,89715
396,2001,2,2006,9,Assistant Manager,Administration Department,125256
396,2007,9,2011,4,Manager,Administration Department,148692
397,1999,12,2005,10,Associate Data Analyst,Analytics Department,52123
397,2005,10,2010,10,Data Analyst,Analytics Department,81705
397,2010,10,2011,3,Data Analyst II,Analytics Department,107925
398,1989,12,2000,4,Associate Data Analyst,Analytics Department,52143
398,2000,4,2005,1,Data Analyst,Analytics Department,81725
398,2005,1,2017,9,Data Analyst II,Analytics Department,107945
399,1999,12,2005,9,Associate Data Analyst,Analytics Department,52163
400,1997,12,2003,3,Associate Frontend Engineer,IT Department,36781
400,2003,3,2008,10,Frontend Engineer,IT Department,56566
400,2008,10,2012,3,Backend Engineer II,IT Department,94266
401,1993,7,1999,7,Associate Frontend Engineer,IT Department,36761
401,1999,7,2004,9,Frontend Engineer,IT Department,56546
401,2005,9,2017,9,Frontend Engineer II,IT Department,77814
402,2002,7,2008,10,Associate Backend Engineer,IT Department,51067
403,1998,5,2004,2,Associate Data Analyst,Analytics Department,52243
403,2004,2,2009,4,Data Analyst,Analytics Department,81825
403,2010,4,2011,12,Data Analyst II,Analytics Department,108045
404,1995,5,2001,4,Associate Backend Engineer,IT Department,51117
404,2001,4,2006,3,Backend Engineer,IT Department,72700
404,2007,3,2011,12,Backend Engineer II,IT Department,94366
405,1992,5,1998,6,Associate Data Analyst,Analytics Department,52283
405,1999,6,2004,2,Data Analyst,Analytics Department,81865
405,2005,2,2017,9,Data Analyst II,Analytics Department,108085
406,1998,12,2004,6,Associate Data Analyst,Analytics Department,52303
406,2005,6,2010,2,Data Analyst,Analytics Department,81885
406,2011,2,2012,9,Data Analyst II,Analytics Department,108105
407,1999,4,2005,4,Associate Backend Engineer,IT Department,51192
407,2005,4,2010,6,Backend Engineer,IT Department,72775
407,2010,6,2011,7,Backend Engineer II,IT Department,94441
408,1994,5,2000,7,Associate Data Analyst,Analytics Department,52343
408,2001,7,2006,5,Data Analyst,Analytics Department,81925
408,2007,5,2011,3,Data Analyst II,Analytics Department,108145
409,1995,5,2001,1,Associate Backend Engineer,IT Department,51242
409,2001,1,2006,10,Backend Engineer,IT Department,72825
409,2006,10,2010,5,Backend Engineer II,IT Department,94491
410,1994,5,2000,1,Associate Backend Engineer,IT Department,51267
410,2000,1,2005,12,Backend Engineer,IT Department,72850
410,2006,12,2010,12,Backend Engineer II,IT Department,94516
411,2008,7,2011,4,Associate Backend Engineer,IT Department,51292
412,2007,12,2010,11,Associate Backend Engineer,IT Department,51317
413,1994,12,2000,6,Associate Backend Engineer,IT Department,51342
413,2000,6,2005,7,Backend Engineer,IT Department,72925
413,2005,7,2017,3,Backend Engineer II,IT Department,94591
414,1995,12,2001,3,Associate Backend Engineer,IT Department,51367
414,2002,3,2007,12,Backend Engineer,IT Department,72950
414,2007,12,2011,10,Backend Engineer II,IT Department,94616
415,1989,5,2000,5,Associate Backend Engineer,IT Department,51392
415,2000,5,2005,12,Backend Engineer,IT Department,72975
415,2005,12,2017,3,Backend Engineer II,IT Department,94641
416,1992,12,1998,9,Associate Data Analyst,Analytics Department,52503
416,1998,9,2003,7,Data Analyst,Analytics Department,82085
416,2004,7,2016,3,Data Analyst II,Analytics Department,108305
417,2001,5,2007,12,Associate Frontend Engineer,IT Department,36441
418,2000,12,2006,4,Associate Backend Engineer,IT Department,51467
419,1995,5,2001,8,Associate Data Analyst,Analytics Department,52563
419,2002,8,2007,3,Data Analyst,Analytics Department,82145
419,2007,3,2011,3,Data Analyst II,Analytics Department,108365
420,2000,12,2006,8,Associate Frontend Engineer,IT Department,36381
421,1998,5,2004,9,Associate Backend Engineer,IT Department,51542
421,2005,9,2010,5,Backend Engineer,IT Department,73125
421,2011,5,2012,7,Backend Engineer II,IT Department,94791
422,1990,12,2001,11,Associate Backend Engineer,IT Department,51567
422,2001,11,2006,8,Backend Engineer,IT Department,73150
422,2006,8,2010,6,Backend Engineer II,IT Department,94816
423,2001,12,2007,10,Associate Backend Engineer,IT Department,51592
424,2006,12,2009,5,Associate Backend Engineer,IT Department,51617
425,2001,12,2007,3,Associate Data Analyst,Analytics Department,52683
426,2008,12,2011,12,Associate Backend Engineer,IT Department,51667
427,2003,5,2009,4,Associate Data Analyst,Analytics Department,52723
428,2010,5,2013,7,Associate Backend Engineer,IT Department,51717
429,2001,12,2007,6,Associate Backend Engineer,IT Department,51742
430,1993,12,1999,1,Associate Data Analyst,Analytics Department,52783
430,1999,1,2004,5,Data Analyst,Analytics Department,82365
430,2004,5,2016,4,Data Analyst II,Analytics Department,108585
431,1991,12,1997,3,Associate Backend Engineer,IT Department,51792
431,1997,3,2002,9,Backend Engineer,IT Department,73375
431,2002,9,2014,11,Backend Engineer II,IT Department,95041
432,2002,12,2008,9,Associate Backend Engineer,IT Department,51817
433,1997,5,2003,9,Associate Data Analyst,Analytics Department,52843
433,2004,9,2009,1,Data Analyst,Analytics Department,82425
434,1999,12,2005,3,Associate Data Analyst,Analytics Department,52863
434,2005,3,2010,6,Data Analyst,Analytics Department,82445
434,2011,6,2012,9,Data Analyst II,Analytics Department,108665
435,1985,12,1996,5,Associate Backend Engineer,IT Department,51892
435,1996,5,2001,11,Backend Engineer,IT Department,73475
435,2001,11,2013,10,Backend Engineer II,IT Department,95141
437,2004,12,2010,5,Associate Manager,Administration Department,90535
438,2012,12,2015,4,Associate Data Analyst,Analytics Department,52943
439,1996,12,2002,6,Associate Backend Engineer,IT Department,51992
439,2002,6,2007,4,Backend Engineer,IT Department,73575
439,2007,4,2011,5,Backend Engineer II,IT Department,95241
441,2005,12,2011,10,Associate Backend Engineer,IT Department,52042
442,2004,12,2010,7,Associate Frontend Engineer,IT Department,35941
443,2004,5,2010,2,Associate Manager,Administration Department,90655
444,2006,5,2009,1,Associate Data Analyst,Analytics Department,53063
445,2002,12,2008,3,Associate Frontend Engineer,IT Department,35881
446,2002,5,2008,10,Associate Data Analyst,Analytics Department,53103
447,2001,4,2007,1,Associate Frontend Engineer,IT Department,35841
448,1988,12,1999,5,Associate Backend Engineer,IT Department,52217
448,1999,5,2004,1,Backend Engineer,IT Department,73800
448,2004,1,2016,2,Backend Engineer II,IT Department,95466
449,2003,12,2009,10,Associate Backend Engineer,IT Department,52242
450,2001,5,2007,2,Associate Backend Engineer,IT Department,52267
451,1994,5,2000,10,Associate Frontend Engineer,IT Department,35761
451,2001,10,2006,8,Frontend Engineer,IT Department,55546
451,2007,8,2011,2,Backend Engineer II,IT Department,95541
452,1991,5,1997,9,Associate Backend Engineer,IT Department,52317
452,1998,9,2003,6,Backend Engineer,IT Department,73900
452,2003,6,2015,4,Backend Engineer II,IT Department,95566
453,1997,5,2003,4,Associate Backend Engineer,IT Department,52342
453,2004,4,2009,3,Backend Engineer,IT Department,73925
454,2010,7,2013,4,Associate Frontend Engineer,IT Department,35701
455,2010,12,2013,4,Associate Backend Engineer,IT Department,52392
456,2004,12,2010,1,Associate Backend Engineer,IT Department,52417
457,1986,12,1997,3,Associate Data Analyst,Analytics Department,53323
457,1997,3,2002,11,Data Analyst,Analytics Department,82905
457,2003,11,2015,4,Data Analyst II,Analytics Department,109125
458,2008,12,2011,3,Associate Frontend Engineer,IT Department,35621
459,2010,12,2013,12,Associate Backend Engineer,IT Department,52492
460,2001,12,2007,4,Associate Frontend Engineer,IT Department,35581
461,2004,7,2010,2,Associate Backend Engineer,IT Department,52542
463,2010,4,2013,10,Associate Data Analyst,Analytics Department,53443
464,2003,4,2009,7,Associate Manager,Administration Department,91075
465,2012,4,2015,6,Associate Backend Engineer,IT Department,52642
466,1995,5,2001,12,Associate Backend Engineer,IT Department,52667
466,2002,12,2007,7,Backend Engineer,IT Department,74250
466,2007,7,2011,8,Backend Engineer II,IT Department,95916
467,1992,12,1998,9,Associate Manager,Administration Department,91135
467,1998,9,2003,7,Assistant Manager,Administration Department,126676
467,2003,7,2015,7,Manager,Administration Department,150112
468,2007,12,2010,9,Associate Manager,Administration Department,91155
469,2012,7,2015,9,Associate Backend Engineer,IT Department,52742
470,2000,4,2006,4,Associate Data Analyst,Analytics Department,53583
471,2003,12,2009,4,Associate Data Analyst,Analytics Department,53603
472,2005,12,2011,7,Associate Backend Engineer,IT Department,52817
473,1998,5,2004,11,Associate Backend Engineer,IT Department,52842
473,2004,11,2009,2,Backend Engineer,IT Department,74425
474,2003,12,2009,12,Associate Backend Engineer,IT Department,52867
475,2006,12,2009,8,Associate Data Analyst,Analytics Department,53683
476,2006,5,2009,5,Associate Data Analyst,Analytics Department,53703
477,1998,5,2004,4,Associate Backend Engineer,IT Department,52942
477,2005,4,2010,3,Backend Engineer,IT Department,74525
477,2010,3,2011,4,Backend Engineer II,IT Department,96191
478,2012,4,2015,4,Associate Backend Engineer,IT Department,52967
479,1999,5,2005,12,Associate Backend Engineer,IT Department,52992
480,1987,7,1998,3,Associate Frontend Engineer,IT Department,35181
480,1998,3,2003,11,Frontend Engineer,IT Department,54966
480,2003,11,2015,10,Frontend Engineer II,IT Department,76234
481,1987,4,1998,3,Associate Data Analyst,Analytics Department,53803
481,1999,3,2004,2,Data Analyst,Analytics Department,83385
481,2004,2,2016,5,Data Analyst II,Analytics Department,109605
482,2012,12,2015,1,Associate Manager,Administration Department,91435
483,1997,5,2003,4,Associate Backend Engineer,IT Department,53092
483,2004,4,2009,1,Backend Engineer,IT Department,74675
484,2000,4,2006,3,Associate Backend Engineer,IT Department,53117
485,1997,5,2003,5,Associate Backend Engineer,IT Department,53142
485,2003,5,2008,7,Backend Engineer,IT Department,74725
485,2008,7,2012,1,Backend Engineer II,IT Department,96391
486,2005,12,2011,2,Associate Backend Engineer,IT Department,53167
487,2009,7,2012,3,Associate Backend Engineer,IT Department,53192
488,2005,12,2011,5,Associate Data Analyst,Analytics Department,53943
489,1986,5,1997,10,Associate Data Analyst,Analytics Department,53963
489,1998,10,2003,12,Data Analyst,Analytics Department,83545
489,2003,12,2015,9,Data Analyst II,Analytics Department,109765
490,2006,7,2009,4,Associate Data Analyst,Analytics Department,53983
491,2000,5,2006,7,Associate Backend Engineer,IT Department,53292
492,1994,5,2000,11,Associate Data Analyst,Analytics Department,54023
492,2001,11,2006,4,Data Analyst,Analytics Department,83605
492,2007,4,2011,5,Data Analyst II,Analytics Department,109825
493,2004,12,2010,4,Associate Backend Engineer,IT Department,53342
494,2006,5,2009,7,Associate Frontend Engineer,IT Department,34901
495,2012,12,2015,10,Associate Data Analyst,Analytics Department,54083
496,2004,12,2010,9,Associate Manager,Administration Department,91715
497,1994,7,2000,4,Associate Data Analyst,Analytics Department,54123
497,2001,4,2006,8,Data Analyst,Analytics Department,83705
497,2006,8,2010,1,Data Analyst II,Analytics Department,109925
498,1992,12,1998,2,Associate Backend Engineer,IT Department,53467
498,1998,2,2003,10,Backend Engineer,IT Department,75050
498,2004,10,2016,11,Backend Engineer II,IT Department,96716
499,2000,5,2006,7,Associate Backend Engineer,IT Department,53492
500,1994,12,2000,12,Associate Backend Engineer,IT Department,53517
500,2001,12,2006,5,Backend Engineer,IT Department,75100
500,2006,5,2010,6,Backend Engineer II,IT Department,96766
501,2012,4,2015,1,Associate Frontend Engineer,IT Department,34761
502,2008,4,2011,9,Associate Manager,Administration Department,91835
503,1992,4,1998,3,Associate Frontend Engineer,IT Department,34721
503,1998,3,2003,6,Frontend Engineer,IT Department,54506
503,2003,6,2015,5,Frontend Engineer II,IT Department,75774
504,2005,5,2011,4,Associate Backend Engineer,IT Department,53617
505,1990,7,2001,6,Associate Backend Engineer,IT Department,53642
505,2001,6,2006,4,Backend Engineer,IT Department,75225
505,2006,4,2010,1,Backend Engineer II,IT Department,96891
506,1993,4,1999,1,Associate Data Analyst,Analytics Department,54303
506,1999,1,2004,7,Data Analyst,Analytics Department,83885
506,2004,7,2016,4,Data Analyst II,Analytics Department,110105
507,2011,5,2014,1,Associate Backend Engineer,IT Department,53692
508,2007,5,2010,6,Associate Backend Engineer,IT Department,53717
509,2003,5,2009,8,Associate Data Analyst,Analytics Department,54363
511,2007,5,2010,7,Associate Frontend Engineer,IT Department,34561
512,2000,4,2006,9,Associate Backend Engineer,IT Department,53817
