id,year,month,Rating,exp_yr_count,Manager ID
245,2017,3,3.56,7,101
245,2018,3,3.41,8,116
245,2019,3,2.74,9,120
246,2011,3,4.66,1,116
246,2012,3,4.19,2,113
246,2013,3,3.76,3,114
246,2014,3,2.9,4,103
246,2015,3,3.33,5,118
246,2016,3,4.29,6,123
246,2017,3,3.45,7,102
246,2018,3,4.24,8,124
246,2019,3,3.28,9,118
247,2016,3,3.8,1,121
247,2017,3,4.3,2,123
247,2018,3,3.04,3,107
247,2019,3,4.02,4,112
248,2012,3,3.55,1,110
248,2013,3,3.23,2,122
248,2014,3,3.25,3,102
248,2015,3,3.78,4,118
248,2016,3,3.52,5,106
248,2017,3,3.77,6,108
248,2018,3,3.89,7,109
248,2019,3,3.85,8,112
249,2012,3,3.74,1,124
249,2013,3,3.38,2,109
249,2014,3,4.03,3,124
249,2015,3,3.13,4,114
249,2016,3,3.79,5,113
249,2017,3,3.68,6,105
249,2018,3,2.7,7,104
249,2019,3,4.18,8,106
250,2017,3,3.88,1,106
250,2018,3,3.92,2,119
250,2019,3,3.93,3,123
251,2012,3,3.71,1,122
251,2013,3,3.97,2,101
251,2014,3,3.64,3,107
251,2015,3,2.18,4,111
251,2016,3,4.16,5,118
251,2017,3,3.69,6,123
251,2018,3,4.21,7,108
251,2019,3,3.6,8,111
252,2008,3,3.8,1,103
252,2009,3,3.77,2,103
252,2010,3,3.48,3,107
252,2011,3,3.41,4,120
252,2012,3,3.96,5,106
252,2013,3,3.71,6,112
252,2014,3,4.11,7,112
252,2015,3,4.41,8,114
252,2016,3,4.17,9,107
252,2017,3,3.8,10,123
252,2018,3,3.36,11,108
252,2019,3,4.07,12,110
253,2011,3,3.93,1,111
253,2012,3,3.27,2,112
253,2013,3,3.75,3,112
253,2014,3,3.56,4,105
253,2015,3,4.44,5,115
253,2016,3,2.93,6,119
253,2017,3,3.86,7,123
253,2018,3,4.34,8,114
253,2019,3,4.08,9,105
254,2011,3,4.14,1,115
254,2012,3,3.52,2,106
254,2013,3,3.46,3,118
254,2014,3,3.79,4,101
254,2015,3,2.77,5,124
254,2016,3,4.45,6,108
254,2017,3,3.42,7,113
254,2018,3,3.76,8,108
254,2019,3,3.82,9,109
255,2011,3,3.27,1,102
255,2012,3,4.38,2,105
255,2013,3,3.81,3,115
255,2014,3,3.37,4,115
255,2015,3,3.59,5,102
255,2016,3,3.97,6,106
255,2017,3,3.47,7,117
255,2018,3,4.24,8,109
255,2019,3,3.22,9,114
256,2019,3,3.98,1,114
257,2016,3,3.71,1,115
257,2017,3,3.69,2,115
257,2018,3,3.34,3,124
257,2019,3,3.07,4,124
258,2009,3,4.72,1,104
258,2010,3,3.17,2,123
258,2011,3,4.37,3,118
258,2012,3,4.27,4,112
258,2013,3,3.71,5,101
258,2014,3,3.26,6,111
258,2015,3,3.93,7,122
258,2016,3,3.42,8,108
258,2017,3,4.32,9,112
258,2018,3,3.77,10,118
258,2019,3,3.26,11,116
259,2014,3,3.67,1,123
259,2015,3,4.08,2,113
259,2016,3,3.43,3,102
259,2017,3,3.55,4,109
259,2018,3,3.19,5,122
259,2019,3,4.22,6,113
260,2010,3,4.07,1,104
260,2011,3,4.19,2,123
260,2012,3,3.78,3,104
260,2013,3,3.85,4,117
260,2014,3,3.28,5,120
260,2015,3,3.82,6,110
260,2016,3,4.42,7,120
260,2017,3,3,8,102
260,2018,3,4.32,9,101
260,2019,3,3.12,10,102
261,2011,3,3.33,1,107
261,2012,3,3.64,2,112
261,2013,3,3.48,3,104
261,2014,3,3.14,4,116
261,2015,3,4.71,5,101
261,2016,3,3.29,6,113
261,2017,3,3.87,7,123
261,2018,3,3.08,8,123
261,2019,3,4.02,9,118
262,2012,3,3.98,1,112
262,2013,3,3.42,2,114
262,2014,3,4.59,3,117
262,2015,3,4.14,4,109
262,2016,3,3.63,5,122
262,2017,3,4.1,6,119
262,2018,3,4.84,7,123
262,2019,3,4.16,8,106
263,2012,3,3.07,1,114
263,2013,3,4.95,2,102
263,2014,3,3.65,3,102
263,2015,3,4.31,4,101
263,2016,3,3.68,5,113
263,2017,3,2.85,6,106
263,2018,3,2.95,7,114
263,2019,3,3.74,8,116
264,2012,3,3.14,1,111
264,2013,3,4.86,2,110
264,2014,3,4,3,121
264,2015,3,4.22,4,101
264,2016,3,3.91,5,124
264,2017,3,2.88,6,110
264,2018,3,4.06,7,118
264,2019,3,3.59,8,112
265,2013,3,2.85,1,103
265,2014,3,3.43,2,123
265,2015,3,3.71,3,105
265,2016,3,3.57,4,110
265,2017,3,3.92,5,115
265,2018,3,3.59,6,120
265,2019,3,3.82,7,117
266,2014,3,3.64,1,124
266,2015,3,3.47,2,112
266,2016,3,3.84,3,102
266,2017,3,4.16,4,107
266,2018,3,3.66,5,122
266,2019,3,3.81,6,106
267,2011,3,2.97,1,110
267,2012,3,4.26,2,102
267,2013,3,4.32,3,101
267,2014,3,3.31,4,116
267,2015,3,3.55,5,118
267,2016,3,3.59,6,107
267,2017,3,3.72,7,114
267,2018,3,4.1,8,107
267,2019,3,4.21,9,101
268,2011,3,4.15,1,124
268,2012,3,3.52,2,117
268,2013,3,4.19,3,107
268,2014,3,3.83,4,115
268,2015,3,4.65,5,114
268,2016,3,3.94,6,115
268,2017,3,3.9,7,113
268,2018,3,4.01,8,101
268,2019,3,2.91,9,113
269,2017,3,3.7,1,101
269,2018,3,4.73,2,105
269,2019,3,3.48,3,102
270,2013,3,4.13,1,120
270,2014,3,4,2,115
270,2015,3,3.65,3,119
270,2016,3,3.28,4,119
270,2017,3,3.58,5,109
270,2018,3,3.52,6,117
270,2019,3,2.82,7,115
271,2011,3,4.24,1,114
271,2012,3,3.8,2,107
271,2013,3,3.72,3,102
271,2014,3,3.52,4,119
271,2015,3,4.05,5,105
271,2016,3,3.49,6,103
271,2017,3,2.98,7,106
271,2018,3,3.67,8,114
271,2019,3,4.3,9,111
272,2011,3,4.35,1,113
272,2012,3,3.71,2,104
272,2013,3,4.31,3,115
272,2014,3,4.01,4,104
272,2015,3,3.63,5,105
272,2016,3,4.38,6,106
272,2017,3,4.3,7,121
272,2018,3,3.95,8,113
272,2019,3,3.93,9,113
273,2016,3,2.93,1,104
273,2017,3,4.3,2,110
273,2018,3,3.47,3,115
273,2019,3,4.56,4,123
274,2011,3,4.16,1,110
274,2012,3,3.77,2,119
274,2013,3,3.31,3,106
274,2014,3,4.05,4,115
274,2015,3,4.4,5,108
274,2016,3,3.78,6,101
274,2017,3,4.33,7,110
274,2018,3,3.6,8,122
274,2019,3,3.28,9,108
275,2010,3,3.44,1,102
275,2011,3,3.9,2,105
275,2012,3,3.12,3,111
275,2013,3,4.01,4,101
275,2014,3,3.31,5,124
275,2015,3,3.77,6,119
275,2016,3,3.9,7,107
275,2017,3,3.49,8,109
275,2018,3,3.6,9,107
275,2019,3,3.69,10,117
276,2016,3,3.45,1,121
276,2017,3,3.4,2,110
276,2018,3,3.95,3,121
276,2019,3,3.56,4,117
277,2009,3,3.9,1,105
277,2010,3,3.79,2,118
277,2011,3,4.47,3,108
277,2012,3,3.25,4,122
277,2013,3,4.61,5,104
277,2014,3,3.55,6,118
277,2015,3,3.69,7,106
277,2016,3,2.99,8,110
277,2017,3,3.08,9,122
277,2018,3,3.9,10,108
277,2019,3,3.38,11,109
278,2012,3,4.42,1,124
278,2013,3,3.86,2,119
278,2014,3,4.21,3,117
278,2015,3,3.36,4,102
278,2016,3,3.16,5,106
278,2017,3,4.67,6,102
278,2018,3,4.09,7,110
278,2019,3,4.22,8,101
279,2011,3,3.36,1,110
279,2012,3,3.85,2,114
279,2013,3,3.78,3,122
279,2014,3,3.34,4,121
279,2015,3,3.04,5,115
279,2016,3,3.97,6,109
279,2017,3,4.64,7,104
279,2018,3,3.64,8,112
279,2019,3,3.72,9,118
280,2014,3,3.83,1,120
280,2015,3,3.25,2,101
280,2016,3,3.36,3,122
280,2017,3,3.85,4,109
280,2018,3,4.1,5,106
280,2019,3,4.24,6,118
281,2006,3,3.54,1,124
281,2007,3,3.53,2,102
281,2008,3,3.4,3,121
281,2009,3,4.16,4,104
281,2010,3,4.1,5,107
281,2011,3,3.97,6,113
281,2012,3,3.57,7,112
281,2013,3,3.25,8,124
281,2014,3,4.4,9,116
281,2015,3,3.93,10,103
281,2016,3,3.91,11,117
281,2017,3,4.62,12,114
281,2018,3,4.03,13,116
281,2019,3,3.82,14,105
282,2007,3,3.55,1,103
282,2008,3,3.66,2,113
282,2009,3,2.81,3,111
282,2010,3,4.6,4,103
282,2011,3,4.11,5,104
282,2012,3,3.7,6,107
282,2013,3,3.79,7,123
282,2014,3,4.06,8,123
282,2015,3,3.5,9,116
282,2016,3,4.9,10,122
282,2017,3,2.96,11,105
282,2018,3,4.16,12,124
282,2019,3,4.44,13,110
283,2010,3,3.57,1,119
283,2011,3,2.37,2,111
283,2012,3,3.16,3,112
283,2013,3,4.76,4,110
283,2014,3,4.85,5,121
283,2015,3,2.85,6,118
283,2016,3,3.26,7,104
283,2017,3,3.36,8,118
283,2018,3,4.39,9,112
283,2019,3,2.86,10,105
284,2016,3,3.68,1,120
284,2017,3,3.95,2,115
284,2018,3,3.98,3,122
284,2019,3,4,4,117
285,2015,3,4,1,115
285,2016,3,4.09,2,117
285,2017,3,3.88,3,101
285,2018,3,3.84,4,118
285,2019,3,4.86,5,108
286,2016,3,3.06,1,119
286,2017,3,4.13,2,102
286,2018,3,2.55,3,101
286,2019,3,3.05,4,116
287,2008,3,3.66,1,110
287,2009,3,3.93,2,118
287,2010,3,4.14,3,101
287,2011,3,3.65,4,112
287,2012,3,3.11,5,118
287,2013,3,3.73,6,122
287,2014,3,3.8,7,106
287,2015,3,3.42,8,108
287,2016,3,3.8,9,122
287,2017,3,4.41,10,118
287,2018,3,3.19,11,111
287,2019,3,4.15,12,119
288,2012,3,3.53,1,105
288,2013,3,4.58,2,124
288,2014,3,4.23,3,107
288,2015,3,4.08,4,124
288,2016,3,3.77,5,111
288,2017,3,2.88,6,111
288,2018,3,3.45,7,108
288,2019,3,3.7,8,108
289,2014,3,3.65,1,112
289,2015,3,3.61,2,114
289,2016,3,4.55,3,111
289,2017,3,3.4,4,109
289,2018,3,3.24,5,110
289,2019,3,3.65,6,110
290,2012,3,3.75,1,120
290,2013,3,3.24,2,107
290,2014,3,3.15,3,119
290,2015,3,3.27,4,122
290,2016,3,3.35,5,116
290,2017,3,3.48,6,115
290,2018,3,3.45,7,102
290,2019,3,3.36,8,120
291,2008,3,3.92,1,112
291,2009,3,4.38,2,118
291,2010,3,3.8,3,118
291,2011,3,3.68,4,109
291,2012,3,3.85,5,117
291,2013,3,3.64,6,104
291,2014,3,3.38,7,105
291,2015,3,3.86,8,109
291,2016,3,3.67,9,120
291,2017,3,4.18,10,103
291,2018,3,3.38,11,108
291,2019,3,2.68,12,123
292,2011,3,4.35,1,110
292,2012,3,3.81,2,120
292,2013,3,3.15,3,103
292,2014,3,3.63,4,104
292,2015,3,3.89,5,121
292,2016,3,3.92,6,107
292,2017,3,3.29,7,109
292,2018,3,3.3,8,121
292,2019,3,3.57,9,119
293,2011,3,2.92,1,120
293,2012,3,3.98,2,108
293,2013,3,3.27,3,121
293,2014,3,3.66,4,121
293,2015,3,3.38,5,104
293,2016,3,4.14,6,104
293,2017,3,4.29,7,112
293,2018,3,3.84,8,117
293,2019,3,4.33,9,101
294,2009,3,4.25,1,120
294,2010,3,3.47,2,114
294,2011,3,3.77,3,106
294,2012,3,4.62,4,115
294,2013,3,4.36,5,110
294,2014,3,3.89,6,106
294,2015,3,3.5,7,105
294,2016,3,3.08,8,104
294,2017,3,4.01,9,114
294,2018,3,3.34,10,107
294,2019,3,4.36,11,115
295,2012,3,3.04,1,122
295,2013,3,3.99,2,124
295,2014,3,4.17,3,123
295,2015,3,3.75,4,112
295,2016,3,4.4,5,103
295,2017,3,3.51,6,108
295,2018,3,3.62,7,114
295,2019,3,2.85,8,108
296,2013,3,3.37,1,122
296,2014,3,3.74,2,114
296,2015,3,3.4,3,123
296,2016,3,3.81,4,123
296,2017,3,3.45,5,108
296,2018,3,3.9,6,108
296,2019,3,4.02,7,109
297,2015,3,4.3,1,121
297,2016,3,3.45,2,122
297,2017,3,3.34,3,120
297,2018,3,4.36,4,123
297,2019,3,4.12,5,112
298,2009,3,3.01,1,122
298,2010,3,4.04,2,104
298,2011,3,3.19,3,111
298,2012,3,4.05,4,124
298,2013,3,3.36,5,121
298,2014,3,4.34,6,121
298,2015,3,4.26,7,116
298,2016,3,4.05,8,112
298,2017,3,3.95,9,112
298,2018,3,3.86,10,108
298,2019,3,4.18,11,120
299,2014,3,3.23,1,122
299,2015,3,4.25,2,101
299,2016,3,3.38,3,117
299,2017,3,4.1,4,122
299,2018,3,3.05,5,124
299,2019,3,4.42,6,101
300,2017,3,3.9,1,104
300,2018,3,3.86,2,102
300,2019,3,3.47,3,121
301,2010,3,3.6,1,121
301,2011,3,4.27,2,121
301,2012,3,3.52,3,101
301,2013,3,4.1,4,113
301,2014,3,3.93,5,113
301,2015,3,3.93,6,112
301,2016,3,4.08,7,103
301,2017,3,3.75,8,108
301,2018,3,4.12,9,119
301,2019,3,3.59,10,116
302,2015,3,4.14,1,106
302,2016,3,3.5,2,104
302,2017,3,3.1,3,109
302,2018,3,3.97,4,101
302,2019,3,3.21,5,124
303,2014,3,2.64,1,123
303,2015,3,3.34,2,111
303,2016,3,3.46,3,116
303,2017,3,3.37,4,101
303,2018,3,3.36,5,121
303,2019,3,2.63,6,110
304,2009,3,4.09,1,104
304,2010,3,3.75,2,121
304,2011,3,3.82,3,107
304,2012,3,3.58,4,119
304,2013,3,3.67,5,123
304,2014,3,3.89,6,114
304,2015,3,4.04,7,121
304,2016,3,4.72,8,104
304,2017,3,3.37,9,109
304,2018,3,3.12,10,101
304,2019,3,4.12,11,113
305,2009,3,4.4,1,115
305,2010,3,3.9,2,111
305,2011,3,3.16,3,116
305,2012,3,3.61,4,109
305,2013,3,4.23,5,103
305,2014,3,3.82,6,118
305,2015,3,4,7,105
305,2016,3,3.35,8,111
305,2017,3,3.18,9,102
305,2018,3,3.12,10,116
305,2019,3,3.78,11,104
306,2015,3,4.46,1,115
306,2016,3,4,2,103
306,2017,3,3.42,3,120
306,2018,3,4.21,4,124
306,2019,3,3.72,5,109
307,2009,3,3.68,1,120
307,2010,3,4.16,2,124
307,2011,3,3.41,3,106
307,2012,3,3.97,4,115
307,2013,3,3.96,5,112
307,2014,3,3.22,6,101
307,2015,3,3.18,7,105
307,2016,3,4.73,8,105
307,2017,3,3.88,9,113
307,2018,3,4.38,10,115
307,2019,3,4.15,11,113
308,2017,3,4.11,1,114
308,2018,3,3.95,2,104
308,2019,3,3.39,3,108
309,2010,3,3.8,1,109
309,2011,3,3.21,2,123
309,2012,3,3.67,3,116
309,2013,3,3.96,4,117
309,2014,3,3.9,5,122
309,2015,3,3.25,6,122
309,2016,3,3.34,7,108
309,2017,3,4.74,8,120
309,2018,3,3.02,9,106
309,2019,3,3.44,10,113
310,2009,3,4.11,1,119
310,2010,3,3.06,2,101
310,2011,3,3.59,3,122
310,2012,3,2.39,4,111
310,2013,3,2.81,5,110
310,2014,3,4.56,6,106
310,2015,3,3.69,7,113
310,2016,3,3.57,8,111
310,2017,3,3.49,9,119
310,2018,3,2.59,10,117
310,2019,3,4.08,11,119
311,2014,3,3.69,1,123
311,2015,3,3.91,2,103
311,2016,3,2.97,3,118
311,2017,3,3.97,4,120
311,2018,3,3.6,5,118
311,2019,3,4.02,6,115
312,2009,3,3.28,1,121
312,2010,3,4.34,2,124
312,2011,3,3.93,3,110
312,2012,3,3.42,4,113
312,2013,3,4.06,5,113
312,2014,3,3.79,6,109
312,2015,3,4.06,7,101
312,2016,3,4.56,8,122
312,2017,3,3.52,9,101
312,2018,3,4.05,10,110
312,2019,3,4.31,11,111
313,2009,3,4.21,1,112
313,2010,3,4.14,2,114
313,2011,3,3.26,3,106
313,2012,3,3.66,4,123
313,2013,3,3.8,5,111
313,2014,3,4.19,6,109
313,2015,3,3.88,7,116
313,2016,3,3.15,8,117
313,2017,3,3.75,9,115
313,2018,3,3.86,10,110
313,2019,3,3.88,11,118
314,2011,3,3.69,1,110
314,2012,3,4.8,2,106
314,2013,3,3.83,3,116
314,2014,3,3.3,4,120
314,2015,3,3.68,5,123
314,2016,3,3.58,6,105
314,2017,3,3.92,7,116
314,2018,3,3.68,8,120
314,2019,3,3.82,9,112
315,2010,3,3.69,1,115
315,2011,3,4.8,2,122
315,2012,3,4.65,3,110
315,2013,3,3.95,4,117
315,2014,3,3.63,5,110
315,2015,3,4.02,6,121
315,2016,3,4.14,7,103
315,2017,3,3.14,8,111
315,2018,3,3.28,9,114
315,2019,3,3.59,10,122
316,2011,3,2.87,1,124
316,2012,3,4.16,2,116
316,2013,3,2.95,3,120
316,2014,3,3.37,4,103
316,2015,3,3.89,5,119
316,2016,3,3.67,6,108
316,2017,3,3.64,7,108
316,2018,3,3.97,8,113
316,2019,3,3.38,9,113
317,2011,3,4.32,1,115
317,2012,3,3.93,2,110
317,2013,3,4.03,3,104
317,2014,3,3.29,4,122
317,2015,3,3.99,5,105
317,2016,3,3.61,6,110
317,2017,3,3.87,7,104
317,2018,3,2.46,8,117
317,2019,3,3.61,9,122
318,2010,3,3.48,1,117
318,2011,3,3.88,2,123
318,2012,3,4.39,3,108
318,2013,3,3.26,4,101
318,2014,3,3.39,5,104
318,2015,3,4.23,6,118
318,2016,3,3.12,7,105
318,2017,3,4.3,8,112
318,2018,3,3.8,9,116
318,2019,3,3.68,10,124
319,2011,3,3.18,1,106
319,2012,3,4.49,2,123
319,2013,3,4.24,3,109
319,2014,3,4.48,4,113
319,2015,3,3.89,5,114
319,2016,3,4.02,6,104
319,2017,3,3.64,7,111
319,2018,3,3.65,8,110
319,2019,3,3.5,9,124
320,2009,3,4.85,1,117
320,2010,3,3.66,2,121
320,2011,3,3.63,3,119
320,2012,3,3.64,4,120
320,2013,3,3.54,5,106
320,2014,3,3.65,6,112
320,2015,3,3.97,7,103
320,2016,3,3.16,8,108
320,2017,3,3.75,9,107
320,2018,3,3.75,10,121
320,2019,3,3.98,11,106
321,2016,3,2.58,1,104
321,2017,3,3.74,2,103
321,2018,3,4.02,3,102
321,2019,3,4.06,4,111
322,2011,3,3.8,1,113
322,2012,3,4.2,2,120
322,2013,3,3.93,3,102
322,2014,3,3.85,4,106
322,2015,3,4.79,5,112
322,2016,3,3.87,6,111
322,2017,3,3.22,7,101
322,2018,3,3.98,8,101
322,2019,3,4.21,9,111
323,2012,3,4.36,1,109
323,2013,3,3.09,2,124
323,2014,3,3.27,3,121
323,2015,3,3.86,4,104
323,2016,3,3.21,5,105
323,2017,3,2.83,6,117
323,2018,3,3.38,7,111
323,2019,3,3.06,8,104
324,2015,3,4.23,1,123
324,2016,3,3.43,2,108
324,2017,3,4.14,3,103
324,2018,3,2.87,4,110
324,2019,3,3.79,5,104
325,2009,3,3.43,1,122
325,2010,3,4.35,2,111
325,2011,3,3.96,3,109
325,2012,3,3.57,4,116
325,2013,3,3.35,5,103
325,2014,3,3.57,6,102
325,2015,3,3.98,7,112
325,2016,3,4.03,8,111
325,2017,3,3.86,9,111
325,2018,3,3.67,10,114
325,2019,3,3.6,11,116
326,2010,3,4.53,1,115
326,2011,3,3.78,2,118
326,2012,3,3.72,3,107
326,2013,3,4.45,4,113
326,2014,3,3.63,5,109
326,2015,3,3.38,6,116
326,2016,3,3.57,7,124
326,2017,3,3.7,8,116
326,2018,3,3.41,9,108
326,2019,3,3.67,10,108
327,2005,3,3.98,1,105
327,2006,3,4.47,2,109
327,2007,3,3.46,3,106
327,2008,3,3.98,4,107
327,2009,3,3.26,5,101
327,2010,3,4.46,6,124
327,2011,3,4.08,7,103
327,2012,3,4.36,8,119
327,2013,3,4.52,9,105
327,2014,3,3.62,10,124
327,2015,3,3.96,11,116
327,2016,3,3.81,12,111
327,2017,3,4.44,13,110
327,2018,3,3.31,14,112
327,2019,3,4.16,15,120
328,2010,3,3.49,1,111
328,2011,3,3.45,2,114
328,2012,3,2.47,3,119
328,2013,3,3.43,4,118
328,2014,3,3.53,5,119
328,2015,3,3.68,6,112
328,2016,3,3.63,7,115
328,2017,3,4.25,8,112
328,2018,3,3.96,9,104
328,2019,3,3.41,10,101
329,2009,3,3.9,1,102
329,2010,3,4.02,2,121
329,2011,3,4.48,3,124
329,2012,3,4.14,4,117
329,2013,3,4.36,5,105
329,2014,3,4.03,6,118
329,2015,3,3.67,7,120
329,2016,3,3.46,8,114
329,2017,3,3.67,9,109
329,2018,3,4.23,10,104
329,2019,3,3.15,11,122
330,2014,3,4.08,1,102
330,2015,3,3.69,2,110
330,2016,3,3.2,3,106
330,2017,3,3.31,4,119
330,2018,3,3.45,5,109
330,2019,3,3.32,6,111
331,2007,3,3.57,1,102
331,2008,3,3.08,2,119
331,2009,3,4.07,3,115
331,2010,3,3.86,4,124
331,2011,3,4.46,5,111
331,2012,3,4.12,6,117
331,2013,3,3.67,7,110
331,2014,3,3.75,8,106
331,2015,3,4.36,9,121
331,2016,3,3.74,10,104
331,2017,3,4.09,11,124
331,2018,3,4.54,12,108
331,2019,3,4.59,13,101
332,2014,3,4.95,1,118
332,2015,3,3.09,2,115
332,2016,3,3.77,3,116
332,2017,3,3.18,4,121
332,2018,3,4.87,5,118
332,2019,3,3.9,6,106
333,2017,3,3.84,1,103
333,2018,3,3.95,2,118
333,2019,3,2.95,3,104
334,2015,3,3.98,1,124
334,2016,3,4.26,2,101
334,2017,3,3.41,3,109
334,2018,3,4.1,4,101
334,2019,3,3.94,5,119
335,2011,3,3.82,1,109
335,2012,3,3.66,2,105
335,2013,3,4.03,3,115
335,2014,3,4.33,4,112
335,2015,3,3.71,5,103
335,2016,3,3.77,6,118
335,2017,3,3.59,7,105
335,2018,3,3.59,8,110
335,2019,3,3.21,9,118
336,2012,3,3.57,1,101
336,2013,3,3.56,2,112
336,2014,3,4.2,3,107
336,2015,3,3.5,4,109
336,2016,3,4.95,5,122
336,2017,3,4.38,6,103
336,2018,3,4.19,7,107
336,2019,3,3.53,8,103
337,2012,3,4.08,1,113
337,2013,3,3.7,2,119
337,2014,3,4.28,3,101
337,2015,3,3.66,4,113
337,2016,3,4.3,5,113
337,2017,3,3.6,6,116
337,2018,3,3.97,7,117
337,2019,3,2.75,8,108
338,2015,3,3.91,1,101
338,2016,3,4.34,2,119
338,2017,3,4.57,3,108
338,2018,3,3.45,4,123
338,2019,3,3.71,5,124
339,2006,3,4.21,1,123
339,2007,3,3.14,2,104
339,2008,3,3.04,3,118
339,2009,3,3.82,4,114
339,2010,3,2.93,5,105
339,2011,3,4.1,6,111
339,2012,3,4,7,116
339,2013,3,3.12,8,124
339,2014,3,3.65,9,104
339,2015,3,3.59,10,118
339,2016,3,4.29,11,107
339,2017,3,3.09,12,111
339,2018,3,4.37,13,120
339,2019,3,2.74,14,110
340,2009,3,2.58,1,109
340,2010,3,4.13,2,119
340,2011,3,4.42,3,109
340,2012,3,2.47,4,120
340,2013,3,3.84,5,124
340,2014,3,4.58,6,109
340,2015,3,3.78,7,114
340,2016,3,2.95,8,113
340,2017,3,3.16,9,124
340,2018,3,3.53,10,123
340,2019,3,3.94,11,109
341,2012,3,3.8,1,118
341,2013,3,4.09,2,108
341,2014,3,3.91,3,107
341,2015,3,4.18,4,113
341,2016,3,4.46,5,109
341,2017,3,3.46,6,106
341,2018,3,3.37,7,116
341,2019,3,3.32,8,114
342,2014,3,4.23,1,112
342,2015,3,3.83,2,119
342,2016,3,3.62,3,120
342,2017,3,3.8,4,120
342,2018,3,2.99,5,112
342,2019,3,4.52,6,108
343,2012,3,3.64,1,115
343,2013,3,4,2,112
343,2014,3,3.96,3,119
343,2015,3,4.49,4,123
343,2016,3,4.1,5,114
343,2017,3,4.12,6,115
343,2018,3,3.91,7,113
343,2019,3,3.77,8,121
344,2011,3,4.13,1,116
344,2012,3,3.23,2,116
344,2013,3,3.7,3,101
344,2014,3,4.69,4,124
344,2015,3,3.99,5,123
344,2016,3,3.23,6,124
344,2017,3,2.92,7,113
344,2018,3,2.94,8,118
344,2019,3,4.32,9,110
345,2017,3,2.39,1,103
345,2018,3,3.65,2,120
345,2019,3,3.06,3,114
346,2011,3,2.73,1,111
346,2012,3,3.71,2,101
346,2013,3,4.01,3,123
346,2014,3,3.62,4,112
346,2015,3,3.96,5,111
346,2016,3,3.69,6,122
346,2017,3,3.72,7,101
346,2018,3,3.74,8,114
346,2019,3,3.25,9,106
347,2009,3,3.39,1,104
347,2010,3,4.95,2,109
347,2011,3,4.52,3,108
347,2012,3,3.29,4,108
347,2013,3,4.48,5,107
347,2014,3,4.39,6,120
347,2015,3,4.02,7,112
347,2016,3,3.9,8,107
347,2017,3,4.14,9,111
347,2018,3,4.19,10,120
347,2019,3,3.35,11,123
348,2015,3,3.57,1,103
348,2016,3,3.72,2,118
348,2017,3,3.86,3,110
348,2018,3,3.36,4,105
348,2019,3,3.06,5,118
349,2017,3,3.59,1,120
349,2018,3,3.92,2,120
349,2019,3,3.29,3,106
350,2009,3,4.09,1,104
350,2010,3,3.53,2,121
350,2011,3,3.71,3,123
350,2012,3,2.67,4,105
350,2013,3,3.05,5,104
350,2014,3,4,6,101
350,2015,3,2.76,7,117
350,2016,3,3.59,8,110
350,2017,3,3.97,9,111
350,2018,3,3.24,10,109
350,2019,3,3.72,11,122
351,2008,3,3.32,1,115
351,2009,3,3.3,2,119
351,2010,3,4.41,3,122
351,2011,3,4.03,4,103
351,2012,3,3.65,5,103
351,2013,3,3.2,6,119
351,2014,3,3.58,7,118
351,2015,3,3.3,8,111
351,2016,3,4.07,9,103
351,2017,3,3.86,10,102
351,2018,3,3.35,11,115
351,2019,3,3.74,12,111
352,2016,3,3.39,1,105
352,2017,3,4.65,2,115
352,2018,3,3.63,3,109
352,2019,3,4.02,4,105
353,2011,3,3.59,1,107
353,2012,3,3.62,2,113
353,2013,3,4.07,3,117
353,2014,3,3.98,4,107
353,2015,3,3.29,5,124
353,2016,3,3.54,6,104
353,2017,3,3.52,7,115
353,2018,3,3.6,8,120
353,2019,3,3.7,9,115
354,2014,3,3.86,1,124
354,2015,3,4,2,111
354,2016,3,3.5,3,117
354,2017,3,3.44,4,103
354,2018,3,2.92,5,116
354,2019,3,3.07,6,122
355,2010,3,3.57,1,123
355,2011,3,4.4,2,103
355,2012,3,4.25,3,112
355,2013,3,3.97,4,115
355,2014,3,2.45,5,104
355,2015,3,3.38,6,106
355,2016,3,4.14,7,108
355,2017,3,3.67,8,108
355,2018,3,3.58,9,122
355,2019,3,3.25,10,120
356,2017,3,3.11,1,121
356,2018,3,3.62,2,118
356,2019,3,3.91,3,105
357,2009,3,3.43,1,116
357,2010,3,3.1,2,107
357,2011,3,3.52,3,104
357,2012,3,3.31,4,121
357,2013,3,3.91,5,101
357,2014,3,3.49,6,106
357,2015,3,3.04,7,110
357,2016,3,3.98,8,112
357,2017,3,3.41,9,107
357,2018,3,3.32,10,114
357,2019,3,4.97,11,120
358,2007,3,3.95,1,101
358,2008,3,3.53,2,124
358,2009,3,3.54,3,106
358,2010,3,4.31,4,122
358,2011,3,3.31,5,117
358,2012,3,3.48,6,103
358,2013,3,4.14,7,117
358,2014,3,3.15,8,115
358,2015,3,4.63,9,101
358,2016,3,3.61,10,110
358,2017,3,4.41,11,111
358,2018,3,4.11,12,110
358,2019,3,3.87,13,105
359,2007,3,2.48,1,123
359,2008,3,3.88,2,116
359,2009,3,3.26,3,120
359,2010,3,3.13,4,101
359,2011,3,4.59,5,108
359,2012,3,4.02,6,103
359,2013,3,3.54,7,106
359,2014,3,3.89,8,111
359,2015,3,3.1,9,102
359,2016,3,3.47,10,101
359,2017,3,4.69,11,113
