id,year,exp_yr_count,medical_leaves,casual_leaves
148,2018,10,7,13
148,2019,11,3,10
149,2011,1,1,5
149,2012,2,5,12
149,2013,3,5,6
149,2014,4,10,5
149,2015,5,0,15
149,2016,6,6,2
149,2017,7,4,15
149,2018,8,9,0
149,2019,9,6,2
150,2006,1,2,9
150,2007,2,5,15
150,2008,3,8,14
150,2009,4,10,3
150,2010,5,6,9
150,2011,6,7,11
150,2012,7,1,3
150,2013,8,8,6
150,2014,9,7,11
150,2015,10,9,8
150,2016,11,6,0
150,2017,12,9,7
150,2018,13,7,12
150,2019,14,4,9
151,2011,1,1,12
151,2012,2,5,5
151,2013,3,3,10
151,2014,4,5,7
151,2015,5,4,3
151,2016,6,5,6
151,2017,7,3,7
151,2018,8,10,12
151,2019,9,3,11
152,2006,1,7,2
152,2007,2,8,5
152,2008,3,3,7
152,2009,4,6,10
152,2010,5,7,14
152,2011,6,5,6
152,2012,7,8,7
152,2013,8,5,10
152,2014,9,10,14
152,2015,10,9,2
152,2016,11,8,13
152,2017,12,6,0
152,2018,13,4,1
152,2019,14,5,5
153,2010,1,10,11
153,2011,2,7,13
153,2012,3,2,0
153,2013,4,6,6
153,2014,5,7,15
153,2015,6,7,2
153,2016,7,7,0
153,2017,8,1,5
153,2018,9,8,15
153,2019,10,10,13
154,2010,1,1,9
154,2011,2,2,4
154,2012,3,4,10
154,2013,4,8,14
154,2014,5,7,2
154,2015,6,10,13
154,2016,7,5,3
154,2017,8,9,11
154,2018,9,5,11
154,2019,10,5,14
155,2010,1,6,8
155,2011,2,8,15
155,2012,3,8,9
155,2013,4,0,1
155,2014,5,9,13
155,2015,6,4,1
155,2016,7,4,5
155,2017,8,0,15
155,2018,9,4,1
155,2019,10,9,4
156,2011,1,5,3
156,2012,2,5,7
156,2013,3,2,8
156,2014,4,8,13
156,2015,5,2,2
156,2016,6,9,3
156,2017,7,4,8
156,2018,8,10,6
156,2019,9,4,13
157,2011,1,2,9
157,2012,2,4,15
157,2013,3,10,8
157,2014,4,1,0
157,2015,5,1,1
157,2016,6,1,10
157,2017,7,8,15
157,2018,8,10,6
157,2019,9,9,11
158,2013,1,3,1
158,2014,2,7,10
158,2015,3,3,6
158,2016,4,8,8
158,2017,5,1,10
158,2018,6,1,11
158,2019,7,10,11
159,2008,1,10,9
159,2009,2,3,4
159,2010,3,0,14
159,2011,4,7,10
159,2012,5,6,7
159,2013,6,10,10
159,2014,7,9,3
159,2015,8,8,8
159,2016,9,9,3
159,2017,10,3,5
159,2018,11,1,2
159,2019,12,9,10
160,2010,1,10,1
160,2011,2,4,10
160,2012,3,2,7
160,2013,4,6,12
160,2014,5,9,2
160,2015,6,9,3
160,2016,7,10,4
160,2017,8,4,7
160,2018,9,10,7
160,2019,10,9,13
161,2013,1,2,6
161,2014,2,2,14
161,2015,3,10,14
161,2016,4,9,5
161,2017,5,3,11
161,2018,6,3,15
161,2019,7,9,8
162,2010,1,9,14
162,2011,2,8,6
162,2012,3,6,9
162,2013,4,1,1
162,2014,5,7,7
162,2015,6,6,14
162,2016,7,3,10
162,2017,8,10,7
162,2018,9,3,6
162,2019,10,4,3
163,2014,1,0,4
163,2015,2,7,8
163,2016,3,7,13
163,2017,4,2,14
163,2018,5,8,3
163,2019,6,1,6
164,2010,1,7,14
164,2011,2,7,13
164,2012,3,8,13
164,2013,4,4,4
164,2014,5,9,6
164,2015,6,0,13
164,2016,7,10,3
164,2017,8,1,11
164,2018,9,1,1
164,2019,10,1,5
165,2011,1,3,7
165,2012,2,5,11
165,2013,3,2,14
165,2014,4,0,0
165,2015,5,0,5
165,2016,6,1,14
165,2017,7,2,9
165,2018,8,0,5
165,2019,9,1,15
166,2012,1,0,8
166,2013,2,0,0
166,2014,3,6,1
166,2015,4,9,5
166,2016,5,10,8
166,2017,6,1,9
166,2018,7,1,7
166,2019,8,1,8
167,2011,1,8,2
167,2012,2,6,2
167,2013,3,2,15
167,2014,4,0,4
167,2015,5,3,5
167,2016,6,8,11
167,2017,7,6,2
167,2018,8,7,2
167,2019,9,9,14
168,2010,1,8,11
168,2011,2,1,4
168,2012,3,9,13
168,2013,4,4,1
168,2014,5,4,11
168,2015,6,5,12
168,2016,7,2,1
168,2017,8,4,11
168,2018,9,4,5
168,2019,10,0,0
169,2008,1,10,8
169,2009,2,7,15
169,2010,3,0,15
169,2011,4,5,4
169,2012,5,7,9
169,2013,6,2,9
169,2014,7,5,11
169,2015,8,1,10
169,2016,9,10,10
169,2017,10,2,2
169,2018,11,6,7
169,2019,12,5,8
170,2008,1,1,13
170,2009,2,5,10
170,2010,3,5,13
170,2011,4,2,6
170,2012,5,6,9
170,2013,6,9,11
170,2014,7,10,5
170,2015,8,6,8
170,2016,9,1,2
170,2017,10,5,8
170,2018,11,1,0
170,2019,12,3,9
171,2012,1,4,2
171,2013,2,4,1
171,2014,3,5,3
171,2015,4,1,6
171,2016,5,4,10
171,2017,6,1,13
171,2018,7,10,0
171,2019,8,7,13
172,2015,1,1,3
172,2016,2,3,3
172,2017,3,7,1
172,2018,4,10,14
172,2019,5,9,5
173,2010,1,4,8
173,2011,2,7,5
173,2012,3,9,1
173,2013,4,5,5
173,2014,5,10,14
173,2015,6,0,0
173,2016,7,9,10
173,2017,8,4,2
173,2018,9,10,7
173,2019,10,7,15
174,2011,1,10,3
174,2012,2,0,14
174,2013,3,0,15
174,2014,4,9,7
174,2015,5,3,6
174,2016,6,1,11
174,2017,7,9,11
174,2018,8,1,1
174,2019,9,9,15
175,2013,1,0,12
175,2014,2,8,15
175,2015,3,4,3
175,2016,4,6,14
175,2017,5,5,14
175,2018,6,5,0
175,2019,7,4,15
176,2011,1,1,5
176,2012,2,1,11
176,2013,3,3,14
176,2014,4,8,15
176,2015,5,6,2
176,2016,6,4,7
176,2017,7,1,14
176,2018,8,9,4
176,2019,9,3,5
177,2011,1,10,2
177,2012,2,5,3
177,2013,3,10,13
177,2014,4,10,8
177,2015,5,1,13
177,2016,6,7,9
177,2017,7,3,1
177,2018,8,7,13
177,2019,9,10,13
178,2011,1,7,1
178,2012,2,8,13
178,2013,3,2,5
178,2014,4,9,4
178,2015,5,0,15
178,2016,6,8,4
178,2017,7,4,1
178,2018,8,4,1
178,2019,9,10,15
179,2013,1,1,12
179,2014,2,8,5
179,2015,3,6,0
179,2016,4,0,1
179,2017,5,6,4
179,2018,6,7,10
179,2019,7,6,7
180,2014,1,0,7
180,2015,2,4,12
180,2016,3,9,1
180,2017,4,7,2
180,2018,5,5,10
180,2019,6,5,1
181,2008,1,3,12
181,2009,2,3,7
181,2010,3,9,5
181,2011,4,5,7
181,2012,5,8,4
181,2013,6,1,11
181,2014,7,1,9
181,2015,8,6,10
181,2016,9,10,4
181,2017,10,0,7
181,2018,11,5,0
181,2019,12,5,13
182,2008,1,3,8
182,2009,2,7,0
182,2010,3,8,11
182,2011,4,1,15
182,2012,5,3,3
182,2013,6,2,12
182,2014,7,1,10
182,2015,8,2,6
182,2016,9,5,9
182,2017,10,5,14
182,2018,11,8,2
182,2019,12,9,8
183,2016,1,7,11
183,2017,2,3,2
183,2018,3,5,9
183,2019,4,9,7
184,2013,1,10,9
184,2014,2,9,7
184,2015,3,3,9
184,2016,4,6,8
184,2017,5,0,9
184,2018,6,1,7
184,2019,7,6,5
185,2012,1,1,5
185,2013,2,10,7
185,2014,3,7,5
185,2015,4,3,6
185,2016,5,4,9
185,2017,6,3,3
185,2018,7,10,3
185,2019,8,7,9
186,2015,1,9,13
186,2016,2,4,1
186,2017,3,3,13
186,2018,4,5,8
186,2019,5,8,7
187,2015,1,9,5
187,2016,2,4,9
187,2017,3,4,9
187,2018,4,1,3
187,2019,5,7,7
188,2009,1,5,11
188,2010,2,8,0
188,2011,3,8,10
188,2012,4,0,1
188,2013,5,5,13
188,2014,6,8,12
188,2015,7,1,10
188,2016,8,10,8
188,2017,9,10,15
188,2018,10,1,9
188,2019,11,6,2
189,2009,1,5,12
189,2010,2,7,5
189,2011,3,4,9
189,2012,4,9,1
189,2013,5,0,1
189,2014,6,4,8
189,2015,7,1,5
189,2016,8,4,5
189,2017,9,10,7
189,2018,10,0,13
189,2019,11,9,5
190,2007,1,5,10
190,2008,2,6,2
190,2009,3,9,10
190,2010,4,8,11
190,2011,5,4,1
190,2012,6,7,0
190,2013,7,9,4
190,2014,8,2,4
190,2015,9,3,15
190,2016,10,6,0
190,2017,11,3,7
190,2018,12,7,2
190,2019,13,9,4
191,2016,1,8,4
191,2017,2,8,11
191,2018,3,10,6
191,2019,4,1,2
192,2006,1,9,12
192,2007,2,8,14
192,2008,3,6,7
192,2009,4,8,2
192,2010,5,1,11
192,2011,6,6,12
192,2012,7,10,6
192,2013,8,7,6
192,2014,9,5,4
192,2015,10,7,10
192,2016,11,9,8
192,2017,12,9,1
192,2018,13,9,6
192,2019,14,5,5
193,2010,1,0,1
193,2011,2,7,10
193,2012,3,0,9
193,2013,4,10,7
193,2014,5,2,1
193,2015,6,5,4
193,2016,7,0,8
193,2017,8,1,0
193,2018,9,6,12
193,2019,10,3,9
194,2013,1,6,15
194,2014,2,2,13
194,2015,3,0,3
194,2016,4,3,14
194,2017,5,6,0
194,2018,6,2,10
194,2019,7,9,7
195,2011,1,7,1
195,2012,2,7,7
195,2013,3,1,3
195,2014,4,5,7
195,2015,5,5,5
195,2016,6,4,13
195,2017,7,4,5
195,2018,8,6,4
195,2019,9,9,2
196,2015,1,2,10
196,2016,2,2,10
196,2017,3,1,7
196,2018,4,9,5
196,2019,5,1,11
197,2015,1,10,4
197,2016,2,5,2
197,2017,3,3,7
197,2018,4,1,14
197,2019,5,10,11
198,2012,1,3,9
198,2013,2,5,8
198,2014,3,8,3
198,2015,4,0,6
198,2016,5,4,5
198,2017,6,0,14
198,2018,7,2,11
198,2019,8,6,2
199,2011,1,7,7
199,2012,2,9,7
199,2013,3,3,15
199,2014,4,1,6
199,2015,5,6,10
199,2016,6,9,7
199,2017,7,8,14
199,2018,8,9,0
199,2019,9,6,14
200,2016,1,9,4
200,2017,2,6,0
200,2018,3,8,10
200,2019,4,1,1
201,2013,1,6,6
201,2014,2,10,14
201,2015,3,7,7
201,2016,4,0,0
201,2017,5,3,0
201,2018,6,10,13
201,2019,7,6,9
202,2007,1,9,7
202,2008,2,6,7
202,2009,3,7,15
202,2010,4,4,4
202,2011,5,1,5
202,2012,6,0,3
202,2013,7,8,11
202,2014,8,3,1
202,2015,9,4,7
202,2016,10,2,7
202,2017,11,0,1
202,2018,12,0,7
202,2019,13,9,6
203,2011,1,8,6
203,2012,2,8,14
203,2013,3,3,14
203,2014,4,5,10
203,2015,5,5,10
203,2016,6,9,13
203,2017,7,7,14
203,2018,8,10,12
203,2019,9,5,1
204,2015,1,2,2
204,2016,2,4,8
204,2017,3,8,3
204,2018,4,2,8
204,2019,5,1,6
205,2011,1,10,7
205,2012,2,1,5
205,2013,3,0,14
205,2014,4,5,12
205,2015,5,1,4
205,2016,6,2,13
205,2017,7,0,8
205,2018,8,5,9
205,2019,9,3,8
206,2016,1,9,8
206,2017,2,1,3
206,2018,3,3,9
206,2019,4,9,8
207,2012,1,2,10
207,2013,2,5,8
207,2014,3,9,1
207,2015,4,6,3
207,2016,5,4,9
207,2017,6,4,7
207,2018,7,3,5
207,2019,8,10,11
208,2015,1,8,3
208,2016,2,10,5
208,2017,3,9,13
208,2018,4,10,5
208,2019,5,3,0
209,2011,1,8,13
209,2012,2,10,10
209,2013,3,5,15
209,2014,4,0,6
209,2015,5,7,14
209,2016,6,10,4
209,2017,7,3,11
209,2018,8,4,11
209,2019,9,0,15
210,2010,1,10,8
210,2011,2,5,6
210,2012,3,6,13
210,2013,4,6,3
210,2014,5,4,5
210,2015,6,1,5
210,2016,7,8,13
210,2017,8,3,6
210,2018,9,2,7
210,2019,10,9,1
211,2008,1,0,9
211,2009,2,2,10
211,2010,3,6,8
211,2011,4,5,6
211,2012,5,0,5
211,2013,6,7,2
211,2014,7,9,6
211,2015,8,0,10
211,2016,9,5,15
211,2017,10,4,1
211,2018,11,4,15
211,2019,12,4,8
212,2012,1,7,2
212,2013,2,0,5
212,2014,3,8,6
212,2015,4,10,12
212,2016,5,3,6
212,2017,6,5,3
212,2018,7,1,1
212,2019,8,5,15
213,2015,1,2,15
213,2016,2,1,13
213,2017,3,6,2
213,2018,4,2,13
213,2019,5,0,13
214,2007,1,1,15
214,2008,2,5,7
214,2009,3,1,10
214,2010,4,9,12
214,2011,5,1,4
214,2012,6,10,14
214,2013,7,0,13
214,2014,8,3,2
214,2015,9,10,1
214,2016,10,10,15
214,2017,11,5,1
214,2018,12,5,12
214,2019,13,1,9
215,2010,1,6,6
215,2011,2,8,14
215,2012,3,6,7
215,2013,4,9,10
215,2014,5,1,5
215,2015,6,1,5
215,2016,7,2,7
215,2017,8,3,4
215,2018,9,4,2
215,2019,10,0,6
216,2012,1,2,11
216,2013,2,9,0
216,2014,3,9,2
216,2015,4,2,1
216,2016,5,2,15
216,2017,6,1,4
216,2018,7,5,11
216,2019,8,4,6
217,2016,1,1,7
217,2017,2,8,15
217,2018,3,2,9
217,2019,4,0,12
218,2013,1,4,7
218,2014,2,1,9
218,2015,3,2,7
218,2016,4,9,12
218,2017,5,2,12
218,2018,6,8,5
218,2019,7,5,10
219,2017,1,10,4
219,2018,2,7,1
219,2019,3,6,8
220,2010,1,8,11
220,2011,2,2,15
220,2012,3,8,15
220,2013,4,9,0
220,2014,5,2,6
220,2015,6,4,11
220,2016,7,0,14
220,2017,8,1,5
220,2018,9,5,6
220,2019,10,3,3
221,2015,1,6,10
221,2016,2,0,4
221,2017,3,3,2
221,2018,4,9,14
221,2019,5,9,2
222,2010,1,4,15
222,2011,2,5,1
222,2012,3,2,1
222,2013,4,5,7
222,2014,5,9,12
222,2015,6,10,15
222,2016,7,10,6
222,2017,8,4,0
222,2018,9,10,10
222,2019,10,7,15
223,2011,1,0,4
223,2012,2,1,8
223,2013,3,0,3
223,2014,4,8,7
223,2015,5,7,3
223,2016,6,2,3
223,2017,7,8,7
223,2018,8,5,10
223,2019,9,8,14
224,2011,1,6,4
224,2012,2,3,8
224,2013,3,3,12
224,2014,4,4,4
224,2015,5,7,15
224,2016,6,8,2
224,2017,7,1,15
224,2018,8,9,15
224,2019,9,9,15
225,2013,1,0,12
225,2014,2,6,2
225,2015,3,7,13
225,2016,4,10,11
225,2017,5,3,6
225,2018,6,8,14
225,2019,7,0,7
226,2009,1,6,0
226,2010,2,2,4
226,2011,3,2,10
226,2012,4,3,13
226,2013,5,8,9
226,2014,6,0,8
226,2015,7,0,5
226,2016,8,6,9
226,2017,9,10,6
226,2018,10,6,11
226,2019,11,1,7
227,2013,1,0,9
227,2014,2,10,8
227,2015,3,6,2
227,2016,4,1,3
227,2017,5,8,4
227,2018,6,3,15
227,2019,7,1,6
228,2010,1,0,2
228,2011,2,4,13
228,2012,3,8,10
228,2013,4,2,8
228,2014,5,10,13
228,2015,6,10,0
228,2016,7,2,5
228,2017,8,6,3
228,2018,9,7,9
228,2019,10,4,8
229,2007,1,9,1
229,2008,2,1,7
229,2009,3,5,15
229,2010,4,0,2
229,2011,5,8,3
229,2012,6,1,13
229,2013,7,4,7
229,2014,8,2,10
229,2015,9,0,1
229,2016,10,4,3
229,2017,11,2,2
229,2018,12,3,6
229,2019,13,8,5
230,2010,1,1,4
230,2011,2,9,11
230,2012,3,4,6
230,2013,4,6,4
230,2014,5,5,14
230,2015,6,9,5
230,2016,7,0,10
230,2017,8,2,4
230,2018,9,4,5
230,2019,10,3,8
231,2007,1,5,13
231,2008,2,7,15
231,2009,3,8,12
231,2010,4,2,11
231,2011,5,6,1
231,2012,6,0,4
231,2013,7,10,11
231,2014,8,2,2
231,2015,9,10,8
231,2016,10,1,2
231,2017,11,4,1
231,2018,12,10,4
231,2019,13,4,2
232,2011,1,7,0
232,2012,2,1,2
232,2013,3,9,15
232,2014,4,8,14
232,2015,5,6,14
232,2016,6,2,10
232,2017,7,0,1
232,2018,8,7,6
232,2019,9,0,6
233,2009,1,6,7
233,2010,2,8,10
233,2011,3,3,4
233,2012,4,9,9
233,2013,5,7,2
233,2014,6,2,10
233,2015,7,0,1
233,2016,8,2,3
233,2017,9,0,8
233,2018,10,5,1
233,2019,11,3,13
234,2017,1,7,2
234,2018,2,10,13
234,2019,3,4,11
235,2016,1,4,4
235,2017,2,3,2
235,2018,3,5,13
235,2019,4,6,0
236,2007,1,6,7
236,2008,2,8,2
236,2009,3,5,11
236,2010,4,8,11
236,2011,5,5,11
236,2012,6,7,8
236,2013,7,6,7
236,2014,8,0,4
236,2015,9,10,10
236,2016,10,9,6
236,2017,11,7,11
236,2018,12,7,5
236,2019,13,4,10
237,2016,1,10,6
237,2017,2,9,15
237,2018,3,6,5
237,2019,4,1,2
238,2011,1,9,0
238,2012,2,4,14
238,2013,3,8,3
238,2014,4,5,1
238,2015,5,4,5
238,2016,6,4,6
238,2017,7,9,6
238,2018,8,9,0
238,2019,9,7,1
239,2015,1,6,3
239,2016,2,4,11
239,2017,3,10,8
239,2018,4,9,9
239,2019,5,1,12
240,2014,1,4,15
240,2015,2,9,6
240,2016,3,10,8
240,2017,4,9,15
240,2018,5,5,12
240,2019,6,4,6
241,2010,1,6,1
241,2011,2,3,14
241,2012,3,4,12
241,2013,4,1,14
241,2014,5,8,4
241,2015,6,0,4
241,2016,7,0,10
241,2017,8,4,3
241,2018,9,7,0
241,2019,10,7,14
242,2011,1,6,0
242,2012,2,5,2
242,2013,3,2,8
242,2014,4,3,4
242,2015,5,5,14
242,2016,6,7,15
242,2017,7,0,1
242,2018,8,4,1
242,2019,9,3,15
243,2009,1,3,12
243,2010,2,10,1
243,2011,3,5,15
243,2012,4,5,3
243,2013,5,9,10
243,2014,6,2,0
243,2015,7,0,10
243,2016,8,0,3
243,2017,9,2,10
243,2018,10,6,7
243,2019,11,5,6
244,2015,1,7,12
244,2016,2,2,15
244,2017,3,7,1
244,2018,4,3,10
244,2019,5,10,9
245,2011,1,4,3
245,2012,2,9,10
245,2013,3,0,10
245,2014,4,10,1
245,2015,5,0,12
245,2016,6,9,5
245,2017,7,1,8
245,2018,8,5,2
245,2019,9,3,4
246,2011,1,4,4
246,2012,2,3,10
246,2013,3,5,2
246,2014,4,4,10
246,2015,5,7,11
246,2016,6,6,3
246,2017,7,4,15
246,2018,8,7,14
246,2019,9,3,3
247,2016,1,10,4
247,2017,2,0,10
247,2018,3,4,12
247,2019,4,10,15
248,2012,1,10,7
248,2013,2,4,15
248,2014,3,3,1
248,2015,4,3,4
248,2016,5,1,10
248,2017,6,4,14
248,2018,7,9,13
248,2019,8,10,1
249,2012,1,5,6
249,2013,2,7,9
249,2014,3,0,9
249,2015,4,6,4
249,2016,5,6,15
249,2017,6,2,13
249,2018,7,9,9
249,2019,8,4,10
250,2017,1,8,7
250,2018,2,6,6
250,2019,3,2,4
251,2012,1,4,5
251,2013,2,9,12
251,2014,3,1,0
251,2015,4,0,5
251,2016,5,5,4
251,2017,6,10,0
251,2018,7,7,3
251,2019,8,8,14
252,2008,1,7,0
252,2009,2,7,6
252,2010,3,8,12
252,2011,4,4,3
252,2012,5,0,0
252,2013,6,7,1
252,2014,7,6,15
252,2015,8,7,7
252,2016,9,3,6
252,2017,10,10,2
252,2018,11,6,11
252,2019,12,10,11
253,2011,1,9,4
253,2012,2,3,0
253,2013,3,4,9
253,2014,4,4,8
253,2015,5,2,5
253,2016,6,5,6
253,2017,7,2,4
253,2018,8,0,9
253,2019,9,8,0
254,2011,1,5,3
254,2012,2,2,14
254,2013,3,6,10
254,2014,4,7,12
254,2015,5,2,12
254,2016,6,5,13
254,2017,7,5,7
254,2018,8,0,1
254,2019,9,3,15
255,2011,1,7,2
255,2012,2,2,12
255,2013,3,4,14
255,2014,4,4,2
255,2015,5,7,4
255,2016,6,4,13
255,2017,7,2,2
255,2018,8,8,2
255,2019,9,5,10
256,2019,1,10,12
257,2016,1,7,10
257,2017,2,7,14
257,2018,3,6,7
257,2019,4,6,5
258,2009,1,5,2
258,2010,2,4,7
258,2011,3,4,13
258,2012,4,8,12
258,2013,5,2,4
258,2014,6,2,11
258,2015,7,7,15
258,2016,8,6,13
258,2017,9,1,6
258,2018,10,8,15
258,2019,11,10,14
259,2014,1,8,13
259,2015,2,3,13
259,2016,3,1,14
259,2017,4,8,9
259,2018,5,9,10
259,2019,6,9,3
260,2010,1,1,11
260,2011,2,8,7
260,2012,3,2,13
260,2013,4,0,5
260,2014,5,3,9
260,2015,6,2,5
260,2016,7,8,11
260,2017,8,4,14
260,2018,9,7,15
260,2019,10,2,1
261,2011,1,8,3
261,2012,2,3,0
261,2013,3,0,1
261,2014,4,8,4
261,2015,5,1,2
261,2016,6,3,13
261,2017,7,0,15
261,2018,8,9,0
261,2019,9,5,4
262,2012,1,2,6
262,2013,2,3,9
262,2014,3,7,15
262,2015,4,3,9
262,2016,5,4,0
262,2017,6,7,0
262,2018,7,10,13
262,2019,8,0,6
263,2012,1,4,10
263,2013,2,8,5
263,2014,3,6,7
263,2015,4,3,11
263,2016,5,6,14
263,2017,6,2,12
263,2018,7,1,4
263,2019,8,3,3
264,2012,1,3,7
264,2013,2,1,7
264,2014,3,8,11
264,2015,4,7,13
264,2016,5,9,0
264,2017,6,5,10
264,2018,7,5,3
264,2019,8,2,14
265,2013,1,8,12
265,2014,2,10,7
265,2015,3,6,5
265,2016,4,10,1
265,2017,5,10,2
265,2018,6,7,11
265,2019,7,0,14
266,2014,1,0,10
266,2015,2,7,3
266,2016,3,1,9
266,2017,4,9,11
266,2018,5,9,6
266,2019,6,10,11
267,2011,1,7,13
267,2012,2,4,8
267,2013,3,8,12
267,2014,4,7,14
267,2015,5,4,2
267,2016,6,0,2
267,2017,7,2,11
267,2018,8,6,12
267,2019,9,1,11
268,2011,1,10,0
268,2012,2,4,5
268,2013,3,2,13
268,2014,4,8,1
268,2015,5,9,13
268,2016,6,2,12
268,2017,7,7,8
268,2018,8,3,9
268,2019,9,8,4
269,2017,1,1,11
269,2018,2,9,5
269,2019,3,3,10
270,2013,1,1,13
270,2014,2,8,0
270,2015,3,5,11
270,2016,4,6,6
270,2017,5,2,1
270,2018,6,2,4
270,2019,7,4,14
271,2011,1,10,7
271,2012,2,6,9
271,2013,3,4,10
271,2014,4,0,0
271,2015,5,9,4
271,2016,6,6,11
271,2017,7,6,7
271,2018,8,5,1
271,2019,9,3,0
272,2011,1,9,4
272,2012,2,8,2
272,2013,3,5,13
272,2014,4,2,9
272,2015,5,9,3
272,2016,6,0,9
272,2017,7,1,6
272,2018,8,5,6
272,2019,9,7,11
273,2016,1,2,9
273,2017,2,4,0
273,2018,3,3,2
273,2019,4,10,0
274,2011,1,0,13
274,2012,2,4,11
274,2013,3,2,10
274,2014,4,9,3
274,2015,5,9,9
274,2016,6,10,12
274,2017,7,7,15
274,2018,8,6,6
274,2019,9,6,2
275,2010,1,9,2
275,2011,2,3,15
275,2012,3,6,9
275,2013,4,4,3
275,2014,5,1,10
275,2015,6,6,12
275,2016,7,0,5
275,2017,8,7,1
275,2018,9,8,6
275,2019,10,2,1
276,2016,1,10,4
276,2017,2,1,1
276,2018,3,1,10
276,2019,4,7,9
277,2009,1,5,11
277,2010,2,3,14
277,2011,3,9,14
277,2012,4,0,0
277,2013,5,6,11
277,2014,6,7,14
277,2015,7,7,12
277,2016,8,1,4
277,2017,9,2,11
277,2018,10,6,9
277,2019,11,8,6
278,2012,1,3,11
278,2013,2,6,7
278,2014,3,2,12
278,2015,4,2,14
278,2016,5,3,10
278,2017,6,3,2
278,2018,7,5,14
278,2019,8,4,8
279,2011,1,5,6
279,2012,2,6,13
279,2013,3,4,0
279,2014,4,5,10
279,2015,5,4,1
279,2016,6,10,3
279,2017,7,9,6
279,2018,8,8,13
279,2019,9,1,14
280,2014,1,10,10
280,2015,2,5,15
280,2016,3,8,14
280,2017,4,9,0
280,2018,5,5,0
280,2019,6,6,2
281,2006,1,8,6
281,2007,2,1,3
281,2008,3,5,9
281,2009,4,5,2
281,2010,5,5,8
281,2011,6,7,1
281,2012,7,1,13
281,2013,8,9,0
281,2014,9,6,15
281,2015,10,7,5
281,2016,11,9,7
281,2017,12,9,1
281,2018,13,8,11
281,2019,14,8,1
282,2007,1,1,14
282,2008,2,1,7
282,2009,3,1,11
282,2010,4,2,7
282,2011,5,8,12
282,2012,6,5,2
282,2013,7,4,6
282,2014,8,2,14
282,2015,9,10,9
282,2016,10,8,12
282,2017,11,5,5
282,2018,12,9,8
282,2019,13,0,11
283,2010,1,3,7
283,2011,2,8,10
283,2012,3,7,10
283,2013,4,9,8
283,2014,5,2,7
283,2015,6,4,6
283,2016,7,2,14
283,2017,8,1,4
283,2018,9,1,14
283,2019,10,4,7
284,2016,1,0,5
284,2017,2,2,3
284,2018,3,2,5
284,2019,4,10,2
285,2015,1,3,3
285,2016,2,4,2
285,2017,3,10,10
285,2018,4,3,2
285,2019,5,4,12
286,2016,1,2,7
286,2017,2,9,8
286,2018,3,0,8
286,2019,4,7,11
287,2008,1,6,11
287,2009,2,10,2
287,2010,3,8,12
287,2011,4,6,4
287,2012,5,10,11
287,2013,6,6,10
287,2014,7,4,5
287,2015,8,10,9
287,2016,9,4,7
287,2017,10,5,9
287,2018,11,4,0
287,2019,12,9,7
288,2012,1,10,7
288,2013,2,7,0
288,2014,3,4,3
288,2015,4,6,4
288,2016,5,1,1
288,2017,6,0,1
288,2018,7,6,5
288,2019,8,6,12
289,2014,1,10,2
289,2015,2,7,13
289,2016,3,6,5
289,2017,4,10,5
289,2018,5,9,5
289,2019,6,6,9
290,2012,1,1,10
290,2013,2,8,6
290,2014,3,2,1
290,2015,4,8,6
290,2016,5,7,2
290,2017,6,6,9
290,2018,7,8,5
290,2019,8,8,3
291,2008,1,8,12
291,2009,2,8,13
291,2010,3,2,1
291,2011,4,5,5
291,2012,5,5,2
291,2013,6,9,15
291,2014,7,2,8
291,2015,8,3,13
291,2016,9,5,14
291,2017,10,4,4
291,2018,11,6,1
291,2019,12,9,15
292,2011,1,4,0
292,2012,2,5,13
292,2013,3,5,2
292,2014,4,0,5
292,2015,5,7,9
292,2016,6,9,5
292,2017,7,8,7
292,2018,8,3,3
292,2019,9,5,13
293,2011,1,6,4
293,2012,2,3,13
293,2013,3,10,7
293,2014,4,5,3
293,2015,5,7,8
293,2016,6,8,0
293,2017,7,10,11
293,2018,8,6,7
293,2019,9,2,15
294,2009,1,6,1
294,2010,2,8,13
294,2011,3,4,13
294,2012,4,2,15
294,2013,5,3,8
294,2014,6,0,0
294,2015,7,0,12
294,2016,8,7,11
294,2017,9,7,9
294,2018,10,10,6
294,2019,11,2,12
295,2012,1,1,10
295,2013,2,4,5
295,2014,3,10,5
295,2015,4,4,4
295,2016,5,8,12
295,2017,6,10,13
295,2018,7,8,5
295,2019,8,0,1
296,2013,1,2,9
296,2014,2,10,4
296,2015,3,9,9
296,2016,4,10,2
296,2017,5,6,0
296,2018,6,0,11
296,2019,7,8,14
297,2015,1,10,6
297,2016,2,0,10
297,2017,3,6,12
297,2018,4,3,0
297,2019,5,8,3
298,2009,1,5,14
298,2010,2,9,1
298,2011,3,5,10
298,2012,4,5,14
298,2013,5,7,1
298,2014,6,5,13
298,2015,7,10,4
298,2016,8,1,14
298,2017,9,2,10
298,2018,10,8,15
298,2019,11,3,11
299,2014,1,0,5
299,2015,2,0,10
299,2016,3,10,6
299,2017,4,10,8
299,2018,5,4,14
299,2019,6,7,2
300,2017,1,5,6
300,2018,2,4,6
300,2019,3,0,1
301,2010,1,4,1
301,2011,2,2,12
301,2012,3,4,3
301,2013,4,10,13
301,2014,5,1,3
301,2015,6,2,12
301,2016,7,2,0
301,2017,8,3,15
301,2018,9,9,5
301,2019,10,9,15
