id,p_start,exp_yr_count,job_title,department,grade,salary
251,2012,1,Data Analyst II,Analytics Department,6,120417
251,2013,2,Data Analyst II,Analytics Department,6,124443
251,2014,3,Data Analyst II,Analytics Department,6,126459
251,2015,4,Data Analyst II,Analytics Department,6,128477
251,2016,5,Data Analyst II,Analytics Department,6,130497
251,2017,6,Data Analyst II,Analytics Department,6,132519
251,2018,7,Data Scientist,Analytics Department,7,154184
251,2019,8,Data Scientist,Analytics Department,7,170336
252,2008,1,Associate Frontend Engineer,IT Department,4,49559
252,2009,2,Associate Frontend Engineer,IT Department,4,53577
252,2010,3,Associate Frontend Engineer,IT Department,4,55589
252,2011,4,Associate Frontend Engineer,IT Department,4,57603
252,2012,5,Associate Frontend Engineer,IT Department,4,59619
252,2013,6,Associate Frontend Engineer,IT Department,4,61637
252,2014,7,Frontend Engineer,IT Department,5,65212
252,2015,8,Frontend Engineer,IT Department,5,81332
252,2016,9,Frontend Engineer,IT Department,5,83356
252,2017,10,Frontend Engineer,IT Department,5,85382
252,2018,11,Frontend Engineer,IT Department,5,87410
252,2019,12,Frontend Engineer II,IT Department,6,90006
253,2011,1,Sr Manager,Administration Department,10,210564
253,2012,2,Sr Manager,Administration Department,10,214588
253,2013,3,Sr Manager,Administration Department,10,216603
253,2014,4,Sr Manager,Administration Department,10,218620
253,2015,5,Sr Manager,Administration Department,10,220639
253,2016,6,Sr Manager,Administration Department,10,222660
253,2017,7,Director,Administration Department,12,427658
253,2018,8,Director,Administration Department,12,443802
253,2019,9,Director,Administration Department,12,445829
254,2011,1,Associate Frontend Engineer,IT Department,4,49509
254,2012,2,Associate Frontend Engineer,IT Department,4,53533
254,2013,3,Associate Frontend Engineer,IT Department,4,55548
254,2014,4,Associate Frontend Engineer,IT Department,4,57565
254,2015,5,Associate Frontend Engineer,IT Department,4,59584
254,2016,6,Associate Frontend Engineer,IT Department,4,61605
254,2017,7,Frontend Engineer,IT Department,5,65162
254,2018,8,Frontend Engineer,IT Department,5,81306
254,2019,9,Frontend Engineer,IT Department,5,83333
255,2011,1,Associate Frontend Engineer,IT Department,4,49484
255,2012,2,Associate Frontend Engineer,IT Department,4,53508
255,2013,3,Associate Frontend Engineer,IT Department,4,55523
255,2014,4,Associate Frontend Engineer,IT Department,4,57540
255,2015,5,Associate Frontend Engineer,IT Department,4,59559
255,2016,6,Associate Frontend Engineer,IT Department,4,61580
255,2017,7,Frontend Engineer,IT Department,5,65137
255,2018,8,Frontend Engineer,IT Department,5,81281
255,2019,9,Frontend Engineer,IT Department,5,83308
256,2019,1,Assistant Manager,Administration Department,7,132293
257,2016,1,Frontend Engineer II,IT Department,6,89881
257,2017,2,Frontend Engineer II,IT Department,6,93915
257,2018,3,Frontend Engineer II,IT Department,6,95935
257,2019,4,Frontend Engineer II,IT Department,6,97957
258,2009,1,Data Analyst,Analytics Department,5,93304
258,2010,2,Data Analyst,Analytics Department,5,97324
258,2011,3,Data Analyst,Analytics Department,5,99337
258,2012,4,Data Analyst,Analytics Department,5,101352
258,2013,5,Data Analyst,Analytics Department,5,103369
258,2014,6,Data Analyst,Analytics Department,5,105388
258,2015,7,Data Analyst II,Analytics Department,6,120557
258,2016,8,Data Analyst II,Analytics Department,6,136685
258,2017,9,Data Analyst II,Analytics Department,6,138710
258,2018,10,Data Analyst II,Analytics Department,6,140737
258,2019,11,Data Analyst II,Analytics Department,6,142766
259,2014,1,Backend Engineer,IT Department,5,77728
259,2015,2,Backend Engineer,IT Department,5,81758
259,2016,3,Backend Engineer,IT Department,5,83776
259,2017,4,Backend Engineer,IT Department,5,85796
259,2018,5,Backend Engineer,IT Department,5,87818
259,2019,6,Backend Engineer,IT Department,5,89842
260,2010,1,Backend Engineer,IT Department,5,77753
260,2011,2,Backend Engineer,IT Department,5,81775
260,2012,3,Backend Engineer,IT Department,5,83789
260,2013,4,Backend Engineer,IT Department,5,85805
260,2014,5,Backend Engineer,IT Department,5,87823
260,2015,6,Backend Engineer,IT Department,5,89843
260,2016,7,Backend Engineer II,IT Department,6,97535
260,2017,8,Backend Engineer II,IT Department,6,113671
260,2018,9,Backend Engineer II,IT Department,6,115697
260,2019,10,Backend Engineer II,IT Department,6,117725
261,2011,1,Sr Backend Engineer,IT Department,7,127425
261,2012,2,Sr Backend Engineer,IT Department,7,131449
261,2013,3,Sr Backend Engineer,IT Department,7,133464
261,2014,4,Sr Backend Engineer,IT Department,7,135481
261,2015,5,Sr Backend Engineer,IT Department,7,137500
261,2016,6,Sr Backend Engineer,IT Department,7,139521
261,2017,7,Team Lead,IT Department,8,174899
261,2018,8,Team Lead,IT Department,8,191043
261,2019,9,Team Lead,IT Department,8,193070
262,2012,1,Sr Backend Engineer,IT Department,7,127450
262,2013,2,Sr Backend Engineer,IT Department,7,131476
262,2014,3,Sr Backend Engineer,IT Department,7,133492
262,2015,4,Sr Backend Engineer,IT Department,7,135510
262,2016,5,Sr Backend Engineer,IT Department,7,137530
262,2017,6,Sr Backend Engineer,IT Department,7,139552
262,2018,7,Team Lead,IT Department,8,174919
262,2019,8,Team Lead,IT Department,8,191071
263,2012,1,Data Analyst II,Analytics Department,6,120657
263,2013,2,Data Analyst II,Analytics Department,6,124683
263,2014,3,Data Analyst II,Analytics Department,6,126699
263,2015,4,Data Analyst II,Analytics Department,6,128717
263,2016,5,Data Analyst II,Analytics Department,6,130737
263,2017,6,Data Analyst II,Analytics Department,6,132759
263,2018,7,Data Scientist,Analytics Department,7,154424
263,2019,8,Data Scientist,Analytics Department,7,170576
264,2012,1,Data Analyst II,Analytics Department,6,120677
264,2013,2,Data Analyst II,Analytics Department,6,124703
264,2014,3,Data Analyst II,Analytics Department,6,126719
264,2015,4,Data Analyst II,Analytics Department,6,128737
264,2016,5,Data Analyst II,Analytics Department,6,130757
264,2017,6,Data Analyst II,Analytics Department,6,132779
264,2018,7,Data Scientist,Analytics Department,7,154444
264,2019,8,Data Scientist,Analytics Department,7,170596
265,2013,1,Associate Frontend Engineer,IT Department,4,49234
265,2014,2,Associate Frontend Engineer,IT Department,4,53262
265,2015,3,Associate Frontend Engineer,IT Department,4,55279
265,2016,4,Associate Frontend Engineer,IT Department,4,57298
265,2017,5,Associate Frontend Engineer,IT Department,4,59319
265,2018,6,Associate Frontend Engineer,IT Department,4,61342
265,2019,7,Frontend Engineer,IT Department,5,64887
266,2014,1,Backend Engineer,IT Department,5,77903
266,2015,2,Backend Engineer,IT Department,5,81933
266,2016,3,Backend Engineer,IT Department,5,83951
266,2017,4,Backend Engineer,IT Department,5,85971
266,2018,5,Backend Engineer,IT Department,5,87993
266,2019,6,Backend Engineer,IT Department,5,90017
267,2011,1,Backend Engineer,IT Department,5,77928
267,2012,2,Backend Engineer,IT Department,5,81952
267,2013,3,Backend Engineer,IT Department,5,83967
267,2014,4,Backend Engineer,IT Department,5,85984
267,2015,5,Backend Engineer,IT Department,5,88003
267,2016,6,Backend Engineer,IT Department,5,90024
267,2017,7,Backend Engineer II,IT Department,6,97710
267,2018,8,Backend Engineer II,IT Department,6,113854
267,2019,9,Backend Engineer II,IT Department,6,115881
268,2011,1,Associate Data Analyst,Analytics Department,4,70887
268,2012,2,Associate Data Analyst,Analytics Department,4,74911
268,2013,3,Associate Data Analyst,Analytics Department,4,76926
268,2014,4,Associate Data Analyst,Analytics Department,4,78943
268,2015,5,Associate Data Analyst,Analytics Department,4,80962
268,2016,6,Associate Data Analyst,Analytics Department,4,82983
268,2017,7,Data Analyst,Analytics Department,5,93504
268,2018,8,Data Analyst,Analytics Department,5,109648
268,2019,9,Data Analyst,Analytics Department,5,111675
269,2017,1,Frontend Engineer II,IT Department,6,89581
269,2018,2,Frontend Engineer II,IT Department,6,93617
269,2019,3,Frontend Engineer II,IT Department,6,95638
270,2013,1,Associate Data Analyst,Analytics Department,4,70937
270,2014,2,Associate Data Analyst,Analytics Department,4,74965
270,2015,3,Associate Data Analyst,Analytics Department,4,76982
270,2016,4,Associate Data Analyst,Analytics Department,4,79001
270,2017,5,Associate Data Analyst,Analytics Department,4,81022
270,2018,6,Associate Data Analyst,Analytics Department,4,83045
270,2019,7,Data Analyst,Analytics Department,5,93544
271,2011,1,Sr Backend Engineer,IT Department,7,127675
271,2012,2,Sr Backend Engineer,IT Department,7,131699
271,2013,3,Sr Backend Engineer,IT Department,7,133714
271,2014,4,Sr Backend Engineer,IT Department,7,135731
271,2015,5,Sr Backend Engineer,IT Department,7,137750
271,2016,6,Sr Backend Engineer,IT Department,7,139771
271,2017,7,Team Lead,IT Department,8,175099
271,2018,8,Team Lead,IT Department,8,191243
271,2019,9,Team Lead,IT Department,8,193270
272,2011,1,Data Analyst II,Analytics Department,6,120837
272,2012,2,Data Analyst II,Analytics Department,6,124861
272,2013,3,Data Analyst II,Analytics Department,6,126876
272,2014,4,Data Analyst II,Analytics Department,6,128893
272,2015,5,Data Analyst II,Analytics Department,6,130912
272,2016,6,Data Analyst II,Analytics Department,6,132933
272,2017,7,Data Scientist,Analytics Department,7,154604
272,2018,8,Data Scientist,Analytics Department,7,170748
272,2019,9,Data Scientist,Analytics Department,7,172775
273,2016,1,Associate Data Analyst,Analytics Department,4,71012
273,2017,2,Associate Data Analyst,Analytics Department,4,75046
273,2018,3,Associate Data Analyst,Analytics Department,4,77066
273,2019,4,Associate Data Analyst,Analytics Department,4,79088
274,2011,1,Associate Data Analyst,Analytics Department,4,71007
274,2012,2,Associate Data Analyst,Analytics Department,4,75031
274,2013,3,Associate Data Analyst,Analytics Department,4,77046
274,2014,4,Associate Data Analyst,Analytics Department,4,79063
274,2015,5,Associate Data Analyst,Analytics Department,4,81082
274,2016,6,Associate Data Analyst,Analytics Department,4,83103
274,2017,7,Data Analyst,Analytics Department,5,93624
274,2018,8,Data Analyst,Analytics Department,5,109768
274,2019,9,Data Analyst,Analytics Department,5,111795
275,2010,1,Assistant Manager,Administration Department,7,132673
275,2011,2,Assistant Manager,Administration Department,7,136695
275,2012,3,Assistant Manager,Administration Department,7,138709
275,2013,4,Assistant Manager,Administration Department,7,140725
275,2014,5,Assistant Manager,Administration Department,7,142743
275,2015,6,Assistant Manager,Administration Department,7,144763
275,2016,7,Manager,Administration Department,9,163110
275,2017,8,Manager,Administration Department,9,179246
275,2018,9,Manager,Administration Department,9,181272
275,2019,10,Manager,Administration Department,9,183300
276,2016,1,Sr Backend Engineer,IT Department,7,127800
276,2017,2,Sr Backend Engineer,IT Department,7,131834
276,2018,3,Sr Backend Engineer,IT Department,7,133854
276,2019,4,Sr Backend Engineer,IT Department,7,135876
277,2009,1,Associate Data Analyst,Analytics Department,4,71057
277,2010,2,Associate Data Analyst,Analytics Department,4,75077
277,2011,3,Associate Data Analyst,Analytics Department,4,77090
277,2012,4,Associate Data Analyst,Analytics Department,4,79105
277,2013,5,Associate Data Analyst,Analytics Department,4,81122
277,2014,6,Associate Data Analyst,Analytics Department,4,83141
277,2015,7,Data Analyst,Analytics Department,5,93684
277,2016,8,Data Analyst,Analytics Department,5,109812
277,2017,9,Data Analyst,Analytics Department,5,111837
277,2018,10,Data Analyst,Analytics Department,5,113864
277,2019,11,Data Analyst,Analytics Department,5,115893
278,2012,1,Data Analyst II,Analytics Department,6,120957
278,2013,2,Data Analyst II,Analytics Department,6,124983
278,2014,3,Data Analyst II,Analytics Department,6,126999
278,2015,4,Data Analyst II,Analytics Department,6,129017
278,2016,5,Data Analyst II,Analytics Department,6,131037
278,2017,6,Data Analyst II,Analytics Department,6,133059
278,2018,7,Data Scientist,Analytics Department,7,154724
278,2019,8,Data Scientist,Analytics Department,7,170876
279,2011,1,Backend Engineer,IT Department,5,78228
279,2012,2,Backend Engineer,IT Department,5,82252
279,2013,3,Backend Engineer,IT Department,5,84267
279,2014,4,Backend Engineer,IT Department,5,86284
279,2015,5,Backend Engineer,IT Department,5,88303
279,2016,6,Backend Engineer,IT Department,5,90324
279,2017,7,Backend Engineer II,IT Department,6,98010
279,2018,8,Backend Engineer II,IT Department,6,114154
279,2019,9,Backend Engineer II,IT Department,6,116181
280,2014,1,Associate Frontend Engineer,IT Department,4,48859
280,2015,2,Associate Frontend Engineer,IT Department,4,52889
280,2016,3,Associate Frontend Engineer,IT Department,4,54907
280,2017,4,Associate Frontend Engineer,IT Department,4,56927
280,2018,5,Associate Frontend Engineer,IT Department,4,58949
280,2019,6,Associate Frontend Engineer,IT Department,4,60973
281,2006,1,Backend Engineer,IT Department,5,78278
281,2007,2,Backend Engineer,IT Department,5,82292
281,2008,3,Backend Engineer,IT Department,5,84302
281,2009,4,Backend Engineer,IT Department,5,86314
281,2010,5,Backend Engineer,IT Department,5,88328
281,2011,6,Backend Engineer,IT Department,5,90344
281,2012,7,Backend Engineer II,IT Department,6,98060
281,2013,8,Backend Engineer II,IT Department,6,114164
281,2014,9,Backend Engineer II,IT Department,6,116186
281,2015,10,Backend Engineer II,IT Department,6,118210
281,2016,11,Backend Engineer II,IT Department,6,120236
281,2017,12,Sr Backend Engineer,IT Department,7,127925
281,2018,13,Sr Backend Engineer,IT Department,7,154159
281,2019,14,Sr Backend Engineer,IT Department,7,156191
282,2007,1,Associate Frontend Engineer,IT Department,4,48809
282,2008,2,Associate Frontend Engineer,IT Department,4,52825
282,2009,3,Associate Frontend Engineer,IT Department,4,54836
282,2010,4,Associate Frontend Engineer,IT Department,4,56849
282,2011,5,Associate Frontend Engineer,IT Department,4,58864
282,2012,6,Associate Frontend Engineer,IT Department,4,60881
282,2013,7,Frontend Engineer,IT Department,5,64462
282,2014,8,Frontend Engineer,IT Department,5,80574
282,2015,9,Frontend Engineer,IT Department,5,82597
282,2016,10,Frontend Engineer,IT Department,5,84622
282,2017,11,Frontend Engineer,IT Department,5,86649
282,2018,12,Frontend Engineer II,IT Department,6,89256
282,2019,13,Frontend Engineer II,IT Department,6,115503
283,2010,1,Associate Frontend Engineer,IT Department,4,48784
283,2011,2,Associate Frontend Engineer,IT Department,4,52806
283,2012,3,Associate Frontend Engineer,IT Department,4,54820
283,2013,4,Associate Frontend Engineer,IT Department,4,56836
283,2014,5,Associate Frontend Engineer,IT Department,4,58854
283,2015,6,Associate Frontend Engineer,IT Department,4,60874
283,2016,7,Frontend Engineer,IT Department,5,64437
283,2017,8,Frontend Engineer,IT Department,5,80573
283,2018,9,Frontend Engineer,IT Department,5,82599
283,2019,10,Frontend Engineer,IT Department,5,84627
284,2016,1,Sr Backend Engineer,IT Department,7,128000
284,2017,2,Sr Backend Engineer,IT Department,7,132034
284,2018,3,Sr Backend Engineer,IT Department,7,134054
284,2019,4,Sr Backend Engineer,IT Department,7,136076
285,2015,1,Backend Engineer,IT Department,5,78378
285,2016,2,Backend Engineer,IT Department,5,82410
285,2017,3,Backend Engineer,IT Department,5,84429
285,2018,4,Backend Engineer,IT Department,5,86450
285,2019,5,Backend Engineer,IT Department,5,88473
286,2016,1,Data Analyst II,Analytics Department,6,121117
286,2017,2,Data Analyst II,Analytics Department,6,125151
286,2018,3,Data Analyst II,Analytics Department,6,127171
286,2019,4,Data Analyst II,Analytics Department,6,129193
287,2008,1,Associate Frontend Engineer,IT Department,4,48684
287,2009,2,Associate Frontend Engineer,IT Department,4,52702
287,2010,3,Associate Frontend Engineer,IT Department,4,54714
287,2011,4,Associate Frontend Engineer,IT Department,4,56728
287,2012,5,Associate Frontend Engineer,IT Department,4,58744
287,2013,6,Associate Frontend Engineer,IT Department,4,60762
287,2014,7,Frontend Engineer,IT Department,5,64337
287,2015,8,Frontend Engineer,IT Department,5,80457
287,2016,9,Frontend Engineer,IT Department,5,82481
287,2017,10,Frontend Engineer,IT Department,5,84507
287,2018,11,Frontend Engineer,IT Department,5,86535
287,2019,12,Frontend Engineer II,IT Department,6,89131
288,2012,1,Backend Engineer,IT Department,5,78453
288,2013,2,Backend Engineer,IT Department,5,82479
288,2014,3,Backend Engineer,IT Department,5,84495
288,2015,4,Backend Engineer,IT Department,5,86513
288,2016,5,Backend Engineer,IT Department,5,88533
288,2017,6,Backend Engineer,IT Department,5,90555
288,2018,7,Backend Engineer II,IT Department,6,98235
288,2019,8,Backend Engineer II,IT Department,6,114387
289,2014,1,Associate Data Analyst,Analytics Department,4,71322
289,2015,2,Associate Data Analyst,Analytics Department,4,75352
289,2016,3,Associate Data Analyst,Analytics Department,4,77370
289,2017,4,Associate Data Analyst,Analytics Department,4,79390
289,2018,5,Associate Data Analyst,Analytics Department,4,81412
289,2019,6,Associate Data Analyst,Analytics Department,4,83436
290,2012,1,Associate Frontend Engineer,IT Department,4,48609
290,2013,2,Associate Frontend Engineer,IT Department,4,52635
290,2014,3,Associate Frontend Engineer,IT Department,4,54651
290,2015,4,Associate Frontend Engineer,IT Department,4,56669
290,2016,5,Associate Frontend Engineer,IT Department,4,58689
290,2017,6,Associate Frontend Engineer,IT Department,4,60711
290,2018,7,Frontend Engineer,IT Department,5,64262
290,2019,8,Frontend Engineer,IT Department,5,80414
291,2008,1,Assistant Manager,Administration Department,7,132993
291,2009,2,Assistant Manager,Administration Department,7,137011
291,2010,3,Assistant Manager,Administration Department,7,139023
291,2011,4,Assistant Manager,Administration Department,7,141037
291,2012,5,Assistant Manager,Administration Department,7,143053
291,2013,6,Assistant Manager,Administration Department,7,145071
291,2014,7,Manager,Administration Department,9,163430
291,2015,8,Manager,Administration Department,9,179550
291,2016,9,Manager,Administration Department,9,181574
291,2017,10,Manager,Administration Department,9,183600
291,2018,11,Manager,Administration Department,9,185628
291,2019,12,Sr Manager,Administration Department,10,211324
292,2011,1,Sr Backend Engineer,IT Department,7,128200
292,2012,2,Sr Backend Engineer,IT Department,7,132224
292,2013,3,Sr Backend Engineer,IT Department,7,134239
292,2014,4,Sr Backend Engineer,IT Department,7,136256
292,2015,5,Sr Backend Engineer,IT Department,7,138275
292,2016,6,Sr Backend Engineer,IT Department,7,140296
292,2017,7,Team Lead,IT Department,8,175519
292,2018,8,Team Lead,IT Department,8,191663
292,2019,9,Team Lead,IT Department,8,193690
293,2011,1,Backend Engineer,IT Department,5,78578
293,2012,2,Backend Engineer,IT Department,5,82602
293,2013,3,Backend Engineer,IT Department,5,84617
293,2014,4,Backend Engineer,IT Department,5,86634
293,2015,5,Backend Engineer,IT Department,5,88653
293,2016,6,Backend Engineer,IT Department,5,90674
293,2017,7,Backend Engineer II,IT Department,6,98360
293,2018,8,Backend Engineer II,IT Department,6,114504
293,2019,9,Backend Engineer II,IT Department,6,116531
294,2009,1,Data Analyst,Analytics Department,5,94024
294,2010,2,Data Analyst,Analytics Department,5,98044
294,2011,3,Data Analyst,Analytics Department,5,100057
294,2012,4,Data Analyst,Analytics Department,5,102072
294,2013,5,Data Analyst,Analytics Department,5,104089
294,2014,6,Data Analyst,Analytics Department,5,106108
294,2015,7,Data Analyst II,Analytics Department,6,121277
294,2016,8,Data Analyst II,Analytics Department,6,137405
294,2017,9,Data Analyst II,Analytics Department,6,139430
294,2018,10,Data Analyst II,Analytics Department,6,141457
294,2019,11,Data Analyst II,Analytics Department,6,143486
295,2012,1,Sr Backend Engineer,IT Department,7,128275
295,2013,2,Sr Backend Engineer,IT Department,7,132301
295,2014,3,Sr Backend Engineer,IT Department,7,134317
295,2015,4,Sr Backend Engineer,IT Department,7,136335
295,2016,5,Sr Backend Engineer,IT Department,7,138355
295,2017,6,Sr Backend Engineer,IT Department,7,140377
295,2018,7,Team Lead,IT Department,8,175579
295,2019,8,Team Lead,IT Department,8,191731
296,2013,1,Associate Data Analyst,Analytics Department,4,71457
296,2014,2,Associate Data Analyst,Analytics Department,4,75485
296,2015,3,Associate Data Analyst,Analytics Department,4,77502
296,2016,4,Associate Data Analyst,Analytics Department,4,79521
296,2017,5,Associate Data Analyst,Analytics Department,4,81542
296,2018,6,Associate Data Analyst,Analytics Department,4,83565
296,2019,7,Data Analyst,Analytics Department,5,94064
297,2015,1,Frontend Engineer II,IT Department,6,88881
297,2016,2,Frontend Engineer II,IT Department,6,92913
297,2017,3,Frontend Engineer II,IT Department,6,94932
297,2018,4,Frontend Engineer II,IT Department,6,96953
297,2019,5,Frontend Engineer II,IT Department,6,98976
298,2009,1,Associate Data Analyst,Analytics Department,4,71477
298,2010,2,Associate Data Analyst,Analytics Department,4,75497
298,2011,3,Associate Data Analyst,Analytics Department,4,77510
298,2012,4,Associate Data Analyst,Analytics Department,4,79525
298,2013,5,Associate Data Analyst,Analytics Department,4,81542
298,2014,6,Associate Data Analyst,Analytics Department,4,83561
298,2015,7,Data Analyst,Analytics Department,5,94104
298,2016,8,Data Analyst,Analytics Department,5,110232
298,2017,9,Data Analyst,Analytics Department,5,112257
298,2018,10,Data Analyst,Analytics Department,5,114284
298,2019,11,Data Analyst,Analytics Department,5,116313
299,2014,1,Associate Data Analyst,Analytics Department,4,71522
299,2015,2,Associate Data Analyst,Analytics Department,4,75552
299,2016,3,Associate Data Analyst,Analytics Department,4,77570
299,2017,4,Associate Data Analyst,Analytics Department,4,79590
299,2018,5,Associate Data Analyst,Analytics Department,4,81612
299,2019,6,Associate Data Analyst,Analytics Department,4,83636
300,2017,1,Data Analyst II,Analytics Department,6,121397
300,2018,2,Data Analyst II,Analytics Department,6,125433
300,2019,3,Data Analyst II,Analytics Department,6,127454
301,2010,1,Associate Data Analyst,Analytics Department,4,71542
301,2011,2,Associate Data Analyst,Analytics Department,4,75564
301,2012,3,Associate Data Analyst,Analytics Department,4,77578
301,2013,4,Associate Data Analyst,Analytics Department,4,79594
301,2014,5,Associate Data Analyst,Analytics Department,4,81612
301,2015,6,Associate Data Analyst,Analytics Department,4,83632
301,2016,7,Data Analyst,Analytics Department,5,94164
301,2017,8,Data Analyst,Analytics Department,5,110300
301,2018,9,Data Analyst,Analytics Department,5,112326
301,2019,10,Data Analyst,Analytics Department,5,114354
302,2015,1,Backend Engineer,IT Department,5,78803
302,2016,2,Backend Engineer,IT Department,5,82835
302,2017,3,Backend Engineer,IT Department,5,84854
302,2018,4,Backend Engineer,IT Department,5,86875
302,2019,5,Backend Engineer,IT Department,5,88898
303,2014,1,Sr Manager,Administration Department,10,211564
303,2015,2,Sr Manager,Administration Department,10,215594
303,2016,3,Sr Manager,Administration Department,10,217612
303,2017,4,Sr Manager,Administration Department,10,219632
303,2018,5,Sr Manager,Administration Department,10,221654
303,2019,6,Sr Manager,Administration Department,10,223678
304,2009,1,Associate Data Analyst,Analytics Department,4,71597
304,2010,2,Associate Data Analyst,Analytics Department,4,75617
304,2011,3,Associate Data Analyst,Analytics Department,4,77630
304,2012,4,Associate Data Analyst,Analytics Department,4,79645
304,2013,5,Associate Data Analyst,Analytics Department,4,81662
304,2014,6,Associate Data Analyst,Analytics Department,4,83681
304,2015,7,Data Analyst,Analytics Department,5,94224
304,2016,8,Data Analyst,Analytics Department,5,110352
304,2017,9,Data Analyst,Analytics Department,5,112377
304,2018,10,Data Analyst,Analytics Department,5,114404
304,2019,11,Data Analyst,Analytics Department,5,116433
305,2009,1,Data Analyst,Analytics Department,5,94244
305,2010,2,Data Analyst,Analytics Department,5,98264
305,2011,3,Data Analyst,Analytics Department,5,100277
305,2012,4,Data Analyst,Analytics Department,5,102292
305,2013,5,Data Analyst,Analytics Department,5,104309
305,2014,6,Data Analyst,Analytics Department,5,106328
305,2015,7,Data Analyst II,Analytics Department,6,121497
305,2016,8,Data Analyst II,Analytics Department,6,137625
305,2017,9,Data Analyst II,Analytics Department,6,139650
305,2018,10,Data Analyst II,Analytics Department,6,141677
305,2019,11,Data Analyst II,Analytics Department,6,143706
306,2015,1,Frontend Engineer II,IT Department,6,88656
306,2016,2,Frontend Engineer II,IT Department,6,92688
306,2017,3,Frontend Engineer II,IT Department,6,94707
306,2018,4,Frontend Engineer II,IT Department,6,96728
306,2019,5,Frontend Engineer II,IT Department,6,98751
307,2009,1,Associate Data Analyst,Analytics Department,4,71657
307,2010,2,Associate Data Analyst,Analytics Department,4,75677
307,2011,3,Associate Data Analyst,Analytics Department,4,77690
307,2012,4,Associate Data Analyst,Analytics Department,4,79705
307,2013,5,Associate Data Analyst,Analytics Department,4,81722
307,2014,6,Associate Data Analyst,Analytics Department,4,83741
307,2015,7,Data Analyst,Analytics Department,5,94284
307,2016,8,Data Analyst,Analytics Department,5,110412
307,2017,9,Data Analyst,Analytics Department,5,112437
307,2018,10,Data Analyst,Analytics Department,5,114464
307,2019,11,Data Analyst,Analytics Department,5,116493
308,2017,1,Frontend Engineer II,IT Department,6,88606
308,2018,2,Frontend Engineer II,IT Department,6,92642
308,2019,3,Frontend Engineer II,IT Department,6,94663
309,2010,1,Sr Backend Engineer,IT Department,7,128625
309,2011,2,Sr Backend Engineer,IT Department,7,132647
309,2012,3,Sr Backend Engineer,IT Department,7,134661
309,2013,4,Sr Backend Engineer,IT Department,7,136677
309,2014,5,Sr Backend Engineer,IT Department,7,138695
309,2015,6,Sr Backend Engineer,IT Department,7,140715
309,2016,7,Team Lead,IT Department,8,175859
309,2017,8,Team Lead,IT Department,8,191995
309,2018,9,Team Lead,IT Department,8,194021
309,2019,10,Team Lead,IT Department,8,196049
310,2009,1,Backend Engineer,IT Department,5,79003
310,2010,2,Backend Engineer,IT Department,5,83023
310,2011,3,Backend Engineer,IT Department,5,85036
310,2012,4,Backend Engineer,IT Department,5,87051
310,2013,5,Backend Engineer,IT Department,5,89068
310,2014,6,Backend Engineer,IT Department,5,91087
310,2015,7,Backend Engineer II,IT Department,6,98785
310,2016,8,Backend Engineer II,IT Department,6,114913
310,2017,9,Backend Engineer II,IT Department,6,116938
310,2018,10,Backend Engineer II,IT Department,6,118965
310,2019,11,Backend Engineer II,IT Department,6,120994
311,2014,1,Assistant Manager,Administration Department,7,133393
311,2015,2,Assistant Manager,Administration Department,7,137423
311,2016,3,Assistant Manager,Administration Department,7,139441
311,2017,4,Assistant Manager,Administration Department,7,141461
311,2018,5,Assistant Manager,Administration Department,7,143483
311,2019,6,Assistant Manager,Administration Department,7,145507
312,2009,1,Associate Data Analyst,Analytics Department,4,71757
312,2010,2,Associate Data Analyst,Analytics Department,4,75777
312,2011,3,Associate Data Analyst,Analytics Department,4,77790
312,2012,4,Associate Data Analyst,Analytics Department,4,79805
312,2013,5,Associate Data Analyst,Analytics Department,4,81822
312,2014,6,Associate Data Analyst,Analytics Department,4,83841
312,2015,7,Data Analyst,Analytics Department,5,94384
312,2016,8,Data Analyst,Analytics Department,5,110512
312,2017,9,Data Analyst,Analytics Department,5,112537
312,2018,10,Data Analyst,Analytics Department,5,114564
312,2019,11,Data Analyst,Analytics Department,5,116593
313,2009,1,Data Analyst,Analytics Department,5,94404
313,2010,2,Data Analyst,Analytics Department,5,98424
313,2011,3,Data Analyst,Analytics Department,5,100437
313,2012,4,Data Analyst,Analytics Department,5,102452
313,2013,5,Data Analyst,Analytics Department,5,104469
313,2014,6,Data Analyst,Analytics Department,5,106488
313,2015,7,Data Analyst II,Analytics Department,6,121657
313,2016,8,Data Analyst II,Analytics Department,6,137785
313,2017,9,Data Analyst II,Analytics Department,6,139810
313,2018,10,Data Analyst II,Analytics Department,6,141837
313,2019,11,Data Analyst II,Analytics Department,6,143866
314,2011,1,Data Analyst II,Analytics Department,6,121677
314,2012,2,Data Analyst II,Analytics Department,6,125701
314,2013,3,Data Analyst II,Analytics Department,6,127716
314,2014,4,Data Analyst II,Analytics Department,6,129733
314,2015,5,Data Analyst II,Analytics Department,6,131752
314,2016,6,Data Analyst II,Analytics Department,6,133773
314,2017,7,Data Scientist,Analytics Department,7,155444
314,2018,8,Data Scientist,Analytics Department,7,171588
314,2019,9,Data Scientist,Analytics Department,7,173615
315,2010,1,Associate Frontend Engineer,IT Department,4,47984
315,2011,2,Associate Frontend Engineer,IT Department,4,52006
315,2012,3,Associate Frontend Engineer,IT Department,4,54020
315,2013,4,Associate Frontend Engineer,IT Department,4,56036
