id,job_title,department,p_start,start_month,p_end,end_month,grade,salary
182,Associate Data Analyst,Analytics Department,2008.0,12,2014.0,10,4.0,69152.0
182,Data Analyst,Analytics Department,2014.0,10,2019.0,2,5.0,91784.0
182,Data Analyst II,Analytics Department,2019.0,2,-99.0,-99,6.0,119037.0
183,Data Analyst II,Analytics Department,2016.0,7,-99.0,-99,6.0,119057.0
184,Associate Frontend Engineer,IT Department,2013.0,4,2019.0,7,4.0,57298.0
184,Frontend Engineer,IT Department,2019.0,7,-99.0,-99,5.0,66912.0
185,Sr Manager,Administration Department,2012.0,12,2018.0,7,10.0,209204.0
185,Director,Administration Department,2018.0,7,-99.0,-99,12.0,426298.0
186,Backend Engineer,IT Department,2015.0,4,-99.0,-99,5.0,75903.0
187,Backend Engineer,IT Department,2015.0,7,-99.0,-99,5.0,75928.0
188,Backend Engineer,IT Department,2009.0,11,2015.0,3,5.0,75953.0
188,Backend Engineer II,IT Department,2015.0,3,-99.0,-99,6.0,95735.0
189,Associate Frontend Engineer,IT Department,2009.0,5,2015.0,2,4.0,57161.0
189,Frontend Engineer,IT Department,2015.0,2,-99.0,-99,5.0,66787.0
190,Associate Data Analyst,Analytics Department,2007.0,1,2013.0,8,4.0,69307.0
190,Data Analyst,Analytics Department,2013.0,8,2018.0,11,5.0,91944.0
190,Data Analyst II,Analytics Department,2018.0,11,-99.0,-99,6.0,119197.0
191,Sr Backend Engineer,IT Department,2016.0,10,-99.0,-99,7.0,125675.0
192,Associate Frontend Engineer,IT Department,2006.0,3,2012.0,12,4.0,57077.0
192,Frontend Engineer,IT Department,2012.0,12,2017.0,11,5.0,66712.0
192,Frontend Engineer II,IT Department,2017.0,11,-99.0,-99,6.0,91506.0
193,Backend Engineer,IT Department,2010.0,2,2016.0,11,5.0,76078.0
193,Backend Engineer II,IT Department,2016.0,11,-99.0,-99,6.0,95860.0
194,Associate Data Analyst,Analytics Department,2013.0,7,2019.0,2,4.0,69417.0
194,Data Analyst,Analytics Department,2019.0,2,-99.0,-99,5.0,92024.0
195,Data Analyst II,Analytics Department,2011.0,9,2017.0,4,6.0,119297.0
195,Data Scientist,Analytics Department,2017.0,4,-99.0,-99,7.0,153064.0
196,Associate Data Analyst,Analytics Department,2015.0,7,-99.0,-99,4.0,69467.0
197,Data Analyst II,Analytics Department,2015.0,6,-99.0,-99,6.0,119337.0
198,Sr Manager,Administration Department,2012.0,2,2018.0,11,10.0,209464.0
198,Director,Administration Department,2018.0,11,-99.0,-99,12.0,426558.0
199,Sr Backend Engineer,IT Department,2011.0,6,2017.0,11,7.0,125875.0
199,Team Lead,IT Department,2017.0,11,-99.0,-99,8.0,173659.0
200,Sr Backend Engineer,IT Department,2016.0,7,-99.0,-99,7.0,125900.0
201,Backend Engineer,IT Department,2013.0,9,2019.0,5,5.0,76278.0
201,Backend Engineer II,IT Department,2019.0,5,-99.0,-99,6.0,96060.0
202,Associate Frontend Engineer,IT Department,2007.0,4,2013.0,1,4.0,56830.0
202,Frontend Engineer,IT Department,2013.0,1,2018.0,2,5.0,66462.0
202,Frontend Engineer II,IT Department,2018.0,2,-99.0,-99,6.0,91256.0
203,Sr Backend Engineer,IT Department,2011.0,1,2017.0,1,7.0,125975.0
203,Team Lead,IT Department,2017.0,1,-99.0,-99,8.0,173739.0
204,Sr Backend Engineer,IT Department,2015.0,6,-99.0,-99,7.0,126000.0
205,Sr Manager,Administration Department,2011.0,5,2017.0,10,10.0,209604.0
205,Director,Administration Department,2017.0,10,-99.0,-99,12.0,426698.0
206,Sr Manager,Administration Department,2016.0,10,-99.0,-99,10.0,209624.0
207,Data Analyst II,Analytics Department,2012.0,4,2018.0,4,6.0,119537.0
207,Data Scientist,Analytics Department,2018.0,4,-99.0,-99,7.0,153304.0
208,Sr Backend Engineer,IT Department,2015.0,2,-99.0,-99,7.0,126100.0
209,Associate Data Analyst,Analytics Department,2011.0,10,2017.0,5,4.0,69707.0
209,Data Analyst,Analytics Department,2017.0,5,-99.0,-99,5.0,92324.0
210,Sr Backend Engineer,IT Department,2010.0,7,2016.0,4,7.0,126150.0
210,Team Lead,IT Department,2016.0,4,-99.0,-99,8.0,173879.0
211,Associate Data Analyst,Analytics Department,2008.0,8,2014.0,1,4.0,69732.0
211,Data Analyst,Analytics Department,2014.0,1,2019.0,5,5.0,92364.0
211,Data Analyst II,Analytics Department,2019.0,5,-99.0,-99,6.0,119617.0
212,Sr Backend Engineer,IT Department,2012.0,12,2018.0,2,7.0,126200.0
212,Team Lead,IT Department,2018.0,2,-99.0,-99,8.0,173919.0
213,Frontend Engineer II,IT Department,2015.0,8,-99.0,-99,6.0,90981.0
214,Backend Engineer,IT Department,2007.0,8,2013.0,10,5.0,76603.0
214,Backend Engineer II,IT Department,2013.0,10,2018.0,12,6.0,96385.0
214,Backend Engineer II,IT Department,2018.0,12,-99.0,-99,6.0,96385.0
215,Associate Frontend Engineer,IT Department,2010.0,8,2016.0,6,4.0,56514.0
215,Frontend Engineer,IT Department,2016.0,6,-99.0,-99,5.0,66137.0
216,Backend Engineer,IT Department,2012.0,7,2018.0,4,5.0,76653.0
216,Backend Engineer II,IT Department,2018.0,4,-99.0,-99,6.0,96435.0
217,Sr Backend Engineer,IT Department,2016.0,7,-99.0,-99,7.0,126325.0
218,Associate Data Analyst,Analytics Department,2013.0,12,2019.0,7,4.0,69897.0
218,Data Analyst,Analytics Department,2019.0,7,-99.0,-99,5.0,92504.0
219,Associate Data Analyst,Analytics Department,2017.0,12,-99.0,-99,4.0,69937.0
220,Associate Frontend Engineer,IT Department,2010.0,5,2016.0,8,4.0,56389.0
220,Frontend Engineer,IT Department,2016.0,8,-99.0,-99,5.0,66012.0
221,Backend Engineer,IT Department,2015.0,6,-99.0,-99,5.0,76778.0
222,Associate Data Analyst,Analytics Department,2010.0,8,2016.0,5,4.0,69962.0
222,Data Analyst,Analytics Department,2016.0,5,-99.0,-99,5.0,92584.0
223,Sr Backend Engineer,IT Department,2011.0,1,2017.0,7,7.0,126475.0
223,Team Lead,IT Department,2017.0,7,-99.0,-99,8.0,174139.0
224,Sr Backend Engineer,IT Department,2011.0,7,2017.0,3,7.0,126500.0
224,Team Lead,IT Department,2017.0,3,-99.0,-99,8.0,174159.0
225,Backend Engineer,IT Department,2013.0,8,2019.0,1,5.0,76878.0
225,Backend Engineer II,IT Department,2019.0,1,-99.0,-99,6.0,96660.0
226,Backend Engineer,IT Department,2009.0,11,2015.0,10,5.0,76903.0
226,Backend Engineer II,IT Department,2015.0,10,-99.0,-99,6.0,96685.0
227,Backend Engineer,IT Department,2013.0,9,2019.0,10,5.0,76928.0
227,Backend Engineer II,IT Department,2019.0,10,-99.0,-99,6.0,96710.0
228,Frontend Engineer II,IT Department,2010.0,3,2016.0,1,6.0,90606.0
228,Sr Frontend Engineer,IT Department,2016.0,1,-99.0,-99,7.0,114482.0
229,Associate Manager,Administration Department,2007.0,4,2013.0,5,7.0,101280.0
229,Manager,Administration Department,2013.0,5,2018.0,9,9.0,162190.0
229,Manager,Administration Department,2018.0,9,-99.0,-99,9.0,162190.0
230,Sr Backend Engineer,IT Department,2010.0,11,2016.0,7,7.0,126650.0
230,Team Lead,IT Department,2016.0,7,-99.0,-99,8.0,174279.0
231,Associate Data Analyst,Analytics Department,2007.0,10,2013.0,3,4.0,70127.0
231,Data Analyst,Analytics Department,2013.0,3,2018.0,12,5.0,92764.0
231,Data Analyst II,Analytics Department,2018.0,12,-99.0,-99,6.0,120017.0
232,Backend Engineer,IT Department,2011.0,3,2017.0,6,5.0,77053.0
232,Backend Engineer II,IT Department,2017.0,6,-99.0,-99,6.0,96835.0
233,Associate Data Analyst,Analytics Department,2009.0,3,2015.0,6,4.0,70177.0
233,Data Analyst,Analytics Department,2015.0,6,-99.0,-99,5.0,92804.0
234,Frontend Engineer II,IT Department,2017.0,7,-99.0,-99,6.0,90456.0
235,Sr Backend Engineer,IT Department,2016.0,10,-99.0,-99,7.0,126775.0
236,Backend Engineer,IT Department,2007.0,6,2013.0,8,5.0,77153.0
236,Backend Engineer II,IT Department,2013.0,8,2018.0,4,6.0,96935.0
236,Backend Engineer II,IT Department,2018.0,4,-99.0,-99,6.0,96935.0
237,Sr Backend Engineer,IT Department,2016.0,5,-99.0,-99,7.0,126825.0
238,Data Analyst II,Analytics Department,2011.0,11,2017.0,12,6.0,120157.0
238,Data Scientist,Analytics Department,2017.0,12,-99.0,-99,7.0,153924.0
239,Frontend Engineer II,IT Department,2015.0,1,-99.0,-99,6.0,90331.0
240,Associate Data Analyst,Analytics Department,2014.0,3,-99.0,-99,4.0,70342.0
241,Data Analyst II,Analytics Department,2010.0,4,2016.0,12,6.0,120217.0
241,Data Scientist,Analytics Department,2016.0,12,-99.0,-99,7.0,153984.0
242,Sr Backend Engineer,IT Department,2011.0,1,2017.0,10,7.0,126950.0
242,Team Lead,IT Department,2017.0,10,-99.0,-99,8.0,174519.0
243,Associate Manager,Administration Department,2009.0,6,2015.0,5,7.0,101782.0
243,Manager,Administration Department,2015.0,5,-99.0,-99,9.0,162470.0
244,Data Analyst II,Analytics Department,2015.0,11,-99.0,-99,6.0,120277.0
245,Data Analyst II,Analytics Department,2011.0,3,2017.0,12,6.0,120297.0
245,Data Scientist,Analytics Department,2017.0,12,-99.0,-99,7.0,154064.0
246,Data Analyst II,Analytics Department,2011.0,7,2017.0,9,6.0,120317.0
246,Data Scientist,Analytics Department,2017.0,9,-99.0,-99,7.0,154084.0
247,Sr Manager,Administration Department,2016.0,8,-99.0,-99,10.0,210444.0
248,Data Analyst II,Analytics Department,2012.0,3,2018.0,3,6.0,120357.0
248,Data Scientist,Analytics Department,2018.0,3,-99.0,-99,7.0,154124.0
249,Data Analyst II,Analytics Department,2012.0,6,2018.0,7,6.0,120377.0
249,Data Scientist,Analytics Department,2018.0,7,-99.0,-99,7.0,154144.0
250,Sr Backend Engineer,IT Department,2017.0,9,-99.0,-99,7.0,127150.0
251,Data Analyst II,Analytics Department,2012.0,9,2018.0,3,6.0,120417.0
251,Data Scientist,Analytics Department,2018.0,3,-99.0,-99,7.0,154184.0
252,Associate Frontend Engineer,IT Department,2008.0,10,2014.0,1,4.0,55583.0
252,Frontend Engineer,IT Department,2014.0,1,2019.0,4,5.0,65212.0
252,Frontend Engineer II,IT Department,2019.0,4,-99.0,-99,6.0,90006.0
253,Sr Manager,Administration Department,2011.0,12,2017.0,7,10.0,210564.0
253,Director,Administration Department,2017.0,7,-99.0,-99,12.0,427658.0
254,Associate Frontend Engineer,IT Department,2011.0,8,2017.0,8,4.0,55542.0
254,Frontend Engineer,IT Department,2017.0,8,-99.0,-99,5.0,65162.0
255,Associate Frontend Engineer,IT Department,2011.0,9,2017.0,2,4.0,55517.0
255,Frontend Engineer,IT Department,2017.0,2,-99.0,-99,5.0,65137.0
256,Associate Manager,Administration Department,2019.0,7,-99.0,-99,7.0,102297.0
257,Frontend Engineer II,IT Department,2016.0,7,-99.0,-99,6.0,89881.0
258,Data Analyst,Analytics Department,2009.0,3,2015.0,6,5.0,93304.0
258,Data Analyst II,Analytics Department,2015.0,6,-99.0,-99,6.0,120557.0
259,Backend Engineer,IT Department,2014.0,12,-99.0,-99,5.0,77728.0
260,Backend Engineer,IT Department,2010.0,4,2016.0,1,5.0,77753.0
260,Backend Engineer II,IT Department,2016.0,1,-99.0,-99,6.0,97535.0
261,Sr Backend Engineer,IT Department,2011.0,8,2017.0,6,7.0,127425.0
261,Team Lead,IT Department,2017.0,6,-99.0,-99,8.0,174899.0
262,Sr Backend Engineer,IT Department,2012.0,1,2018.0,4,7.0,127450.0
262,Team Lead,IT Department,2018.0,4,-99.0,-99,8.0,174919.0
263,Data Analyst II,Analytics Department,2012.0,9,2018.0,1,6.0,120657.0
263,Data Scientist,Analytics Department,2018.0,1,-99.0,-99,7.0,154424.0
264,Data Analyst II,Analytics Department,2012.0,6,2018.0,4,6.0,120677.0
264,Data Scientist,Analytics Department,2018.0,4,-99.0,-99,7.0,154444.0
265,Associate Frontend Engineer,IT Department,2013.0,12,2019.0,7,4.0,55273.0
265,Frontend Engineer,IT Department,2019.0,7,-99.0,-99,5.0,64887.0
266,Backend Engineer,IT Department,2014.0,12,-99.0,-99,5.0,77903.0
267,Backend Engineer,IT Department,2011.0,2,2017.0,2,5.0,77928.0
267,Backend Engineer II,IT Department,2017.0,2,-99.0,-99,6.0,97710.0
268,Associate Data Analyst,Analytics Department,2011.0,6,2017.0,6,4.0,70887.0
268,Data Analyst,Analytics Department,2017.0,6,-99.0,-99,5.0,93504.0
269,Frontend Engineer II,IT Department,2017.0,10,-99.0,-99,6.0,89581.0
270,Associate Data Analyst,Analytics Department,2013.0,7,2019.0,10,4.0,70937.0
270,Data Analyst,Analytics Department,2019.0,10,-99.0,-99,5.0,93544.0
271,Sr Backend Engineer,IT Department,2011.0,7,2017.0,1,7.0,127675.0
271,Team Lead,IT Department,2017.0,1,-99.0,-99,8.0,175099.0
272,Data Analyst II,Analytics Department,2011.0,5,2017.0,9,6.0,120837.0
272,Data Scientist,Analytics Department,2017.0,9,-99.0,-99,7.0,154604.0
273,Associate Data Analyst,Analytics Department,2016.0,5,-99.0,-99,4.0,71012.0
274,Associate Data Analyst,Analytics Department,2011.0,12,2017.0,11,4.0,71007.0
274,Data Analyst,Analytics Department,2017.0,11,-99.0,-99,5.0,93624.0
275,Associate Manager,Administration Department,2010.0,9,2016.0,6,7.0,102908.0
275,Manager,Administration Department,2016.0,6,-99.0,-99,9.0,163110.0
276,Sr Backend Engineer,IT Department,2016.0,8,-99.0,-99,7.0,127800.0
277,Associate Data Analyst,Analytics Department,2009.0,7,2015.0,10,4.0,71057.0
277,Data Analyst,Analytics Department,2015.0,10,-99.0,-99,5.0,93684.0
278,Data Analyst II,Analytics Department,2012.0,7,2018.0,8,6.0,120957.0
278,Data Scientist,Analytics Department,2018.0,8,-99.0,-99,7.0,154724.0
279,Backend Engineer,IT Department,2011.0,11,2017.0,9,5.0,78228.0
279,Backend Engineer II,IT Department,2017.0,9,-99.0,-99,6.0,98010.0
280,Associate Frontend Engineer,IT Department,2014.0,4,-99.0,-99,4.0,54901.0
281,Backend Engineer,IT Department,2006.0,8,2012.0,10,5.0,78278.0
281,Backend Engineer II,IT Department,2012.0,10,2017.0,5,6.0,98060.0
281,Backend Engineer II,IT Department,2017.0,5,-99.0,-99,6.0,98060.0
282,Associate Frontend Engineer,IT Department,2007.0,12,2013.0,11,4.0,54830.0
282,Frontend Engineer,IT Department,2013.0,11,2018.0,3,5.0,64462.0
282,Frontend Engineer II,IT Department,2018.0,3,-99.0,-99,6.0,89256.0
283,Associate Frontend Engineer,IT Department,2010.0,4,2016.0,7,4.0,54814.0
283,Frontend Engineer,IT Department,2016.0,7,-99.0,-99,5.0,64437.0
284,Sr Backend Engineer,IT Department,2016.0,6,-99.0,-99,7.0,128000.0
285,Backend Engineer,IT Department,2015.0,1,-99.0,-99,5.0,78378.0
286,Data Analyst II,Analytics Department,2016.0,5,-99.0,-99,6.0,121117.0
287,Associate Frontend Engineer,IT Department,2008.0,9,2014.0,10,4.0,54708.0
287,Frontend Engineer,IT Department,2014.0,10,2019.0,5,5.0,64337.0
287,Frontend Engineer II,IT Department,2019.0,5,-99.0,-99,6.0,89131.0
288,Backend Engineer,IT Department,2012.0,8,2018.0,10,5.0,78453.0
288,Backend Engineer II,IT Department,2018.0,10,-99.0,-99,6.0,98235.0
289,Associate Data Analyst,Analytics Department,2014.0,6,-99.0,-99,4.0,71322.0
290,Associate Frontend Engineer,IT Department,2012.0,5,2018.0,1,4.0,54645.0
290,Frontend Engineer,IT Department,2018.0,1,-99.0,-99,5.0,64262.0
291,Associate Manager,Administration Department,2008.0,5,2014.0,12,7.0,103456.0
291,Manager,Administration Department,2014.0,12,2019.0,11,9.0,163430.0
291,Manager,Administration Department,2019.0,11,-99.0,-99,9.0,163430.0
292,Sr Backend Engineer,IT Department,2011.0,11,2017.0,4,7.0,128200.0
292,Team Lead,IT Department,2017.0,4,-99.0,-99,8.0,175519.0
293,Backend Engineer,IT Department,2011.0,8,2017.0,12,5.0,78578.0
293,Backend Engineer II,IT Department,2017.0,12,-99.0,-99,6.0,98360.0
294,Data Analyst,Analytics Department,2009.0,12,2015.0,8,5.0,94024.0
294,Data Analyst II,Analytics Department,2015.0,8,-99.0,-99,6.0,121277.0
295,Sr Backend Engineer,IT Department,2012.0,4,2018.0,10,7.0,128275.0
295,Team Lead,IT Department,2018.0,10,-99.0,-99,8.0,175579.0
296,Associate Data Analyst,Analytics Department,2013.0,5,2019.0,2,4.0,71457.0
296,Data Analyst,Analytics Department,2019.0,2,-99.0,-99,5.0,94064.0
297,Frontend Engineer II,IT Department,2015.0,2,-99.0,-99,6.0,88881.0
298,Associate Data Analyst,Analytics Department,2009.0,7,2015.0,12,4.0,71477.0
298,Data Analyst,Analytics Department,2015.0,12,-99.0,-99,5.0,94104.0
299,Associate Data Analyst,Analytics Department,2014.0,12,-99.0,-99,4.0,71522.0
300,Data Analyst II,Analytics Department,2017.0,4,-99.0,-99,6.0,121397.0
301,Associate Data Analyst,Analytics Department,2010.0,12,2016.0,4,4.0,71542.0
301,Data Analyst,Analytics Department,2016.0,4,-99.0,-99,5.0,94164.0
302,Backend Engineer,IT Department,2015.0,3,-99.0,-99,5.0,78803.0
303,Sr Manager,Administration Department,2014.0,12,-99.0,-99,10.0,211564.0
304,Associate Data Analyst,Analytics Department,2009.0,11,2015.0,9,4.0,71597.0
304,Data Analyst,Analytics Department,2015.0,9,-99.0,-99,5.0,94224.0
305,Data Analyst,Analytics Department,2009.0,12,2015.0,1,5.0,94244.0
305,Data Analyst II,Analytics Department,2015.0,1,-99.0,-99,6.0,121497.0
306,Frontend Engineer II,IT Department,2015.0,9,-99.0,-99,6.0,88656.0
307,Associate Data Analyst,Analytics Department,2009.0,4,2015.0,5,4.0,71657.0
307,Data Analyst,Analytics Department,2015.0,5,-99.0,-99,5.0,94284.0
308,Frontend Engineer II,IT Department,2017.0,1,-99.0,-99,6.0,88606.0
309,Sr Backend Engineer,IT Department,2010.0,12,2016.0,3,7.0,128625.0
309,Team Lead,IT Department,2016.0,3,-99.0,-99,8.0,175859.0
310,Backend Engineer,IT Department,2009.0,12,2015.0,9,5.0,79003.0
310,Backend Engineer II,IT Department,2015.0,9,-99.0,-99,6.0,98785.0
311,Associate Manager,Administration Department,2014.0,11,-99.0,-99,7.0,104192.0
312,Associate Data Analyst,Analytics Department,2009.0,6,2015.0,12,4.0,71757.0
312,Data Analyst,Analytics Department,2015.0,12,-99.0,-99,5.0,94384.0
313,Data Analyst,Analytics Department,2009.0,9,2015.0,2,5.0,94404.0
313,Data Analyst II,Analytics Department,2015.0,2,-99.0,-99,6.0,121657.0
314,Data Analyst II,Analytics Department,2011.0,6,2017.0,10,6.0,121677.0
314,Data Scientist,Analytics Department,2017.0,10,-99.0,-99,7.0,155444.0
315,Associate Frontend Engineer,IT Department,2010.0,7,2016.0,6,4.0,54014.0
315,Frontend Engineer,IT Department,2016.0,6,-99.0,-99,5.0,63637.0
316,Sr Backend Engineer,IT Department,2011.0,7,2017.0,9,7.0,128800.0
316,Team Lead,IT Department,2017.0,9,-99.0,-99,8.0,175999.0
317,Associate Data Analyst,Analytics Department,2011.0,6,2017.0,6,4.0,71867.0
317,Data Analyst,Analytics Department,2017.0,6,-99.0,-99,5.0,94484.0
318,Data Analyst II,Analytics Department,2010.0,5,2016.0,4,6.0,121757.0
318,Data Scientist,Analytics Department,2016.0,4,-99.0,-99,7.0,155524.0
319,Sr Backend Engineer,IT Department,2011.0,3,2017.0,9,7.0,128875.0
319,Team Lead,IT Department,2017.0,9,-99.0,-99,8.0,176059.0
320,Backend Engineer,IT Department,2009.0,1,2015.0,10,5.0,79253.0
320,Backend Engineer II,IT Department,2015.0,10,-99.0,-99,6.0,99035.0
321,Data Analyst II,Analytics Department,2016.0,8,-99.0,-99,6.0,121817.0
322,Sr Backend Engineer,IT Department,2011.0,8,2017.0,12,7.0,128950.0
322,Team Lead,IT Department,2017.0,12,-99.0,-99,8.0,176119.0
323,Backend Engineer,IT Department,2012.0,5,2018.0,8,5.0,79328.0
323,Backend Engineer II,IT Department,2018.0,8,-99.0,-99,6.0,99110.0
324,Backend Engineer,IT Department,2015.0,8,-99.0,-99,5.0,79353.0
325,Associate Data Analyst,Analytics Department,2009.0,5,2015.0,3,4.0,72017.0
325,Data Analyst,Analytics Department,2015.0,3,-99.0,-99,5.0,94644.0
326,Sr Backend Engineer,IT Department,2010.0,2,2016.0,10,7.0,129050.0
326,Team Lead,IT Department,2016.0,10,-99.0,-99,8.0,176199.0
327,Associate Data Analyst,Analytics Department,2005.0,9,2011.0,7,4.0,72037.0
327,Data Analyst,Analytics Department,2011.0,7,2016.0,3,5.0,94684.0
327,Data Analyst II,Analytics Department,2016.0,3,-99.0,-99,6.0,121937.0
328,Sr Backend Engineer,IT Department,2010.0,8,2016.0,3,7.0,129100.0
328,Team Lead,IT Department,2016.0,3,-99.0,-99,8.0,176239.0
329,Associate Data Analyst,Analytics Department,2009.0,11,2015.0,12,4.0,72097.0
329,Data Analyst,Analytics Department,2015.0,12,-99.0,-99,5.0,94724.0
330,Associate Data Analyst,Analytics Department,2014.0,4,-99.0,-99,4.0,72142.0
331,Associate Data Analyst,Analytics Department,2007.0,9,2013.0,9,4.0,72127.0
331,Data Analyst,Analytics Department,2013.0,9,2018.0,10,5.0,94764.0
331,Data Analyst II,Analytics Department,2018.0,10,-99.0,-99,6.0,122017.0
332,Backend Engineer,IT Department,2014.0,12,-99.0,-99,5.0,79553.0
333,Frontend Engineer II,IT Department,2017.0,9,-99.0,-99,6.0,87981.0
334,Data Analyst II,Analytics Department,2015.0,9,-99.0,-99,6.0,122077.0
335,Sr Backend Engineer,IT Department,2011.0,5,2017.0,5,7.0,129275.0
335,Team Lead,IT Department,2017.0,5,-99.0,-99,8.0,176379.0
336,Associate Frontend Engineer,IT Department,2012.0,5,2018.0,4,4.0,53495.0
336,Frontend Engineer,IT Department,2018.0,4,-99.0,-99,5.0,63112.0
337,Data Analyst II,Analytics Department,2012.0,5,2018.0,9,6.0,122137.0
337,Data Scientist,Analytics Department,2018.0,9,-99.0,-99,7.0,155904.0
338,Associate Data Analyst,Analytics Department,2015.0,5,-99.0,-99,4.0,72307.0
339,Backend Engineer,IT Department,2006.0,2,2012.0,6,5.0,79728.0
339,Backend Engineer II,IT Department,2012.0,6,2017.0,12,6.0,99510.0
339,Backend Engineer II,IT Department,2017.0,12,-99.0,-99,6.0,99510.0
340,Frontend Engineer,IT Department,2009.0,4,2015.0,8,5.0,63012.0
340,Frontend Engineer II,IT Department,2015.0,8,-99.0,-99,6.0,87806.0
341,Sr Manager,Administration Department,2012.0,10,2018.0,11,10.0,212324.0
341,Director,Administration Department,2018.0,11,-99.0,-99,12.0,429418.0
342,Sr Backend Engineer,IT Department,2014.0,6,-99.0,-99,7.0,129450.0
343,Associate Frontend Engineer,IT Department,2012.0,2,2018.0,2,4.0,53320.0
343,Frontend Engineer,IT Department,2018.0,2,-99.0,-99,5.0,62937.0
344,Frontend Engineer II,IT Department,2011.0,12,2017.0,1,6.0,87706.0
344,Sr Frontend Engineer,IT Department,2017.0,1,-99.0,-99,7.0,111582.0
345,Sr Backend Engineer,IT Department,2017.0,4,-99.0,-99,7.0,129525.0
346,Backend Engineer,IT Department,2011.0,9,2017.0,1,5.0,79903.0
346,Backend Engineer II,IT Department,2017.0,1,-99.0,-99,6.0,99685.0
347,Associate Data Analyst,Analytics Department,2009.0,11,2015.0,8,4.0,72457.0
347,Data Analyst,Analytics Department,2015.0,8,-99.0,-99,5.0,95084.0
348,Data Analyst II,Analytics Department,2015.0,7,-99.0,-99,6.0,122357.0
349,Data Analyst II,Analytics Department,2017.0,2,-99.0,-99,6.0,122377.0
350,Backend Engineer,IT Department,2009.0,2,2015.0,1,5.0,80003.0
350,Backend Engineer II,IT Department,2015.0,1,-99.0,-99,6.0,99785.0
351,Backend Engineer,IT Department,2008.0,1,2014.0,2,5.0,80028.0
351,Backend Engineer II,IT Department,2014.0,2,2019.0,7,6.0,99810.0
351,Backend Engineer II,IT Department,2019.0,7,-99.0,-99,6.0,99810.0
352,Sr Backend Engineer,IT Department,2016.0,4,-99.0,-99,7.0,129700.0
353,Sr Backend Engineer,IT Department,2011.0,10,2017.0,12,7.0,129725.0
353,Team Lead,IT Department,2017.0,12,-99.0,-99,8.0,176739.0
354,Associate Frontend Engineer,IT Department,2014.0,12,-99.0,-99,4.0,53051.0
355,Data Analyst II,Analytics Department,2010.0,3,2016.0,5,6.0,122497.0
355,Data Scientist,Analytics Department,2016.0,5,-99.0,-99,7.0,156264.0
356,Data Analyst II,Analytics Department,2017.0,4,-99.0,-99,6.0,122517.0
357,Backend Engineer II,IT Department,2009.0,7,2015.0,7,6.0,99960.0
357,Sr Backend Engineer,IT Department,2015.0,7,-99.0,-99,7.0,129825.0
358,Associate Data Analyst,Analytics Department,2007.0,5,2013.0,2,4.0,72667.0
358,Data Analyst,Analytics Department,2013.0,2,2018.0,8,5.0,95304.0
358,Data Analyst II,Analytics Department,2018.0,8,-99.0,-99,6.0,122557.0
359,Backend Engineer,IT Department,2007.0,1,2013.0,2,5.0,80228.0
359,Backend Engineer II,IT Department,2013.0,2,2018.0,8,6.0,100010.0
359,Backend Engineer II,IT Department,2018.0,8,-99.0,-99,6.0,100010.0
360,Backend Engineer II,IT Department,2008.0,4,2014.0,7,6.0,100035.0
360,Sr Backend Engineer,IT Department,2014.0,7,2019.0,11,7.0,129900.0
360,Sr Backend Engineer,IT Department,2019.0,11,-99.0,-99,7.0,129900.0
361,Frontend Engineer II,IT Department,2015.0,12,-99.0,-99,6.0,87281.0
362,Associate Data Analyst,Analytics Department,2012.0,11,2018.0,7,4.0,72772.0
362,Data Analyst,Analytics Department,2018.0,7,-99.0,-99,5.0,95384.0
363,Associate Data Analyst,Analytics Department,2006.0,9,2012.0,4,4.0,72762.0
363,Data Analyst,Analytics Department,2012.0,4,2017.0,4,5.0,95404.0
363,Data Analyst II,Analytics Department,2017.0,4,-99.0,-99,6.0,122657.0
364,Backend Engineer,IT Department,2013.0,9,2019.0,2,5.0,80353.0
364,Backend Engineer II,IT Department,2019.0,2,-99.0,-99,6.0,100135.0
365,Sr Backend Engineer,IT Department,2016.0,11,-99.0,-99,7.0,130025.0
366,Data Analyst II,Analytics Department,2017.0,8,-99.0,-99,6.0,122717.0
367,Associate Frontend Engineer,IT Department,2017.0,5,-99.0,-99,4.0,52735.0
368,Sr Backend Engineer,IT Department,2016.0,8,-99.0,-99,7.0,130100.0
369,Sr Backend Engineer,IT Department,2017.0,12,-99.0,-99,7.0,130125.0
370,Associate Data Analyst,Analytics Department,2009.0,9,2015.0,4,4.0,72917.0
370,Data Analyst,Analytics Department,2015.0,4,-99.0,-99,5.0,95544.0
371,Associate Data Analyst,Analytics Department,2014.0,3,-99.0,-99,4.0,72962.0
372,Sr Backend Engineer,IT Department,2015.0,7,-99.0,-99,7.0,130200.0
373,Sr Backend Engineer,IT Department,2017.0,4,-99.0,-99,7.0,130225.0
374,Data Analyst II,Analytics Department,2017.0,4,-99.0,-99,6.0,122877.0
375,Data Analyst II,Analytics Department,2017.0,4,-99.0,-99,6.0,122897.0
376,Backend Engineer,IT Department,2011.0,1,2017.0,11,5.0,80653.0
376,Backend Engineer II,IT Department,2017.0,11,-99.0,-99,6.0,100435.0
377,Data Analyst II,Analytics Department,2012.0,10,2018.0,1,6.0,122937.0
377,Data Scientist,Analytics Department,2018.0,1,-99.0,-99,7.0,156704.0
378,Associate Data Analyst,Analytics Department,2011.0,9,2017.0,6,4.0,73087.0
